equipment_age_years,operating_hours_total,hours_since_last_maintenance,vibration_level_mm_s,temperature_bearing_celsius,oil_pressure_psi,coolant_flow_rate,power_output_mw,load_factor_pct,ambient_temperature,num_previous_failures,manufacturer,equipment_type,last_maintenance_type,humidity_pct,startup_count_last_month,operating_mode,alarm_count_last_week,efficiency_rating,thermal_image_anomaly_score,target
2.3,19693.0,521.0,2.11,76.0,42.4,103.1,320.1,93.0,31.5,1.0,1.0,2.0,0.0,48.2,4.0,2.0,2.0,88.1,0.283,0
19.9,161674.0,525.0,2.05,67.1,49.8,130.3,434.7,75.3,32.2,0.0,2.0,1.0,1.0,54.9,3.0,1.0,2.0,85.3,0.4,0
25.6,170293.0,266.0,5.53,51.6,51.1,86.0,426.8,78.9,13.5,0.0,1.0,3.0,2.0,66.3,4.0,1.0,1.0,92.0,0.024,0
15.6,117284.0,315.0,1.97,85.2,57.8,122.3,284.8,96.6,30.5,0.0,2.0,2.0,1.0,46.4,1.0,0.0,3.0,80.8,0.15,0
1.5,7973.0,1118.0,2.08,98.3,31.0,102.4,301.6,71.2,28.7,1.0,4.0,3.0,1.0,71.6,2.0,1.0,1.0,92.2,0.019,0
18.6,104058.0,3079.0,1.7,57.8,45.2,141.2,319.6,77.6,40.8,2.0,4.0,2.0,0.0,79.2,3.0,1.0,1.0,75.2,0.524,0
1.6,12448.0,2172.0,2.38,65.1,57.4,117.8,280.6,41.5,23.9,1.0,2.0,0.0,2.0,86.0,3.0,0.0,2.0,89.8,0.326,0
16.6,84008.0,990.0,1.3,91.8,58.3,143.1,561.1,87.9,19.3,1.0,2.0,0.0,2.0,86.2,3.0,1.0,2.0,81.6,0.012,0
3.1,23590.0,1156.0,1.98,69.2,35.8,99.9,307.9,93.1,39.5,0.0,1.0,3.0,2.0,88.7,1.0,0.0,3.0,94.0,0.086,0
40.0,284308.0,1776.0,1.76,66.2,39.1,127.5,246.5,69.1,38.9,0.0,2.0,3.0,1.0,62.5,6.0,0.0,0.0,89.4,0.175,0
2.5,15838.0,1345.0,3.87,69.3,42.5,123.6,414.8,89.1,38.5,0.0,2.0,0.0,0.0,46.6,4.0,1.0,0.0,77.5,0.103,0
4.8,34154.0,315.0,2.62,76.7,28.1,132.5,443.2,82.6,40.0,2.0,0.0,3.0,1.0,36.4,2.0,0.0,1.0,92.5,0.159,0
1.4,8586.0,55.0,2.05,64.4,42.4,129.4,314.0,91.8,42.8,0.0,2.0,3.0,0.0,65.3,4.0,2.0,1.0,75.2,0.13,0
10.2,86186.0,1200.0,6.34,84.5,45.0,171.7,488.7,84.2,38.9,2.0,2.0,3.0,2.0,38.7,2.0,2.0,0.0,80.9,0.603,0
2.3,15513.0,1.0,2.7,78.4,37.8,102.0,417.7,30.9,15.9,2.0,1.0,3.0,0.0,46.9,3.0,2.0,1.0,76.1,0.05,0
5.5,38369.0,58.0,4.11,84.2,50.6,113.3,334.5,79.3,27.0,1.0,3.0,2.0,1.0,54.8,2.0,0.0,0.0,77.7,0.573,0
2.3,12174.0,122.0,1.5,86.5,51.7,122.1,209.3,86.3,41.3,1.0,0.0,1.0,1.0,87.0,4.0,0.0,0.0,73.1,0.098,0
2.6,13416.0,76.0,3.82,53.7,43.2,119.3,384.5,51.6,26.7,0.0,2.0,3.0,1.0,68.8,3.0,1.0,1.0,89.4,0.203,0
6.6,54681.0,245.0,1.43,86.0,43.1,93.3,373.7,60.1,28.9,1.0,4.0,0.0,1.0,28.3,4.0,2.0,2.0,90.6,0.099,0
1.2,9594.0,321.0,3.77,81.6,49.3,105.6,189.4,58.3,16.3,1.0,1.0,1.0,0.0,65.5,4.0,2.0,1.0,99.9,0.104,0
2.3,18546.0,1897.0,2.27,74.8,37.7,144.4,457.6,55.3,14.2,1.0,0.0,0.0,0.0,87.3,5.0,0.0,1.0,86.7,0.752,0
11.5,90816.0,1275.0,2.62,71.5,39.4,116.1,272.6,68.4,-7.3,3.0,1.0,0.0,1.0,92.2,5.0,2.0,1.0,94.7,1.037,0
4.6,36339.0,1292.0,3.12,50.0,45.3,130.1,330.9,84.6,32.3,0.0,0.0,3.0,1.0,35.2,4.0,1.0,0.0,84.1,0.693,0
4.3,26217.0,682.0,2.57,48.0,45.7,99.3,307.4,69.9,11.5,0.0,2.0,1.0,0.0,94.4,2.0,1.0,3.0,81.0,0.119,0
0.5,2800.0,2472.0,1.4,71.6,58.0,89.5,357.4,43.4,27.5,1.0,2.0,1.0,2.0,39.8,1.0,0.0,2.0,86.2,0.936,0
12.8,105018.0,398.0,2.5,40.0,32.2,113.4,335.9,62.7,22.6,3.0,0.0,0.0,0.0,78.1,0.0,1.0,0.0,93.8,0.201,0
9.0,53686.0,2529.0,6.32,73.0,27.1,115.1,403.0,72.8,21.4,2.0,3.0,2.0,2.0,25.4,3.0,0.0,2.0,100.0,0.014,0
3.4,25329.0,29.0,2.39,91.8,51.0,128.9,276.1,65.2,38.3,0.0,3.0,1.0,0.0,65.9,5.0,2.0,3.0,83.7,0.216,0
6.4,50540.0,359.0,4.5,98.3,50.5,110.3,407.4,87.2,10.6,0.0,0.0,1.0,2.0,67.1,3.0,0.0,0.0,99.4,0.242,0
1.1,7267.0,760.0,1.53,96.6,45.8,130.6,448.9,69.3,28.0,0.0,1.0,1.0,0.0,71.3,4.0,0.0,0.0,70.6,0.643,0
9.3,69865.0,696.0,6.1,63.1,40.5,132.5,375.2,93.1,31.5,0.0,3.0,1.0,0.0,87.8,4.0,1.0,1.0,77.7,0.464,0
8.9,51527.0,111.0,1.45,74.1,44.1,148.2,332.4,71.2,28.3,1.0,3.0,2.0,0.0,47.2,2.0,0.0,1.0,90.4,0.025,0
13.9,114876.0,913.0,2.26,87.5,62.4,117.9,352.6,59.1,35.2,1.0,0.0,2.0,0.0,86.0,1.0,0.0,0.0,83.2,0.068,0
6.2,37110.0,615.0,3.25,73.5,52.6,156.4,310.4,91.0,39.9,0.0,3.0,2.0,0.0,30.6,4.0,1.0,1.0,98.5,0.002,0
4.2,29729.0,287.0,5.72,57.5,58.9,129.4,478.4,58.1,36.5,2.0,1.0,1.0,0.0,71.4,8.0,0.0,1.0,84.2,0.134,0
23.3,181727.0,499.0,1.42,106.1,38.2,115.7,261.2,84.4,22.8,1.0,0.0,3.0,0.0,80.7,4.0,1.0,2.0,84.9,0.373,1
35.7,241188.0,689.0,2.68,92.3,46.5,103.0,349.9,78.6,23.4,2.0,2.0,0.0,2.0,94.6,4.0,0.0,2.0,78.1,0.68,1
8.3,68838.0,221.0,1.59,80.6,49.5,130.3,281.3,65.0,30.9,3.0,1.0,0.0,0.0,45.6,2.0,0.0,5.0,73.9,0.074,0
1.5,10208.0,306.0,2.33,51.3,39.6,113.6,494.9,79.0,20.3,0.0,4.0,0.0,2.0,93.0,2.0,0.0,3.0,83.8,0.349,0
4.6,33193.0,62.0,2.15,91.9,53.7,127.3,516.8,85.6,29.3,1.0,0.0,0.0,0.0,47.9,2.0,1.0,2.0,79.6,0.622,0
7.6,49297.0,1008.0,5.53,59.3,41.1,125.7,370.8,71.8,22.2,3.0,1.0,1.0,2.0,53.7,4.0,0.0,1.0,95.6,0.009,0
4.5,32165.0,5611.0,5.5,89.1,41.8,106.6,472.4,76.3,17.1,1.0,3.0,2.0,2.0,61.3,4.0,1.0,0.0,88.8,0.287,0
10.5,67225.0,204.0,1.2,77.6,40.4,137.0,280.4,27.9,36.4,0.0,3.0,1.0,0.0,67.9,5.0,0.0,0.0,86.1,0.174,0
3.5,29232.0,185.0,2.71,75.9,33.3,100.5,351.2,61.0,28.8,0.0,2.0,1.0,0.0,92.4,1.0,2.0,1.0,80.1,0.282,0
12.5,93363.0,165.0,1.34,55.4,41.0,138.0,402.9,82.0,24.9,2.0,1.0,2.0,0.0,72.3,3.0,2.0,0.0,88.0,0.526,0
7.0,59827.0,293.0,1.4,45.0,43.1,140.8,414.6,70.5,4.4,0.0,1.0,0.0,1.0,37.6,4.0,2.0,2.0,79.0,0.199,0
3.1,20115.0,128.0,1.38,54.7,40.4,140.6,375.3,93.3,17.5,0.0,4.0,1.0,1.0,85.2,4.0,0.0,2.0,84.3,1.061,0
5.9,44203.0,297.0,3.93,69.9,46.3,129.2,356.4,82.7,15.1,1.0,3.0,2.0,1.0,82.4,6.0,2.0,0.0,89.4,0.045,0
11.2,79346.0,2739.0,3.9,65.0,40.8,124.3,365.1,72.0,42.0,1.0,4.0,2.0,1.0,72.3,3.0,0.0,1.0,90.1,0.05,0
2.6,13914.0,153.0,2.76,58.4,54.0,150.7,495.2,78.6,27.5,1.0,0.0,0.0,0.0,85.8,2.0,2.0,1.0,80.7,0.277,0
5.2,27605.0,1195.0,2.39,40.9,50.5,97.9,403.1,66.2,27.7,0.0,0.0,3.0,2.0,66.8,2.0,1.0,2.0,86.7,0.059,0
1.3,10304.0,1454.0,2.83,85.2,63.0,110.7,320.4,59.5,39.7,1.0,3.0,2.0,0.0,48.7,4.0,0.0,1.0,80.7,0.044,0
5.9,31514.0,1043.0,3.34,81.0,42.6,116.3,255.0,95.6,11.6,1.0,0.0,1.0,2.0,61.7,4.0,2.0,0.0,83.8,0.54,1
7.3,59179.0,442.0,3.04,87.1,42.8,121.7,350.7,66.7,11.6,1.0,1.0,1.0,1.0,26.3,1.0,2.0,1.0,73.2,0.669,0
0.5,3030.0,679.0,1.8,87.8,55.3,114.5,323.5,67.0,28.2,2.0,2.0,2.0,2.0,62.7,7.0,0.0,5.0,85.6,0.032,0
6.1,44722.0,878.0,1.9,74.4,53.9,162.9,412.2,60.7,23.9,0.0,1.0,2.0,2.0,68.3,1.0,2.0,1.0,74.3,0.159,0
5.6,35026.0,1161.0,5.45,97.0,46.2,122.7,392.3,65.1,32.8,1.0,0.0,1.0,1.0,27.3,2.0,0.0,0.0,100.0,0.16,0
18.4,131309.0,192.0,2.79,88.4,48.4,141.8,284.5,97.3,25.7,1.0,2.0,1.0,2.0,62.6,1.0,0.0,1.0,87.4,0.021,0
18.9,155990.0,1075.0,2.93,82.0,30.0,116.2,394.0,84.8,21.6,1.0,0.0,2.0,0.0,64.4,3.0,0.0,3.0,85.9,0.335,0
0.5,2558.0,2786.0,1.48,77.4,50.3,127.2,469.4,60.2,34.0,1.0,1.0,2.0,0.0,70.4,1.0,1.0,2.0,93.5,0.104,0
32.1,189332.0,554.0,4.26,80.2,43.0,116.9,463.7,75.1,22.1,1.0,0.0,3.0,1.0,40.9,2.0,0.0,0.0,92.7,0.304,0
12.4,102101.0,590.0,3.81,66.7,48.0,119.8,207.9,63.2,26.2,0.0,1.0,2.0,2.0,80.9,4.0,0.0,1.0,94.9,0.516,0
19.9,119051.0,425.0,1.49,77.9,53.4,106.0,392.3,74.9,29.4,0.0,4.0,1.0,2.0,24.1,1.0,2.0,2.0,70.4,0.302,0
27.5,142065.0,813.0,2.82,79.4,40.3,135.3,335.5,66.3,23.1,0.0,4.0,1.0,1.0,53.4,1.0,0.0,1.0,100.0,0.01,0
2.5,13603.0,2992.0,3.2,79.0,41.1,81.2,368.5,69.3,38.5,1.0,1.0,2.0,2.0,72.0,2.0,0.0,1.0,70.5,0.24,0
8.6,70546.0,722.0,3.58,70.7,57.6,118.4,371.7,78.7,50.4,1.0,4.0,0.0,2.0,43.8,3.0,1.0,2.0,79.0,0.182,0
10.0,79715.0,546.0,2.53,73.4,28.2,88.1,370.7,73.2,43.6,1.0,1.0,3.0,0.0,42.3,4.0,0.0,2.0,79.1,0.276,0
6.2,38222.0,620.0,2.76,66.7,35.6,133.7,312.5,30.4,24.1,1.0,2.0,3.0,0.0,48.5,4.0,2.0,4.0,73.5,0.809,0
0.5,4284.0,26.0,1.78,67.8,37.8,96.5,298.2,77.0,21.5,2.0,4.0,0.0,2.0,54.6,4.0,2.0,1.0,99.0,0.555,0
8.3,57854.0,734.0,2.43,109.3,39.1,140.8,281.8,59.6,40.2,0.0,2.0,2.0,2.0,68.9,1.0,0.0,4.0,83.3,0.19,0
24.5,196595.0,1114.0,4.9,59.1,44.5,116.5,226.4,81.9,21.6,0.0,2.0,2.0,1.0,73.6,3.0,1.0,0.0,93.9,0.752,0
18.9,110307.0,346.0,1.63,87.1,42.0,131.4,304.4,80.0,24.4,1.0,4.0,3.0,0.0,27.4,1.0,0.0,2.0,82.0,0.184,0
8.7,50761.0,1789.0,1.03,61.3,41.6,135.6,432.5,87.2,25.5,0.0,2.0,0.0,2.0,37.9,5.0,1.0,2.0,90.0,0.262,0
3.7,24692.0,5.0,5.14,73.0,31.7,122.6,452.1,90.0,11.8,0.0,1.0,0.0,2.0,81.7,1.0,1.0,1.0,82.3,0.007,0
5.7,42651.0,1822.0,2.29,43.3,52.5,123.8,384.1,59.1,29.9,1.0,2.0,0.0,0.0,34.5,2.0,2.0,1.0,88.2,0.504,0
7.0,40552.0,119.0,6.03,63.7,62.3,156.0,279.2,63.2,29.2,0.0,3.0,3.0,1.0,68.1,6.0,2.0,0.0,84.3,0.038,0
21.5,181704.0,21.0,1.92,59.9,46.6,88.7,300.3,68.3,14.2,3.0,1.0,3.0,1.0,59.5,4.0,1.0,0.0,80.2,0.237,0
4.5,38151.0,879.0,6.06,81.1,38.2,125.4,381.2,55.3,18.1,0.0,0.0,1.0,2.0,22.9,1.0,1.0,1.0,72.2,0.282,0
0.7,4335.0,1248.0,2.54,61.8,42.6,124.0,389.0,80.3,28.7,2.0,0.0,0.0,2.0,65.1,2.0,1.0,2.0,96.8,0.06,0
6.7,34990.0,2789.0,1.9,84.2,43.1,100.6,445.5,46.5,39.1,1.0,4.0,2.0,2.0,55.6,0.0,1.0,1.0,94.5,0.574,0
12.6,87922.0,1046.0,1.64,51.2,58.3,137.5,410.7,78.4,12.8,0.0,3.0,0.0,1.0,31.9,4.0,1.0,1.0,82.2,0.956,0
23.7,123264.0,175.0,3.35,78.9,42.0,107.7,300.6,75.2,29.0,1.0,3.0,3.0,2.0,84.7,4.0,2.0,0.0,81.1,0.246,0
4.2,33162.0,3494.0,3.9,90.6,37.1,144.2,516.0,31.2,18.1,3.0,0.0,3.0,0.0,40.8,4.0,2.0,2.0,71.1,0.023,1
0.5,3829.0,95.0,3.64,78.9,29.6,92.1,363.8,70.1,46.0,1.0,3.0,3.0,0.0,89.8,0.0,2.0,3.0,77.9,0.009,0
1.8,10887.0,78.0,5.73,75.1,43.8,106.0,320.9,50.3,30.7,4.0,2.0,2.0,2.0,71.7,3.0,0.0,0.0,98.7,0.015,0
25.0,138731.0,23.0,2.16,68.4,34.4,129.4,180.2,63.5,25.2,2.0,4.0,2.0,0.0,88.1,6.0,1.0,2.0,93.5,0.052,0
12.6,83195.0,118.0,1.87,73.4,39.0,117.8,321.4,75.8,14.5,3.0,2.0,3.0,1.0,32.0,1.0,2.0,4.0,87.8,0.091,0
40.0,328169.0,1016.0,2.85,48.7,50.2,136.9,324.4,42.9,27.4,0.0,4.0,3.0,0.0,30.5,2.0,1.0,4.0,98.9,0.032,0
14.7,90508.0,495.0,3.14,69.6,49.7,142.1,317.6,66.5,36.2,0.0,1.0,3.0,1.0,52.6,1.0,0.0,0.0,88.5,0.104,0
3.7,29653.0,724.0,2.75,85.2,42.2,93.4,351.4,60.9,40.4,1.0,2.0,2.0,2.0,82.3,1.0,1.0,1.0,74.4,0.125,0
1.8,12238.0,601.0,2.59,71.0,34.3,61.2,372.5,85.4,27.4,2.0,1.0,1.0,0.0,88.9,4.0,1.0,3.0,88.5,0.133,0
0.6,3320.0,544.0,4.7,96.9,46.8,137.4,391.1,62.3,39.5,2.0,4.0,3.0,2.0,79.2,4.0,2.0,1.0,87.5,0.229,0
6.2,38715.0,1536.0,3.83,70.7,36.5,147.4,352.9,60.3,25.9,1.0,0.0,1.0,0.0,24.3,1.0,1.0,2.0,91.9,0.172,0
2.1,10500.0,1754.0,1.3,43.9,33.4,145.8,351.7,92.9,10.2,1.0,4.0,0.0,2.0,63.0,2.0,0.0,2.0,81.8,0.323,0
15.4,122898.0,685.0,3.39,68.8,54.2,149.3,344.5,71.5,22.5,2.0,3.0,2.0,0.0,21.5,1.0,0.0,3.0,65.7,0.091,0
11.8,73270.0,546.0,2.85,87.6,58.5,144.0,146.9,63.1,20.4,2.0,4.0,2.0,1.0,43.7,4.0,0.0,2.0,70.9,0.436,0
1.6,11533.0,1531.0,2.4,73.0,52.3,120.7,393.4,71.2,24.1,0.0,1.0,1.0,2.0,30.4,2.0,1.0,3.0,88.4,0.059,0
1.9,10220.0,95.0,5.12,88.7,34.7,102.1,371.6,68.0,21.7,1.0,1.0,0.0,0.0,74.1,3.0,2.0,2.0,78.6,0.309,0
19.3,162125.0,213.0,7.63,87.3,31.2,121.9,347.9,70.0,5.8,1.0,4.0,2.0,0.0,65.3,2.0,2.0,0.0,88.3,0.037,1
0.5,3756.0,630.0,0.93,72.3,35.8,101.2,422.8,60.6,17.4,2.0,1.0,1.0,0.0,89.2,2.0,1.0,1.0,80.1,0.474,0
0.5,3469.0,635.0,3.13,65.7,52.2,107.4,324.4,80.7,22.5,0.0,0.0,0.0,1.0,55.9,2.0,1.0,5.0,82.4,0.104,0
9.0,68264.0,147.0,1.84,62.9,46.2,122.1,488.1,81.4,21.9,0.0,1.0,0.0,2.0,91.6,2.0,1.0,3.0,90.9,0.229,0
4.1,32108.0,704.0,3.57,59.5,49.8,103.1,429.8,74.2,33.5,1.0,0.0,2.0,1.0,28.1,1.0,0.0,3.0,90.4,0.51,0
17.5,101859.0,2635.0,3.01,83.4,31.5,124.5,366.5,62.4,10.9,2.0,3.0,2.0,1.0,26.1,4.0,2.0,0.0,91.2,0.129,1
16.3,135710.0,322.0,2.37,76.8,44.3,149.1,298.6,70.0,34.6,1.0,4.0,2.0,0.0,69.5,2.0,1.0,0.0,86.5,0.049,0
1.5,9657.0,429.0,2.36,78.7,35.8,144.7,221.5,54.8,12.4,0.0,2.0,2.0,1.0,42.2,3.0,2.0,2.0,87.0,0.333,0
3.3,19478.0,208.0,1.81,66.3,43.1,142.7,432.9,51.4,30.9,2.0,4.0,1.0,1.0,34.5,3.0,0.0,1.0,94.5,0.048,0
8.2,56901.0,886.0,3.39,91.1,45.8,106.7,344.7,71.1,21.2,0.0,3.0,1.0,1.0,85.6,5.0,2.0,1.0,74.5,0.088,0
4.5,26068.0,915.0,1.37,101.0,48.4,122.6,511.7,73.5,9.2,1.0,4.0,2.0,0.0,43.4,2.0,1.0,2.0,93.7,0.033,0
3.2,16577.0,575.0,1.13,84.1,43.8,146.4,481.2,94.9,33.0,1.0,2.0,2.0,1.0,23.3,7.0,2.0,0.0,87.0,0.023,0
27.1,172451.0,131.0,3.55,91.9,30.2,156.7,282.4,80.9,17.9,1.0,1.0,1.0,2.0,76.3,1.0,1.0,1.0,75.0,0.491,0
0.5,3289.0,25.0,4.75,71.3,53.0,125.3,439.8,80.0,34.2,0.0,1.0,0.0,0.0,50.6,0.0,2.0,2.0,90.0,0.217,0
6.9,38398.0,761.0,4.34,78.8,43.0,136.8,305.6,87.4,2.2,1.0,0.0,1.0,2.0,82.6,6.0,0.0,2.0,93.2,0.325,0
0.5,4139.0,33.0,7.79,94.2,47.5,122.2,308.4,84.6,5.3,1.0,1.0,1.0,2.0,36.2,0.0,1.0,2.0,90.1,0.522,0
7.0,55290.0,392.0,2.4,118.2,56.5,140.4,359.0,67.0,22.2,1.0,2.0,2.0,1.0,55.9,4.0,1.0,3.0,83.0,0.302,0
8.5,68224.0,441.0,3.75,95.6,51.8,120.8,305.4,66.2,22.9,0.0,0.0,1.0,2.0,29.0,2.0,1.0,2.0,88.3,0.399,0
5.0,36621.0,292.0,1.33,89.6,51.7,137.9,281.8,68.7,12.4,1.0,4.0,3.0,2.0,28.7,2.0,0.0,2.0,77.8,0.189,0
9.6,58893.0,496.0,2.01,96.8,43.0,123.9,405.5,82.8,3.6,0.0,1.0,2.0,2.0,21.0,2.0,2.0,1.0,71.2,0.262,0
9.9,78721.0,357.0,3.38,93.2,50.3,106.8,356.0,49.5,42.0,1.0,4.0,3.0,1.0,54.8,2.0,2.0,2.0,89.4,0.48,0
3.6,29079.0,473.0,3.34,44.9,44.9,143.9,387.2,70.0,20.5,0.0,3.0,1.0,1.0,27.1,2.0,1.0,4.0,71.1,0.591,0
8.3,69735.0,636.0,1.58,79.1,49.0,130.6,451.8,78.4,39.6,0.0,3.0,2.0,2.0,85.7,4.0,2.0,0.0,92.9,0.125,0
3.3,26882.0,3008.0,3.8,70.8,30.6,124.6,392.0,91.1,26.6,1.0,3.0,0.0,2.0,85.0,7.0,0.0,0.0,90.6,0.384,0
2.0,12976.0,21.0,2.0,91.2,44.5,113.4,313.8,63.0,32.4,1.0,1.0,3.0,0.0,36.2,3.0,2.0,1.0,80.7,0.106,0
14.4,90315.0,148.0,1.21,56.7,52.3,120.1,320.4,89.0,37.9,2.0,2.0,3.0,0.0,25.4,3.0,1.0,5.0,86.8,1.471,0
3.6,20676.0,578.0,5.15,84.6,49.3,154.4,331.7,37.3,34.4,2.0,4.0,2.0,2.0,35.5,3.0,0.0,2.0,87.8,0.911,0
6.0,36005.0,212.0,2.61,67.0,50.5,120.4,379.0,67.8,9.8,1.0,0.0,1.0,2.0,33.9,4.0,0.0,2.0,78.2,0.653,0
0.5,2895.0,642.0,1.59,62.4,49.6,109.6,360.5,82.8,15.8,1.0,0.0,3.0,1.0,73.3,0.0,0.0,0.0,80.0,0.262,0
6.8,36887.0,175.0,0.94,66.6,38.8,102.2,365.2,68.0,23.7,1.0,1.0,2.0,0.0,23.4,5.0,2.0,1.0,97.8,0.038,0
4.9,25801.0,192.0,3.33,89.8,58.3,136.3,200.1,49.2,18.8,1.0,3.0,3.0,2.0,60.7,6.0,1.0,2.0,85.1,0.243,0
3.5,28483.0,1273.0,1.9,66.6,36.9,130.4,268.9,87.8,32.6,4.0,1.0,1.0,2.0,23.0,4.0,2.0,2.0,86.8,0.13,0
11.5,70415.0,344.0,1.87,78.3,45.3,90.0,269.9,83.8,28.6,1.0,4.0,0.0,1.0,24.6,2.0,0.0,1.0,76.7,0.483,0
0.5,3983.0,1707.0,6.15,40.0,42.5,157.4,316.4,65.1,23.4,0.0,1.0,0.0,0.0,25.6,3.0,2.0,4.0,85.0,0.206,0
12.4,93488.0,145.0,4.24,77.3,45.2,113.6,283.3,76.5,26.5,1.0,2.0,2.0,1.0,63.3,4.0,2.0,5.0,81.6,0.018,0
5.2,30567.0,2273.0,2.59,91.2,50.7,93.6,356.4,52.4,33.2,4.0,1.0,2.0,1.0,92.5,4.0,0.0,1.0,80.3,0.281,0
6.4,52655.0,499.0,1.51,87.0,44.0,123.3,405.4,63.8,8.3,2.0,4.0,2.0,2.0,78.5,3.0,0.0,3.0,87.5,0.481,0
7.9,42718.0,98.0,3.22,73.3,43.3,119.0,363.8,77.4,32.3,1.0,4.0,3.0,1.0,60.6,4.0,0.0,0.0,90.7,0.053,0
6.7,55227.0,526.0,5.05,53.7,35.2,121.8,260.5,55.2,25.9,0.0,3.0,0.0,2.0,42.9,4.0,1.0,1.0,98.4,0.922,0
14.0,96492.0,399.0,1.19,60.1,35.3,119.9,230.4,66.7,22.7,0.0,0.0,0.0,1.0,70.8,2.0,2.0,2.0,75.7,0.161,0
6.0,37256.0,1177.0,4.92,83.2,39.8,127.7,357.9,78.9,5.6,1.0,2.0,2.0,0.0,28.3,2.0,1.0,1.0,96.3,0.665,0
9.5,48135.0,183.0,4.4,72.5,57.3,120.1,239.1,93.5,35.5,0.0,1.0,2.0,1.0,64.7,8.0,1.0,1.0,99.0,1.021,0
9.6,49663.0,1577.0,1.88,82.6,45.7,127.3,308.2,39.7,29.0,2.0,3.0,3.0,1.0,42.1,2.0,1.0,2.0,91.3,0.055,0
27.7,213417.0,100.0,4.16,73.8,54.0,100.9,319.5,83.2,19.6,1.0,3.0,2.0,1.0,38.7,3.0,1.0,3.0,83.5,0.018,0
1.2,9312.0,191.0,2.28,68.9,54.6,110.9,474.5,63.0,28.1,0.0,3.0,3.0,2.0,22.3,3.0,2.0,0.0,79.6,0.118,0
2.0,12161.0,1357.0,1.9,75.9,57.3,116.3,316.9,60.0,45.6,0.0,3.0,3.0,2.0,24.9,4.0,2.0,1.0,90.5,0.237,0
5.2,27167.0,1099.0,1.61,67.9,47.4,118.6,310.7,74.4,48.9,1.0,2.0,2.0,0.0,60.2,4.0,0.0,2.0,87.2,0.203,0
11.7,71635.0,261.0,9.33,73.6,48.9,123.6,232.7,74.1,29.4,0.0,1.0,0.0,1.0,61.8,1.0,0.0,1.0,88.8,0.077,0
12.6,74653.0,1327.0,3.83,54.2,38.3,97.5,429.3,81.9,30.6,2.0,4.0,3.0,2.0,31.9,0.0,0.0,2.0,98.8,0.012,0
5.2,41317.0,489.0,5.51,56.2,65.8,109.1,304.7,47.4,10.0,1.0,4.0,3.0,1.0,69.6,2.0,0.0,1.0,81.3,0.263,0
4.4,34454.0,191.0,4.21,67.0,40.8,122.9,491.3,68.0,12.1,2.0,2.0,3.0,2.0,20.7,6.0,0.0,2.0,94.0,0.432,0
10.5,62014.0,1574.0,1.43,80.7,46.3,105.7,428.7,92.0,40.7,0.0,1.0,0.0,2.0,50.4,4.0,2.0,2.0,90.3,0.004,0
9.6,68963.0,796.0,2.11,94.2,46.9,125.5,255.6,92.4,21.6,1.0,4.0,2.0,0.0,46.6,2.0,0.0,3.0,83.4,0.012,1
20.4,144672.0,414.0,2.51,72.6,46.4,129.2,381.3,97.0,19.2,1.0,2.0,1.0,0.0,47.5,7.0,0.0,2.0,90.1,0.716,1
22.3,130209.0,996.0,2.74,77.8,41.4,155.1,238.7,78.4,9.3,4.0,2.0,0.0,0.0,20.4,3.0,2.0,2.0,82.5,0.136,0
4.2,35731.0,911.0,5.07,93.3,45.0,132.7,294.7,84.6,40.2,1.0,2.0,1.0,0.0,76.4,3.0,2.0,4.0,79.3,0.251,1
0.6,3593.0,555.0,5.5,64.8,43.0,95.8,335.0,62.2,23.5,0.0,3.0,3.0,2.0,40.9,2.0,1.0,4.0,82.4,0.302,0
9.6,65110.0,969.0,2.15,80.0,54.4,120.4,357.1,38.1,31.0,0.0,4.0,2.0,1.0,70.6,3.0,0.0,1.0,77.7,0.239,1
0.6,3049.0,442.0,2.05,75.4,35.9,115.7,298.2,92.8,23.4,4.0,1.0,1.0,0.0,50.7,3.0,1.0,1.0,74.3,0.005,0
10.5,67045.0,935.0,5.32,74.0,43.8,122.8,489.8,72.6,42.4,2.0,3.0,2.0,2.0,49.5,3.0,2.0,1.0,91.0,0.153,0
4.6,39025.0,987.0,4.3,56.3,42.0,83.6,438.8,65.7,16.1,0.0,0.0,2.0,2.0,72.6,7.0,1.0,1.0,82.2,0.111,0
2.5,18238.0,4224.0,9.32,95.7,34.2,120.9,236.1,70.0,19.4,1.0,2.0,2.0,0.0,41.1,4.0,1.0,1.0,90.3,0.038,1
17.7,139441.0,2044.0,5.02,102.1,32.0,124.0,284.2,81.5,18.6,1.0,2.0,0.0,2.0,27.8,4.0,2.0,2.0,96.9,0.579,1
2.7,15206.0,436.0,1.21,42.9,48.7,147.7,383.4,95.4,36.2,3.0,2.0,3.0,0.0,49.9,4.0,1.0,0.0,91.8,0.191,0
0.5,4061.0,602.0,2.34,93.5,40.6,82.2,405.0,44.3,27.2,0.0,3.0,0.0,1.0,79.3,1.0,2.0,3.0,81.1,0.067,0
2.9,22110.0,1073.0,2.44,72.4,41.0,104.9,263.7,47.1,26.1,1.0,3.0,1.0,2.0,64.4,1.0,1.0,2.0,73.3,0.065,0
6.7,53113.0,964.0,3.89,44.2,42.4,121.6,262.6,50.1,10.1,1.0,2.0,0.0,1.0,65.3,4.0,0.0,0.0,90.2,0.011,0
