property_age_years,property_value,square_footage,num_stories,roof_age_years,roof_material,heating_type,has_security_system,has_fire_alarm,distance_to_fire_station_miles,distance_to_coast_miles,flood_zone_risk,wildfire_risk_score,crime_rate_index,num_prior_claims,years_as_customer,credit_score,num_occupants,has_pool,has_trampoline,dog_breed_risk,tree_coverage_pct,target
2.7,121735.0,1365.0,1.0,2.7,0.0,1.0,0.0,1.0,0.5,35.9,1.0,2.73,1.45,0.0,3.1,739.0,2.0,0.0,0.0,0.0,75.0,0
36.1,88155.0,1186.0,1.0,6.7,0.0,0.0,0.0,1.0,0.6,41.9,1.0,1.38,5.57,0.0,0.8,732.0,1.0,0.0,0.0,0.0,72.7,0
17.6,82543.0,2906.0,2.0,17.6,1.0,1.0,1.0,1.0,2.5,29.6,0.0,1.38,3.65,1.0,1.2,634.0,5.0,0.0,0.0,0.0,34.6,0
83.6,300427.0,1433.0,1.0,2.8,0.0,0.0,0.0,1.0,1.2,27.5,2.0,2.85,4.45,0.0,2.5,798.0,1.0,1.0,0.0,0.0,55.7,0
17.2,205837.0,762.0,2.0,17.2,2.0,0.0,0.0,1.0,7.4,40.1,1.0,0.58,2.32,0.0,1.3,736.0,2.0,0.0,0.0,0.0,32.6,0
1.2,209456.0,1988.0,3.0,1.2,2.0,0.0,0.0,1.0,0.2,3.3,3.0,3.39,2.22,1.0,4.4,719.0,2.0,0.0,0.0,2.0,63.0,0
7.3,199249.0,1356.0,1.0,7.3,0.0,0.0,0.0,1.0,10.9,22.0,1.0,2.38,2.64,0.0,18.0,747.0,4.0,0.0,1.0,0.0,45.4,0
41.1,136895.0,1036.0,1.0,3.3,4.0,3.0,0.0,1.0,6.0,61.3,0.0,1.03,4.22,2.0,10.6,631.0,2.0,0.0,0.0,0.0,63.0,0
11.1,278684.0,839.0,2.0,3.7,1.0,1.0,0.0,0.0,0.6,159.1,1.0,1.06,5.83,0.0,22.8,719.0,3.0,0.0,0.0,0.0,70.6,0
9.5,362855.0,1162.0,1.0,3.7,4.0,2.0,1.0,1.0,1.3,92.8,0.0,0.55,0.88,1.0,1.8,647.0,5.0,1.0,0.0,0.0,86.4,0
57.4,149637.0,3258.0,2.0,8.9,2.0,1.0,0.0,1.0,0.8,44.8,2.0,3.9,0.8,0.0,5.9,645.0,3.0,1.0,0.0,0.0,63.1,0
4.9,232804.0,2471.0,1.0,4.9,0.0,3.0,0.0,1.0,1.7,33.2,0.0,1.14,1.57,0.0,22.9,662.0,2.0,0.0,1.0,0.0,65.5,0
16.0,134947.0,2758.0,2.0,3.7,2.0,2.0,0.0,1.0,0.8,7.5,1.0,1.26,4.24,0.0,1.9,717.0,4.0,1.0,0.0,0.0,66.6,0
7.2,556711.0,2669.0,2.0,7.2,1.0,2.0,1.0,0.0,3.2,12.0,4.0,1.69,2.3,0.0,9.7,723.0,1.0,0.0,0.0,0.0,43.5,0
16.1,238990.0,1364.0,1.0,9.9,1.0,1.0,1.0,1.0,4.3,42.7,0.0,2.63,2.07,3.0,1.3,709.0,1.0,1.0,0.0,3.0,33.9,0
84.9,208058.0,1965.0,2.0,28.0,1.0,0.0,0.0,1.0,4.8,28.4,0.0,2.91,1.57,0.0,2.5,812.0,3.0,1.0,0.0,2.0,55.5,1
16.0,172958.0,2451.0,1.0,10.6,3.0,2.0,0.0,1.0,2.5,48.9,1.0,3.11,1.35,3.0,9.7,723.0,1.0,0.0,0.0,0.0,38.1,0
37.5,116885.0,741.0,1.0,20.2,3.0,1.0,0.0,1.0,1.9,18.7,0.0,0.89,2.51,0.0,9.2,762.0,3.0,0.0,0.0,0.0,50.4,0
16.0,188237.0,1355.0,2.0,16.0,4.0,1.0,1.0,0.0,10.0,52.1,1.0,0.93,1.63,0.0,6.9,654.0,1.0,0.0,0.0,1.0,55.5,1
38.7,251460.0,2263.0,1.0,16.7,0.0,0.0,0.0,1.0,11.7,144.3,0.0,2.54,4.09,0.0,18.0,787.0,3.0,0.0,0.0,0.0,21.8,0
45.1,139564.0,1336.0,1.0,22.7,0.0,0.0,0.0,0.0,0.2,215.2,0.0,0.93,1.17,0.0,3.0,729.0,1.0,0.0,1.0,0.0,76.7,0
43.3,264591.0,2108.0,2.0,13.8,2.0,2.0,0.0,1.0,1.6,78.1,0.0,2.37,3.99,1.0,0.8,723.0,1.0,0.0,0.0,3.0,71.3,0
8.7,293367.0,1533.0,2.0,8.7,0.0,0.0,0.0,0.0,7.5,54.1,2.0,1.92,4.99,3.0,2.9,731.0,1.0,0.0,0.0,0.0,25.7,0
6.9,328933.0,1131.0,2.0,6.9,1.0,1.0,1.0,0.0,5.0,71.2,0.0,2.03,2.95,1.0,7.5,748.0,1.0,0.0,0.0,0.0,30.7,0
11.3,167801.0,2098.0,2.0,2.3,3.0,1.0,0.0,1.0,4.9,27.5,0.0,0.32,2.71,0.0,14.9,717.0,2.0,0.0,0.0,0.0,65.9,0
41.0,365956.0,1623.0,1.0,5.3,3.0,1.0,0.0,1.0,0.5,8.1,2.0,1.61,2.07,1.0,14.0,744.0,1.0,0.0,0.0,0.0,44.6,0
120.0,148306.0,1515.0,2.0,1.4,1.0,3.0,0.0,1.0,0.7,54.6,2.0,0.66,2.84,1.0,6.7,682.0,1.0,1.0,0.0,0.0,47.7,0
11.1,293361.0,1512.0,1.0,3.1,2.0,2.0,0.0,1.0,14.0,35.7,0.0,1.25,3.92,2.0,4.6,644.0,2.0,1.0,0.0,1.0,84.8,1
63.2,72114.0,892.0,2.0,5.1,2.0,0.0,1.0,1.0,0.9,86.5,2.0,2.33,2.55,0.0,5.5,704.0,2.0,1.0,0.0,1.0,50.4,0
51.2,119924.0,1762.0,1.0,0.9,2.0,0.0,0.0,0.0,21.4,46.9,0.0,0.89,4.07,2.0,3.7,732.0,2.0,0.0,0.0,0.0,56.8,0
7.8,232992.0,1241.0,2.0,6.0,0.0,1.0,1.0,1.0,1.1,29.0,0.0,1.56,5.48,0.0,9.5,641.0,3.0,0.0,0.0,3.0,25.6,0
1.7,280945.0,1057.0,1.0,1.7,1.0,2.0,0.0,1.0,2.3,1.7,1.0,1.65,2.96,0.0,10.0,747.0,5.0,0.0,0.0,1.0,69.7,0
8.0,379085.0,1870.0,2.0,8.0,2.0,0.0,0.0,1.0,10.2,36.4,1.0,1.65,2.55,3.0,6.5,660.0,2.0,1.0,0.0,1.0,53.8,0
34.9,225794.0,1033.0,2.0,10.4,1.0,3.0,1.0,0.0,3.7,9.9,0.0,3.47,0.53,1.0,4.5,796.0,6.0,0.0,0.0,0.0,51.6,0
14.4,130577.0,836.0,2.0,0.4,0.0,0.0,0.0,1.0,5.2,9.2,2.0,2.53,3.2,1.0,17.3,736.0,4.0,0.0,0.0,3.0,58.3,0
9.4,157455.0,1743.0,2.0,9.4,0.0,1.0,0.0,0.0,3.7,85.0,1.0,1.69,2.79,0.0,3.3,689.0,2.0,0.0,0.0,1.0,27.7,0
7.6,546289.0,967.0,1.0,7.6,2.0,1.0,0.0,1.0,3.8,5.5,3.0,0.82,3.21,0.0,24.5,611.0,5.0,0.0,0.0,3.0,64.9,1
24.3,268273.0,2417.0,2.0,0.6,2.0,1.0,0.0,1.0,0.3,130.4,0.0,1.9,2.07,0.0,9.3,729.0,4.0,0.0,0.0,0.0,22.7,0
24.5,114355.0,2476.0,2.0,5.2,1.0,1.0,1.0,1.0,0.8,43.3,0.0,2.46,0.8,0.0,2.7,645.0,2.0,0.0,1.0,0.0,40.1,0
35.2,131606.0,958.0,2.0,14.2,0.0,0.0,0.0,1.0,6.8,88.2,0.0,1.17,0.4,0.0,1.2,773.0,4.0,0.0,0.0,0.0,58.9,0
25.1,194927.0,927.0,3.0,22.7,2.0,1.0,0.0,1.0,4.7,14.0,1.0,3.67,3.37,0.0,1.7,761.0,3.0,0.0,1.0,0.0,86.4,0
7.8,330317.0,1309.0,2.0,7.8,0.0,0.0,0.0,1.0,0.3,15.1,3.0,0.89,1.05,0.0,15.9,683.0,2.0,0.0,0.0,0.0,62.3,0
12.4,373046.0,1167.0,2.0,1.8,0.0,1.0,1.0,1.0,9.2,30.2,1.0,0.57,1.04,0.0,21.3,735.0,3.0,0.0,0.0,1.0,36.8,0
3.7,316129.0,1046.0,1.0,0.3,4.0,2.0,0.0,1.0,2.2,291.4,1.0,2.79,3.67,0.0,2.6,730.0,1.0,0.0,0.0,0.0,53.8,0
26.0,291159.0,1320.0,2.0,11.2,0.0,0.0,0.0,1.0,0.3,46.1,0.0,1.64,1.85,0.0,3.5,734.0,2.0,0.0,0.0,1.0,26.3,0
72.6,187917.0,1105.0,2.0,40.0,0.0,0.0,0.0,1.0,2.0,34.9,2.0,0.97,4.36,1.0,3.1,740.0,4.0,0.0,0.0,1.0,48.9,1
11.0,219050.0,1639.0,2.0,3.3,1.0,2.0,0.0,1.0,1.6,0.5,0.0,3.01,4.35,1.0,4.0,669.0,1.0,0.0,0.0,0.0,61.0,0
1.4,228301.0,1435.0,2.0,1.4,4.0,2.0,0.0,0.0,1.0,48.4,3.0,1.39,3.71,1.0,4.0,682.0,2.0,0.0,0.0,0.0,68.5,0
4.6,248197.0,995.0,1.0,4.6,3.0,0.0,0.0,1.0,0.2,88.6,1.0,1.9,2.45,0.0,1.2,600.0,1.0,1.0,0.0,0.0,33.7,0
47.1,290541.0,1085.0,1.0,23.2,1.0,0.0,0.0,0.0,0.4,46.0,0.0,1.92,1.11,0.0,7.3,691.0,3.0,0.0,0.0,0.0,71.0,0
1.8,198277.0,1176.0,1.0,1.8,1.0,0.0,1.0,1.0,0.9,139.5,0.0,2.59,4.84,0.0,32.2,758.0,2.0,0.0,1.0,1.0,60.0,0
16.1,226805.0,853.0,2.0,0.5,0.0,3.0,1.0,0.0,1.4,52.9,1.0,1.84,6.96,0.0,6.9,647.0,2.0,1.0,1.0,0.0,35.4,0
41.8,303338.0,792.0,1.0,9.5,2.0,0.0,0.0,1.0,0.2,25.3,1.0,3.04,2.0,0.0,10.6,756.0,3.0,0.0,0.0,1.0,39.2,0
8.8,134667.0,1631.0,1.0,8.8,2.0,2.0,0.0,1.0,0.4,48.5,1.0,0.6,0.48,1.0,10.8,682.0,3.0,0.0,0.0,1.0,59.9,0
14.1,84733.0,1760.0,3.0,14.1,0.0,1.0,1.0,1.0,7.2,136.6,0.0,4.94,2.51,1.0,13.5,723.0,3.0,0.0,0.0,0.0,53.9,0
18.3,306736.0,1481.0,2.0,16.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,0.5,2.99,2.0,3.8,753.0,1.0,1.0,0.0,0.0,69.3,0
56.5,268932.0,1907.0,1.0,7.5,4.0,1.0,0.0,0.0,1.4,52.5,4.0,0.98,2.89,0.0,5.8,720.0,3.0,0.0,1.0,0.0,44.0,0
9.2,295495.0,3167.0,2.0,8.7,0.0,1.0,0.0,1.0,7.8,34.2,0.0,1.17,3.23,1.0,8.1,713.0,2.0,0.0,0.0,2.0,49.8,0
66.8,75096.0,1001.0,1.0,40.0,0.0,0.0,1.0,0.0,1.8,89.0,1.0,1.94,3.32,0.0,3.7,720.0,3.0,0.0,0.0,3.0,76.9,1
3.1,195394.0,1191.0,3.0,3.1,2.0,0.0,0.0,1.0,2.5,14.3,2.0,3.0,3.45,0.0,2.9,578.0,2.0,0.0,0.0,1.0,36.8,0
15.5,220163.0,1237.0,1.0,15.5,4.0,1.0,1.0,1.0,0.2,26.2,3.0,2.88,2.96,0.0,28.2,675.0,5.0,0.0,0.0,1.0,45.0,0
55.7,400692.0,1170.0,2.0,3.9,1.0,2.0,1.0,1.0,8.8,52.2,0.0,0.92,3.77,0.0,1.3,770.0,2.0,1.0,0.0,0.0,51.8,0
31.6,143235.0,1626.0,3.0,1.9,0.0,1.0,1.0,1.0,0.7,145.5,0.0,3.28,3.45,1.0,8.8,773.0,1.0,0.0,1.0,0.0,51.8,0
37.5,128660.0,872.0,1.0,1.0,4.0,3.0,0.0,1.0,6.2,8.0,0.0,0.85,2.14,1.0,16.3,779.0,3.0,1.0,1.0,0.0,47.6,0
48.7,140262.0,874.0,2.0,29.5,2.0,0.0,0.0,0.0,2.1,101.7,0.0,1.69,3.58,1.0,6.2,677.0,2.0,0.0,0.0,0.0,50.2,1
4.5,267911.0,2443.0,2.0,4.5,2.0,2.0,1.0,0.0,0.2,1.7,0.0,2.29,3.84,0.0,0.1,748.0,3.0,0.0,0.0,1.0,80.0,0
4.1,253004.0,1532.0,2.0,4.1,0.0,2.0,0.0,1.0,2.3,9.6,1.0,0.46,4.07,1.0,0.9,708.0,3.0,0.0,0.0,0.0,18.2,0
3.3,234272.0,1062.0,3.0,3.3,4.0,1.0,1.0,1.0,5.5,44.4,2.0,1.74,4.68,0.0,12.1,719.0,3.0,0.0,0.0,3.0,47.8,0
2.4,127243.0,1691.0,2.0,2.4,1.0,0.0,1.0,1.0,0.4,25.3,0.0,0.39,2.27,0.0,8.3,674.0,4.0,1.0,0.0,2.0,39.1,0
22.2,133786.0,1702.0,2.0,2.5,4.0,2.0,0.0,0.0,7.1,122.0,0.0,0.65,2.71,0.0,1.0,705.0,1.0,0.0,0.0,2.0,54.7,0
36.8,131261.0,600.0,1.0,7.7,1.0,0.0,0.0,1.0,13.0,206.5,2.0,0.83,5.72,0.0,24.7,713.0,1.0,0.0,0.0,1.0,55.8,0
1.3,430007.0,1071.0,1.0,1.3,0.0,0.0,0.0,1.0,1.2,3.2,0.0,2.63,3.17,0.0,7.2,723.0,1.0,0.0,0.0,0.0,23.9,0
30.8,314382.0,922.0,1.0,16.2,3.0,0.0,0.0,1.0,5.7,141.1,0.0,0.74,4.15,0.0,0.2,733.0,3.0,1.0,0.0,0.0,39.6,0
0.6,82551.0,1061.0,2.0,0.6,0.0,3.0,1.0,1.0,2.4,106.9,1.0,1.6,6.05,0.0,0.4,711.0,2.0,0.0,0.0,1.0,76.8,0
12.8,323123.0,1746.0,2.0,5.2,2.0,0.0,0.0,0.0,0.9,11.7,0.0,3.73,5.82,0.0,17.8,793.0,1.0,0.0,0.0,3.0,28.3,0
3.3,340632.0,1521.0,2.0,3.3,2.0,0.0,0.0,1.0,3.6,93.1,0.0,1.24,2.91,1.0,3.4,688.0,1.0,0.0,0.0,1.0,39.8,0
11.1,278982.0,1424.0,2.0,9.6,1.0,3.0,0.0,0.0,1.2,27.7,1.0,0.25,0.62,0.0,3.6,724.0,3.0,0.0,0.0,2.0,36.7,0
3.0,205061.0,1105.0,2.0,3.0,2.0,0.0,1.0,1.0,7.2,32.4,0.0,2.58,4.37,0.0,10.2,714.0,2.0,0.0,0.0,0.0,29.7,0
15.4,71229.0,850.0,2.0,15.4,0.0,1.0,0.0,1.0,2.0,39.8,1.0,1.43,4.97,0.0,3.9,680.0,3.0,0.0,0.0,1.0,43.7,0
32.1,276329.0,1140.0,2.0,0.1,1.0,0.0,1.0,1.0,4.5,28.2,1.0,1.98,2.1,1.0,6.9,752.0,2.0,0.0,0.0,0.0,47.5,0
32.0,146650.0,1488.0,1.0,7.3,4.0,1.0,1.0,1.0,9.1,22.9,0.0,1.42,2.39,0.0,0.0,699.0,4.0,0.0,0.0,0.0,19.4,0
12.7,177203.0,1819.0,2.0,2.4,1.0,0.0,0.0,0.0,1.6,10.7,1.0,1.36,1.71,0.0,11.3,727.0,4.0,0.0,0.0,1.0,58.4,0
40.1,80399.0,2831.0,1.0,14.7,1.0,0.0,0.0,1.0,4.3,164.1,2.0,3.22,4.51,0.0,3.0,731.0,1.0,0.0,1.0,0.0,22.6,1
4.8,138820.0,1790.0,2.0,4.8,2.0,0.0,0.0,1.0,6.6,56.4,3.0,1.99,1.93,0.0,26.2,688.0,2.0,0.0,0.0,0.0,56.1,0
19.1,456902.0,1646.0,2.0,15.6,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.76,4.93,1.0,3.5,666.0,1.0,0.0,0.0,1.0,40.5,0
3.1,158099.0,1900.0,2.0,3.1,0.0,0.0,0.0,1.0,5.5,55.3,0.0,0.7,2.46,1.0,7.8,725.0,1.0,0.0,1.0,1.0,20.7,0
16.3,148253.0,1571.0,1.0,11.0,1.0,1.0,1.0,1.0,0.6,54.3,3.0,2.37,2.27,1.0,18.7,687.0,2.0,0.0,0.0,0.0,49.9,0
51.0,102489.0,2321.0,3.0,19.3,0.0,1.0,0.0,1.0,0.5,99.1,1.0,0.12,4.49,2.0,0.6,766.0,4.0,1.0,0.0,0.0,32.6,0
27.1,288854.0,1485.0,3.0,13.5,1.0,0.0,1.0,1.0,10.3,24.2,3.0,3.41,2.27,0.0,14.7,713.0,1.0,0.0,0.0,1.0,24.1,1
19.3,548893.0,1783.0,3.0,6.3,2.0,2.0,0.0,0.0,0.6,36.2,0.0,1.16,4.4,0.0,7.1,806.0,4.0,0.0,0.0,0.0,79.6,0
0.8,256952.0,1619.0,1.0,0.8,0.0,0.0,1.0,0.0,3.8,136.7,0.0,1.03,4.55,1.0,4.9,671.0,2.0,0.0,0.0,1.0,41.9,0
16.4,126335.0,1836.0,1.0,16.4,3.0,0.0,0.0,1.0,2.1,21.1,2.0,2.31,5.11,0.0,6.1,666.0,6.0,1.0,0.0,0.0,10.6,0
35.8,59758.0,1247.0,2.0,32.7,1.0,1.0,0.0,1.0,6.3,25.8,1.0,1.33,1.82,0.0,17.2,759.0,1.0,1.0,0.0,1.0,28.9,0
23.6,81623.0,1652.0,2.0,12.7,4.0,2.0,1.0,1.0,1.9,64.8,2.0,2.17,1.41,0.0,2.2,718.0,1.0,0.0,0.0,0.0,54.4,0
0.0,216155.0,1439.0,3.0,0.0,3.0,1.0,0.0,1.0,5.4,15.8,0.0,2.9,3.56,0.0,0.4,786.0,1.0,1.0,0.0,1.0,69.7,0
16.9,208099.0,1539.0,1.0,16.9,0.0,3.0,0.0,1.0,2.0,26.7,0.0,3.11,2.12,0.0,13.6,714.0,3.0,0.0,0.0,1.0,76.5,0
11.6,55879.0,1452.0,3.0,6.0,1.0,0.0,0.0,1.0,2.6,231.0,3.0,1.5,2.44,0.0,0.2,742.0,1.0,0.0,0.0,1.0,58.1,0
8.3,190833.0,1123.0,1.0,8.3,0.0,2.0,0.0,1.0,6.6,158.8,1.0,2.34,6.05,0.0,6.2,646.0,6.0,1.0,0.0,0.0,16.7,0
5.6,116193.0,816.0,1.0,2.9,2.0,2.0,1.0,1.0,2.9,139.9,1.0,2.55,2.63,0.0,8.1,737.0,4.0,0.0,0.0,1.0,37.2,0
29.3,95512.0,2632.0,1.0,1.5,4.0,3.0,0.0,1.0,6.8,71.9,0.0,1.71,2.96,1.0,4.3,701.0,3.0,0.0,0.0,0.0,5.9,0
0.6,115462.0,1828.0,2.0,0.6,2.0,0.0,0.0,1.0,1.1,96.9,1.0,2.14,2.12,1.0,27.6,634.0,5.0,0.0,0.0,1.0,61.9,0
117.9,218833.0,1184.0,2.0,2.4,1.0,0.0,0.0,1.0,0.8,99.5,3.0,1.56,2.87,0.0,2.0,733.0,2.0,0.0,0.0,2.0,29.5,0
29.9,274327.0,1019.0,2.0,0.7,1.0,2.0,1.0,1.0,2.1,2.1,1.0,1.76,1.3,0.0,12.1,638.0,2.0,0.0,0.0,0.0,49.4,0
18.8,163010.0,878.0,3.0,18.8,1.0,1.0,0.0,1.0,2.3,17.1,0.0,2.46,6.84,1.0,2.5,825.0,1.0,1.0,0.0,2.0,60.4,0
57.8,191304.0,1258.0,2.0,2.0,2.0,2.0,0.0,1.0,7.8,2.5,0.0,2.39,1.68,0.0,1.6,770.0,2.0,1.0,0.0,0.0,81.3,0
22.1,202737.0,940.0,2.0,22.1,3.0,0.0,1.0,0.0,4.5,41.4,3.0,2.68,0.75,0.0,5.1,648.0,1.0,0.0,0.0,0.0,78.7,0
6.9,123646.0,1436.0,1.0,6.9,1.0,1.0,1.0,0.0,1.8,8.3,0.0,2.5,1.29,0.0,9.9,760.0,2.0,0.0,0.0,0.0,37.1,0
27.3,83009.0,805.0,2.0,26.8,0.0,0.0,0.0,0.0,22.4,33.4,1.0,4.51,3.41,2.0,2.4,757.0,2.0,0.0,0.0,0.0,51.4,1
55.2,198233.0,1077.0,2.0,22.7,1.0,1.0,0.0,0.0,1.8,129.8,0.0,1.53,2.9,0.0,5.4,728.0,4.0,0.0,0.0,0.0,49.2,0
16.0,140882.0,879.0,1.0,16.0,1.0,0.0,0.0,1.0,0.9,2.4,0.0,0.95,1.89,0.0,0.5,657.0,1.0,0.0,1.0,0.0,43.7,0
69.3,97719.0,1458.0,2.0,2.0,0.0,3.0,0.0,1.0,13.3,85.0,0.0,3.79,5.89,1.0,2.4,741.0,1.0,0.0,0.0,0.0,85.1,0
0.8,213323.0,1009.0,2.0,0.8,0.0,0.0,0.0,0.0,0.7,22.8,0.0,3.9,3.26,0.0,10.3,714.0,4.0,0.0,0.0,3.0,55.6,0
1.2,215594.0,1614.0,2.0,1.2,0.0,0.0,1.0,1.0,12.5,77.4,3.0,0.41,1.49,1.0,11.7,724.0,1.0,0.0,0.0,2.0,60.6,0
49.7,490903.0,1444.0,2.0,12.5,1.0,1.0,0.0,1.0,0.2,16.7,0.0,2.31,2.24,2.0,30.5,754.0,6.0,0.0,0.0,0.0,88.2,0
5.6,409019.0,903.0,1.0,0.1,3.0,1.0,0.0,1.0,0.5,45.4,1.0,2.12,2.05,0.0,7.9,692.0,1.0,0.0,0.0,0.0,68.2,0
8.7,84050.0,1474.0,1.0,1.4,1.0,1.0,0.0,1.0,3.2,3.2,3.0,1.64,0.75,1.0,0.7,655.0,2.0,0.0,0.0,2.0,39.1,0
101.0,96804.0,770.0,2.0,9.1,0.0,0.0,1.0,1.0,1.8,30.8,4.0,2.28,3.3,0.0,5.3,711.0,3.0,0.0,0.0,2.0,71.0,0
20.6,197591.0,758.0,2.0,17.4,3.0,1.0,0.0,1.0,2.4,45.6,0.0,3.16,0.51,2.0,9.5,746.0,1.0,1.0,0.0,0.0,27.9,0
19.3,100966.0,840.0,2.0,19.3,0.0,2.0,0.0,0.0,14.0,38.0,0.0,2.14,7.21,0.0,28.8,645.0,1.0,0.0,0.0,0.0,57.2,0
6.8,206609.0,2431.0,3.0,6.8,1.0,2.0,1.0,1.0,0.2,97.0,0.0,0.58,4.63,0.0,9.2,649.0,3.0,0.0,0.0,0.0,60.7,0
49.0,280632.0,943.0,2.0,8.0,3.0,0.0,0.0,1.0,12.6,38.4,0.0,1.3,0.97,0.0,14.2,744.0,3.0,0.0,0.0,0.0,38.6,0
91.2,206416.0,1216.0,2.0,3.0,4.0,3.0,0.0,1.0,0.2,4.4,0.0,2.13,0.28,0.0,1.3,774.0,1.0,0.0,0.0,0.0,17.3,0
9.7,104439.0,2236.0,1.0,6.0,0.0,2.0,1.0,1.0,8.5,207.8,0.0,2.08,6.59,0.0,26.0,686.0,1.0,1.0,0.0,0.0,47.3,0
19.2,127792.0,1291.0,2.0,19.2,2.0,2.0,0.0,1.0,5.9,162.0,2.0,0.43,4.46,0.0,8.1,653.0,5.0,0.0,0.0,0.0,59.2,0
16.6,254154.0,1559.0,2.0,16.6,4.0,2.0,1.0,1.0,7.3,43.6,1.0,0.53,3.35,0.0,2.3,630.0,1.0,0.0,0.0,0.0,51.1,0
120.0,109081.0,1816.0,2.0,20.0,2.0,3.0,1.0,1.0,1.2,26.8,2.0,2.25,3.83,1.0,5.4,700.0,1.0,0.0,0.0,3.0,15.6,1
20.7,148657.0,1935.0,3.0,8.8,2.0,0.0,1.0,0.0,2.2,4.8,1.0,0.63,4.47,0.0,4.5,721.0,2.0,1.0,0.0,0.0,41.5,0
14.1,240290.0,672.0,1.0,8.3,2.0,2.0,0.0,0.0,7.9,18.8,0.0,0.86,5.35,1.0,1.2,649.0,2.0,0.0,0.0,0.0,15.7,0
70.5,212411.0,1163.0,2.0,13.7,1.0,0.0,0.0,1.0,4.6,95.4,1.0,2.6,2.19,1.0,9.0,634.0,3.0,0.0,1.0,3.0,55.6,0
23.6,135790.0,1461.0,2.0,17.4,1.0,0.0,0.0,0.0,1.3,14.1,0.0,1.93,2.87,1.0,1.0,794.0,1.0,1.0,0.0,0.0,37.1,1
16.5,142005.0,964.0,2.0,14.1,1.0,2.0,0.0,1.0,8.8,69.6,1.0,1.14,2.15,1.0,13.1,782.0,1.0,1.0,0.0,1.0,78.1,0
17.1,158396.0,1194.0,1.0,17.1,3.0,3.0,0.0,1.0,0.2,6.6,3.0,1.49,0.32,0.0,8.3,647.0,2.0,0.0,0.0,0.0,30.0,0
4.8,138007.0,1031.0,2.0,2.1,1.0,1.0,1.0,1.0,6.3,42.4,1.0,1.61,1.97,0.0,9.7,712.0,3.0,0.0,0.0,2.0,70.0,0
11.7,105965.0,1636.0,2.0,11.7,1.0,2.0,0.0,1.0,12.0,35.5,0.0,0.69,3.66,1.0,21.0,723.0,2.0,0.0,0.0,2.0,49.2,0
2.2,113948.0,644.0,2.0,2.2,0.0,3.0,0.0,1.0,1.0,155.8,0.0,1.49,3.2,0.0,15.9,799.0,3.0,0.0,0.0,0.0,82.6,0
27.6,169367.0,2346.0,2.0,18.5,0.0,2.0,0.0,1.0,4.6,56.5,0.0,2.0,2.16,0.0,5.6,689.0,1.0,0.0,0.0,0.0,29.7,0
29.4,241471.0,1829.0,2.0,15.2,4.0,2.0,0.0,1.0,3.3,119.9,1.0,4.93,6.62,0.0,1.6,710.0,2.0,1.0,0.0,0.0,66.0,0
32.5,344114.0,2986.0,2.0,13.7,1.0,3.0,1.0,1.0,4.5,45.4,0.0,1.51,4.21,0.0,10.7,752.0,4.0,1.0,0.0,2.0,86.4,0
23.7,528370.0,2641.0,2.0,17.6,0.0,1.0,1.0,0.0,1.1,50.2,1.0,2.72,1.87,0.0,6.0,694.0,2.0,1.0,1.0,0.0,54.4,0
11.5,570765.0,2345.0,2.0,1.9,0.0,2.0,0.0,1.0,6.2,59.2,2.0,2.58,3.47,0.0,4.9,728.0,1.0,0.0,0.0,2.0,34.5,0
4.2,293303.0,1499.0,2.0,4.2,1.0,3.0,1.0,1.0,1.3,52.0,0.0,1.78,6.26,0.0,7.9,680.0,2.0,1.0,0.0,1.0,56.9,0
16.4,201763.0,1761.0,1.0,2.9,2.0,2.0,1.0,1.0,6.2,39.0,0.0,2.02,1.7,1.0,4.3,724.0,5.0,0.0,0.0,2.0,26.6,0
17.1,340233.0,1336.0,2.0,14.7,3.0,1.0,1.0,1.0,0.2,6.6,4.0,1.1,3.71,1.0,22.6,848.0,1.0,0.0,0.0,0.0,54.7,0
3.7,227834.0,1206.0,2.0,3.7,4.0,0.0,0.0,1.0,0.9,107.6,1.0,1.87,2.91,0.0,4.7,693.0,2.0,0.0,0.0,0.0,15.3,0
7.5,87511.0,1557.0,2.0,7.5,0.0,1.0,1.0,1.0,1.3,126.7,1.0,1.01,3.97,1.0,19.4,811.0,5.0,0.0,0.0,0.0,66.6,0
75.1,79886.0,3315.0,2.0,13.7,4.0,1.0,0.0,0.0,8.6,7.1,3.0,0.69,0.81,0.0,1.0,757.0,1.0,0.0,0.0,3.0,33.0,1
6.9,144551.0,944.0,2.0,1.1,2.0,2.0,0.0,1.0,9.1,11.8,1.0,1.23,2.9,1.0,20.8,726.0,4.0,0.0,0.0,2.0,35.2,0
11.1,181745.0,1913.0,1.0,11.1,0.0,1.0,0.0,1.0,3.4,39.0,1.0,1.0,2.25,0.0,5.6,769.0,2.0,0.0,0.0,2.0,79.1,0
3.4,110995.0,752.0,2.0,3.4,3.0,1.0,1.0,1.0,0.4,57.4,0.0,1.57,6.7,1.0,14.6,652.0,2.0,0.0,0.0,0.0,58.3,0
2.3,187877.0,858.0,3.0,0.1,0.0,0.0,0.0,1.0,8.9,7.0,0.0,2.67,2.91,0.0,11.8,761.0,3.0,0.0,0.0,0.0,38.9,0
