transaction_amount,merchant_category,time_since_last_transaction,distance_from_home,is_online,transaction_hour,day_of_week,card_age_days,avg_daily_transactions,amount_vs_avg_ratio,num_transactions_last_hour,is_international,merchant_risk_score,customer_age,account_balance,credit_limit_utilization,num_declined_last_month,velocity_score,target
278.79,5,5.01,18.0,0,11,2,1387,10.66,2.14,1,0,0.111,27,16212.55,0.1474,0,1.7611,0
26.7,2,37.78,21.5,0,6,5,2675,8.85,0.16,0,0,0.6394,50,6021.11,0.3937,1,-0.5326,0
33.05,1,19.53,26.5,0,9,3,1800,4.44,0.19,1,1,0.7897,44,1080.17,0.0664,0,0.4695,0
68.01,2,6.01,16.4,0,4,1,3230,3.41,0.96,0,0,0.4463,73,269.45,0.4487,0,0.7267,0
9.7,7,23.82,14.2,0,4,4,344,2.96,0.06,1,0,0.8222,41,823.92,0.5798,0,0.2935,0
2.95,0,9.47,1.6,1,23,3,2816,3.74,0.03,1,0,0.1221,66,2965.95,0.5128,0,1.2328,0
2.97,8,3.74,11.4,0,23,2,725,11.28,0.1,3,0,0.6948,49,1771.13,0.1735,0,2.6634,0
12.55,8,2.09,2.4,1,8,4,499,6.39,0.09,4,0,0.2211,35,4064.39,0.1391,0,4.1803,0
43.88,3,5.31,0.5,1,10,0,1748,14.18,1.93,4,0,0.6871,42,2293.07,0.1405,0,3.1074,1
22.4,6,0.12,4.4,0,21,0,3641,6.69,0.13,0,0,0.3961,18,769.51,0.5767,0,13.8565,0
40.37,0,10.65,15.8,0,13,5,373,2.32,0.35,0,0,0.5775,56,1884.11,0.4297,0,-0.1309,0
44.46,4,7.43,17.5,0,0,6,2206,5.01,0.29,2,0,0.4349,43,6533.56,0.2254,0,1.5844,0
64.5,0,10.53,14.6,1,23,0,2168,1.94,0.84,3,0,0.4954,37,6362.3,0.117,0,1.9909,0
35.97,4,3.34,9.8,0,20,2,1894,8.7,0.18,0,0,0.1355,54,6459.05,0.6273,0,0.709,0
1.97,3,20.59,1.4,1,6,1,3295,4.16,0.02,0,0,0.9317,36,3174.74,0.2069,0,-0.3351,0
24.45,6,4.29,10.6,0,10,4,193,1.2,0.23,0,0,0.401,44,11598.18,0.0964,0,-0.0311,0
5.0,7,1.88,2.4,0,0,1,1213,4.69,0.15,3,0,0.1361,54,9618.59,0.1811,0,3.2983,0
52.91,9,3.76,2.5,0,7,1,1561,6.51,1.1,0,0,0.1019,42,4621.77,0.1687,1,0.6097,0
145.16,3,2.35,1.6,0,9,1,2247,8.29,1.95,1,0,0.1835,18,6663.16,0.239,0,1.6247,0
80.57,3,8.95,7.5,0,12,6,732,14.05,3.91,0,0,0.7051,29,3906.42,0.4101,0,0.5627,0
259.81,2,3.34,40.8,0,17,5,774,11.28,2.52,1,0,0.0291,42,3454.47,0.1751,0,0.783,0
14.15,8,21.72,18.0,0,2,1,666,9.19,0.11,0,0,0.1161,50,7494.19,0.3818,1,0.1823,0
13.76,6,3.48,24.0,0,20,2,2023,1.76,0.07,2,0,0.6701,39,3744.09,0.1406,0,2.3283,0
46.74,5,4.25,14.9,0,21,6,2368,0.91,0.28,3,1,0.1406,65,655.04,0.1388,0,2.1509,0
44.87,8,44.99,0.8,0,12,4,676,14.97,0.35,1,0,0.3896,55,3892.6,0.2669,1,0.9274,0
22.36,2,12.38,21.2,0,3,1,1808,0.8,0.11,2,0,0.8523,45,3671.31,0.0417,0,0.836,0
31.06,6,0.95,21.9,1,11,0,1882,4.55,0.17,1,0,0.1318,37,3353.72,0.1199,0,3.4429,0
21.88,9,6.45,14.6,0,5,4,1873,2.57,0.32,0,0,0.4788,58,2326.3,0.1259,0,0.4045,0
31.73,7,12.22,7.6,0,16,0,2312,2.54,0.32,0,0,0.1006,31,15543.07,0.5581,0,0.3184,0
84.54,9,10.62,19.0,0,21,4,866,10.74,0.47,1,0,0.8409,34,8350.38,0.1959,1,0.8368,0
21.33,6,21.73,40.6,0,17,2,1148,13.53,0.13,3,0,0.3967,62,640.68,0.1893,0,2.0749,0
67.1,0,34.36,18.7,0,6,4,1867,6.18,0.35,3,0,0.7381,34,2037.05,0.4413,0,1.483,0
23.9,9,1.47,3.1,0,21,2,2097,6.85,0.7,1,0,0.4898,18,4808.47,0.2386,0,3.2042,0
10.73,7,8.44,14.2,1,8,4,2362,6.46,0.13,2,0,0.9245,27,9867.63,0.3849,1,1.7042,0
73.38,0,7.0,5.9,0,11,6,1692,5.73,1.81,0,0,0.3055,33,2668.56,0.4138,1,0.4081,0
40.31,4,0.46,12.4,1,21,1,100,6.85,0.52,2,0,0.1088,58,12161.56,0.3535,0,6.6683,0
33.9,0,5.96,25.2,1,8,2,97,3.75,0.53,1,0,0.3931,18,22611.6,0.1932,0,1.2112,0
84.84,6,0.26,8.3,0,7,6,553,6.98,1.98,2,0,0.1905,18,3214.78,0.0611,0,9.4152,0
90.5,1,0.67,44.1,1,9,4,2011,2.27,1.2,2,0,0.7518,31,4745.98,0.2048,1,4.8345,0
23.83,8,14.8,56.6,1,8,6,1484,10.02,0.58,1,0,0.7495,48,1560.95,0.0965,0,0.8137,0
111.36,6,12.25,23.0,1,17,1,1449,13.17,2.15,0,0,0.1888,62,9843.61,0.091,0,0.4986,0
3.79,3,14.58,18.3,0,19,5,3555,14.62,0.03,0,0,0.2522,49,2660.79,0.0642,0,0.0672,0
22.85,4,0.65,8.2,0,6,2,790,3.1,0.42,0,0,0.2508,35,2850.09,0.1278,0,3.8044,0
18.98,1,10.64,24.0,0,8,2,3632,9.82,0.1,2,0,0.004,38,710.26,0.3277,0,1.7723,0
14.83,3,18.4,18.9,0,8,0,3101,4.2,0.11,2,0,0.0693,29,6600.35,0.0407,1,1.7292,0
29.09,1,3.17,19.4,0,10,5,2098,4.13,0.52,0,0,0.1357,46,7672.27,0.227,0,1.4661,0
111.9,9,22.32,5.4,0,8,5,2365,12.06,0.68,4,0,0.259,75,12884.36,0.3464,0,2.6827,0
9.78,5,0.08,4.7,1,19,6,3127,13.44,0.05,2,0,0.7125,36,4722.45,0.1693,0,18.4609,1
78.62,4,3.11,18.0,0,2,6,2761,10.74,0.71,5,0,0.4539,32,1750.79,0.3404,0,3.8137,0
32.83,1,0.87,4.0,1,22,3,1506,10.39,0.18,1,0,0.8533,34,2420.31,0.6936,0,3.9163,0
67.9,3,9.88,2.9,1,4,4,1982,3.77,1.97,0,0,0.2554,48,5031.68,0.4372,0,0.2416,0
13.87,1,2.19,20.3,1,2,1,1430,2.13,0.23,0,0,0.1462,18,2605.42,0.7455,0,1.4048,0
20.82,1,1.58,4.9,1,6,2,2747,13.17,0.17,2,0,0.6309,40,2040.31,0.237,0,3.0786,0
28.84,9,9.03,16.5,0,4,1,2458,0.53,0.26,4,1,0.2508,67,1876.83,0.1297,1,2.1146,0
11.54,4,7.96,2.9,0,14,2,2228,13.85,0.11,2,0,0.7446,38,2975.35,0.3397,0,1.9093,0
2.24,4,3.37,12.9,0,23,0,359,0.61,0.01,1,1,0.2682,72,1558.24,0.2197,0,1.3389,0
24.31,1,1.62,16.6,0,1,6,3482,6.93,0.3,3,0,0.6523,47,27506.21,0.3327,0,3.0317,0
293.68,2,0.58,11.1,0,11,4,2674,5.21,13.27,0,0,0.4499,18,338.74,0.3587,0,4.8891,1
75.53,2,16.3,22.2,0,14,2,3298,11.93,0.84,1,0,0.6439,40,16577.81,0.2184,0,1.1243,0
21.16,5,5.45,0.2,0,0,0,356,14.06,0.74,3,0,0.6498,33,2691.29,0.1066,0,2.4956,0
48.28,8,35.31,6.8,0,14,4,2186,10.09,0.26,1,0,0.3761,63,4144.89,0.084,1,0.2043,0
16.05,7,0.5,15.0,1,10,2,1353,11.94,0.12,3,0,0.6133,32,4599.41,0.59,0,6.7916,0
17.46,9,33.54,3.3,1,14,5,3171,3.71,0.24,3,0,0.584,39,1196.05,0.0646,0,1.8517,0
15.31,1,10.21,5.2,0,19,0,446,9.93,0.09,5,0,0.2853,29,1469.14,0.4336,0,3.892,0
33.9,5,2.59,29.1,0,10,4,1441,9.89,0.36,1,0,0.2998,18,9504.03,0.1546,0,0.9665,0
19.25,8,2.71,15.1,1,10,2,3442,6.68,0.2,4,0,0.32,21,3599.41,0.546,0,3.2653,0
98.0,1,18.57,1.7,0,0,0,1809,13.09,1.79,1,0,0.3036,67,1220.14,0.3232,1,0.7178,0
469.36,9,0.38,17.1,0,13,2,2030,9.82,2.98,1,0,0.8813,33,6166.17,0.2389,0,6.9988,0
9.81,4,6.68,20.0,0,14,4,2913,12.64,0.06,1,0,0.386,25,560.63,0.0635,0,1.4924,0
120.73,9,5.73,21.8,0,14,0,186,9.19,1.1,0,0,0.5319,25,26127.9,0.2949,0,0.027,0
153.09,0,0.14,4.8,1,15,5,3608,7.98,1.51,1,0,0.0988,50,1619.24,0.5471,0,13.2514,0
162.93,9,0.99,31.4,1,22,0,198,0.69,0.98,0,0,0.2623,53,754.21,0.4746,0,2.8181,0
42.48,8,5.56,27.7,1,19,4,3379,9.37,0.25,2,0,0.1973,53,7502.24,0.5027,0,1.2982,0
66.31,6,3.37,8.8,1,18,4,2829,2.34,0.55,1,0,0.4408,35,1496.37,0.1227,0,1.8951,0
111.31,1,6.1,6.8,0,14,0,2004,3.36,0.58,0,0,0.9894,41,3743.16,0.1395,0,0.2321,0
28.86,9,5.07,2.2,0,19,6,76,3.38,0.47,1,0,0.0406,48,18836.42,0.1727,0,0.8506,0
75.96,3,12.62,2.0,1,1,3,658,1.83,0.69,0,0,0.9469,29,4943.74,0.25,1,-0.1199,0
51.36,1,5.64,30.2,1,11,5,3438,1.28,0.32,2,0,0.875,28,1160.83,0.2288,0,1.8802,0
121.05,4,6.04,24.2,0,12,1,800,1.07,0.78,2,0,0.6492,52,3259.97,0.3736,0,1.4702,0
189.28,8,6.67,0.7,0,19,2,2189,5.44,4.15,0,0,0.5437,32,1313.03,0.4131,0,0.6168,0
17.07,2,3.68,5.1,0,11,2,2116,1.97,0.18,2,0,0.7264,18,5137.41,0.1245,0,2.0168,0
84.19,7,1.97,12.5,0,6,0,2598,4.06,0.53,1,0,0.1453,39,14745.25,0.2099,0,2.04,0
3.04,1,13.34,4.7,1,22,5,971,0.65,0.05,0,0,0.2815,40,3313.7,0.1157,0,0.4835,0
31.41,4,14.77,15.9,0,7,6,1123,14.23,0.17,0,0,0.7094,27,2667.41,0.2353,0,0.0411,0
64.46,0,0.74,2.9,0,14,6,2905,7.99,1.77,2,0,0.5893,22,2140.5,0.2688,0,4.6493,0
2.39,5,7.04,25.8,0,19,0,2329,12.52,0.02,1,0,0.4855,56,3519.05,0.0894,0,0.815,0
0.5,1,9.6,10.4,0,17,4,339,1.0,0.01,2,0,0.6572,18,14999.12,0.3977,0,0.9524,0
54.57,8,6.89,2.1,0,17,2,519,1.85,0.3,1,0,0.6294,56,22515.74,0.1769,0,0.5784,0
203.61,1,0.66,15.4,1,21,1,617,8.29,1.14,2,0,0.2188,39,1639.58,0.4131,0,5.183,0
15.16,2,3.37,6.7,0,0,3,2161,4.98,0.35,1,0,0.7153,29,5715.56,0.2412,1,1.506,0
119.19,5,0.58,1.2,0,3,5,1605,5.44,0.7,1,0,0.1628,47,1854.79,0.276,0,4.4916,0
29.37,5,1.37,0.5,0,7,0,2458,9.6,0.66,1,0,0.4397,34,4549.83,0.116,1,2.8151,0
11.46,1,14.6,12.2,0,12,4,1818,13.3,0.06,1,0,0.76,60,10051.58,0.0714,1,1.0968,0
28.9,3,1.46,5.4,0,4,0,3216,10.76,0.21,2,1,0.9739,20,6177.44,0.4903,0,3.3121,0
1.82,5,23.78,14.7,1,5,5,3280,10.49,0.02,1,0,0.9548,38,2547.05,0.352,0,1.0887,0
9.51,1,16.68,1.3,0,18,1,1473,0.52,0.19,0,0,0.4458,61,384.7,0.2191,0,0.6004,0
7.95,0,1.63,6.3,0,22,2,3123,1.92,0.04,0,0,0.7152,24,10865.29,0.4616,2,1.6123,0
77.47,2,1.56,19.4,0,9,5,990,10.4,0.4,1,0,0.6109,35,4649.08,0.0151,0,2.3338,0
101.76,4,2.27,20.6,1,1,2,3151,10.8,2.41,0,0,0.9549,27,3109.82,0.168,1,1.2958,0
26.45,3,2.76,26.6,0,9,6,1182,5.95,0.6,2,0,0.1331,52,5882.78,0.169,1,2.235,0
13.86,7,18.2,5.5,0,0,6,130,14.91,0.53,2,0,0.3402,31,16326.4,0.4842,0,1.3852,0
54.86,2,13.95,0.6,0,20,4,809,5.08,0.76,1,0,0.9998,49,4266.07,0.2181,1,1.2916,0
8.93,0,0.03,9.7,0,21,3,962,10.52,0.06,2,0,0.5558,33,919.33,0.077,1,24.1322,1
99.99,4,4.74,4.1,1,4,1,2072,2.71,3.53,1,0,0.7979,51,4858.6,0.3198,0,1.017,0
17.12,7,3.63,5.9,1,20,4,3639,7.82,0.12,1,0,0.4498,19,5793.38,0.4133,0,1.2464,0
85.87,5,1.14,21.6,0,13,1,2691,5.78,1.05,0,0,0.1601,50,3442.53,0.1042,1,2.17,0
52.6,7,2.46,14.0,0,18,5,1605,2.82,1.35,0,1,0.709,41,9650.67,0.0898,0,1.6784,0
20.92,2,0.88,2.3,0,9,1,438,12.61,0.17,1,1,0.4572,26,2133.37,0.088,0,3.5128,0
139.23,0,0.1,0.6,0,4,6,3604,4.49,3.22,1,0,0.0212,54,28544.63,0.2157,1,15.6908,1
39.94,7,9.47,11.9,1,8,4,3121,11.84,0.25,3,0,0.1156,34,2841.51,0.0457,1,2.4426,0
184.82,6,3.54,5.2,0,21,1,3187,14.51,8.85,1,0,0.6969,48,7624.03,0.4739,0,1.4266,0
52.97,6,11.78,13.3,0,15,6,1671,5.2,0.35,1,0,0.8839,34,1345.3,0.2871,0,1.1108,0
73.77,0,2.71,6.1,0,20,0,1150,9.73,0.45,1,0,0.7504,31,2261.18,0.3713,0,1.4874,0
98.16,7,5.88,21.2,1,9,1,1502,10.15,0.84,2,0,0.7068,50,1687.31,0.4181,0,1.467,0
21.35,1,0.42,40.7,0,1,6,1811,6.26,0.23,2,0,0.9143,41,13636.75,0.2312,0,7.3165,1
15.42,4,6.47,12.2,0,23,5,2257,7.6,0.09,0,0,0.1564,49,7229.62,0.3754,0,0.342,0
121.57,8,6.32,17.7,0,4,1,903,13.87,1.85,0,0,0.4636,34,1272.43,0.3036,0,0.2624,0
25.15,4,2.39,20.7,1,14,0,540,8.41,0.13,1,0,0.2669,26,9439.55,0.0627,0,1.8711,0
11.39,4,6.8,9.6,0,18,4,1893,2.0,0.08,2,0,0.4233,34,988.78,0.1006,0,1.5362,0
128.92,1,5.11,1.7,0,12,0,1793,13.91,1.54,0,0,0.3586,74,2104.23,0.4596,1,0.6301,0
22.33,2,11.62,0.6,0,1,2,3333,4.06,0.13,2,0,0.6224,41,360.79,0.2202,0,1.953,0
44.98,9,7.12,5.3,0,10,2,1964,5.46,0.61,1,0,0.4124,37,7490.96,0.1087,0,1.7844,0
92.64,5,11.1,8.2,0,20,4,1093,13.2,1.13,1,0,0.2613,40,11552.5,0.1517,0,0.4713,0
21.86,0,4.78,0.2,0,10,6,573,2.67,0.43,0,0,0.9811,40,1741.5,0.4577,1,0.4461,0
78.57,4,6.88,23.3,1,5,0,220,3.45,0.58,1,0,0.2056,30,4049.05,0.0605,0,0.5604,0
112.95,7,0.55,3.7,1,7,6,3517,2.35,0.68,1,0,0.0507,67,19908.82,0.3566,0,5.5562,0
78.7,2,11.63,15.4,1,14,2,959,8.94,0.92,1,0,0.063,47,1269.71,0.0912,0,0.3043,0
8.27,4,1.31,3.6,1,17,4,699,3.27,0.16,1,0,0.3047,26,1924.75,0.176,0,2.5722,0
48.12,3,6.15,0.9,0,8,1,1066,11.7,0.3,2,0,0.3868,35,4558.09,0.2617,0,1.4415,0
18.67,0,6.92,20.9,0,3,0,2633,1.83,0.14,2,0,0.4534,39,2425.97,0.4133,0,1.4827,0
13.48,5,15.84,2.6,1,0,6,1183,8.87,0.07,0,0,0.5046,53,2247.66,0.2417,0,-0.0415,0
50.56,9,18.12,19.6,0,13,2,3112,8.78,1.08,1,0,0.7395,32,4529.97,0.1845,0,0.4903,0
26.04,0,3.99,14.6,0,6,6,2463,11.74,0.13,0,0,0.8187,23,2494.48,0.3932,0,0.3626,0
23.16,2,6.89,4.6,0,13,5,666,12.78,0.14,2,0,0.1313,20,673.75,0.7209,0,1.6267,0
62.51,0,0.61,26.9,0,0,4,2961,6.24,0.46,1,0,0.9706,35,9867.11,0.2779,0,4.9796,0
450.52,5,4.41,18.5,1,17,6,3643,14.57,4.48,1,0,0.4793,18,5434.26,0.5479,0,0.3199,0
15.62,5,7.93,1.6,0,13,3,1915,13.57,0.08,3,0,0.4274,64,1779.98,0.0989,0,3.0462,0
46.98,2,9.34,7.7,0,19,5,1025,11.13,1.31,2,0,0.5198,18,4194.25,0.2528,0,1.8635,0
3.73,2,27.54,15.2,0,5,0,2026,10.48,0.02,2,0,0.8683,35,3731.89,0.0771,1,1.8383,0
4.68,8,7.53,14.6,0,13,3,413,11.45,0.08,1,0,0.1608,57,1363.46,0.1197,1,0.8588,0
17.63,0,9.58,2.8,1,2,1,1312,6.16,0.09,2,0,0.8653,33,2970.64,0.3093,2,1.3804,0
396.51,8,0.14,7.6,0,14,0,1462,14.59,6.03,0,0,0.9181,43,2191.48,0.2367,0,12.8475,1
780.73,7,9.28,10.8,0,1,5,1571,5.62,4.06,0,0,0.998,55,14659.68,0.3087,0,0.5983,0
41.82,3,18.2,3.4,0,21,4,1446,6.19,0.24,0,0,0.9829,36,941.81,0.3455,0,-0.3998,0
116.61,0,1.27,34.3,1,11,6,3151,9.12,1.11,1,0,0.9605,68,5899.05,0.2859,1,1.9094,0
71.43,0,26.01,9.3,1,10,4,3428,7.57,0.37,0,0,0.6294,54,2598.4,0.5142,0,-0.9396,0
182.19,0,44.69,16.4,0,19,6,446,8.98,3.44,5,0,0.8578,37,985.41,0.2856,0,3.6083,0
19.83,7,1.09,6.6,0,19,6,1751,0.88,0.44,3,0,0.129,38,1272.7,0.2392,1,4.4646,0
26.48,0,6.65,0.0,1,14,1,2234,4.14,1.18,2,0,0.3635,39,1083.7,0.6509,0,0.8365,0
22.6,1,6.48,1.2,0,13,3,3172,8.16,0.55,1,0,0.5178,63,5377.41,0.5276,1,1.2649,0
7.67,6,1.83,5.1,0,4,6,2550,13.89,0.05,1,0,0.6184,62,4948.39,0.0234,0,1.9465,0
36.61,9,31.33,14.4,0,6,5,2143,11.07,0.2,2,0,0.5956,18,6594.13,0.4035,1,1.5657,0
13.44,7,5.66,17.3,0,10,4,144,12.83,0.07,2,0,0.8382,46,3922.33,0.4217,0,1.835,0
294.84,6,5.18,70.7,0,22,6,3564,8.37,1.78,0,0,0.2566,67,11035.7,0.2213,1,0.2488,0
10.45,3,2.92,11.3,1,10,1,216,3.44,0.09,1,0,0.1527,31,232.54,0.039,1,0.9123,0
11.77,1,9.29,14.4,0,17,0,758,14.48,0.18,1,0,0.4067,27,5988.39,0.094,0,0.8223,0
120.22,1,4.85,10.2,1,16,5,3255,2.55,2.96,1,1,0.5578,42,3012.83,0.197,0,1.3827,0
69.94,7,5.08,36.3,0,7,4,991,13.47,0.5,1,0,0.4742,63,10694.66,0.5353,1,1.2803,0
25.55,5,8.0,6.4,1,8,3,74,6.83,0.22,4,0,0.3148,25,3741.18,0.5617,0,2.7826,0
24.26,7,4.27,10.6,0,8,1,2829,13.07,0.51,4,0,0.953,41,6865.58,0.5718,0,3.4099,0
12.25,4,10.78,27.2,1,9,2,3031,4.55,0.1,0,0,0.6014,38,5694.13,0.2348,0,0.7146,0
13.6,3,3.84,37.5,0,14,0,368,2.48,0.57,3,0,0.9797,49,5230.48,0.5732,0,2.8433,0
59.02,9,3.53,3.0,0,3,3,1107,12.58,2.67,0,0,0.5759,45,2994.56,0.1104,0,1.0507,0
202.73,9,8.38,3.1,1,1,1,3224,3.92,2.13,0,0,0.5775,50,8586.93,0.2399,0,-0.4255,0
14.97,5,21.28,36.2,1,13,6,1444,12.95,0.1,4,0,0.7342,46,684.0,0.1566,0,2.3736,0
118.9,4,3.47,3.1,0,5,0,1599,12.12,1.43,0,1,0.8061,34,2284.91,0.2569,1,0.9575,0
117.7,6,21.18,5.3,0,11,0,2411,10.68,0.63,1,0,0.9274,22,1974.43,0.1948,1,0.7039,0
78.45,4,10.56,17.8,0,6,2,2443,2.65,0.42,1,0,0.8246,73,856.02,0.1959,1,0.2822,0
33.38,1,22.51,0.5,1,12,1,2273,2.36,0.3,0,0,0.0723,23,601.1,0.1374,0,-0.1791,0
6.36,8,2.57,38.9,1,0,5,210,1.08,0.1,1,1,0.0084,24,23260.51,0.478,0,2.0607,0
202.73,4,4.15,38.6,1,14,1,2095,10.82,1.4,3,0,0.8743,37,7057.73,0.2481,0,1.8673,0
93.13,5,6.81,9.1,0,12,1,1419,13.82,3.51,3,0,0.9414,60,1952.16,0.1146,1,1.9934,0
77.88,8,3.72,2.9,1,0,6,532,14.11,2.18,0,0,0.7052,42,2983.02,0.1604,0,0.8592,0
4.89,0,12.87,4.8,1,5,0,3269,9.79,0.04,1,0,0.0555,48,3530.06,0.5634,2,0.7199,0
18.64,8,3.91,4.5,0,7,2,3077,7.95,0.25,1,0,0.7498,44,759.42,0.0995,0,1.2454,0
78.05,6,0.51,15.6,1,15,5,1296,13.42,0.85,0,1,0.7593,40,5187.38,0.5168,0,4.4185,0
46.37,0,1.45,1.1,0,12,3,678,10.89,0.24,1,0,0.2592,18,1395.95,0.2592,0,3.0382,0
57.3,0,3.57,31.1,0,18,6,3187,9.14,1.55,0,0,0.4713,36,9271.63,0.4051,0,0.3771,0
32.11,9,12.37,18.3,0,11,5,3014,8.43,0.18,2,0,0.7668,33,656.46,0.2564,0,1.18,0
199.98,8,7.51,7.4,0,6,0,3611,10.8,3.34,3,0,0.7032,33,5271.84,0.4527,0,2.0882,0
1347.28,4,11.83,6.0,0,11,5,3232,11.53,18.85,2,0,0.5356,32,985.82,0.2894,0,1.1634,1
12.1,0,1.96,3.3,0,21,0,2925,4.15,0.16,2,0,0.3918,28,17453.95,0.116,0,2.388,0
36.17,0,11.61,13.1,0,3,5,2316,11.08,0.21,0,0,0.8028,27,5129.11,0.3964,0,0.4488,0
8.89,3,3.17,7.4,0,12,5,3370,1.77,0.05,3,0,0.1102,46,4665.91,0.4282,0,2.818,0
51.14,9,16.71,25.2,1,3,4,1791,11.82,0.39,3,0,0.5646,43,1322.11,0.1268,0,2.1197,0
46.95,7,15.88,3.4,0,12,0,193,7.41,0.36,0,0,0.1079,35,2143.07,0.1866,0,-0.2258,0
37.88,4,1.91,27.5,0,13,0,1145,13.55,0.2,0,0,0.0963,60,5312.02,0.503,0,1.8516,0
165.46,5,1.17,12.6,0,13,3,1910,4.75,3.79,1,0,0.4803,32,19450.34,0.2142,0,2.9186,0
58.72,4,13.98,38.1,1,14,0,642,7.7,0.42,2,0,0.9329,30,22056.22,0.3112,0,1.5291,0
13.92,0,6.38,15.1,0,8,1,3214,2.47,0.13,4,0,0.6152,37,321.88,0.1468,0,2.9675,0
54.34,9,1.26,3.9,0,10,5,1898,4.15,0.63,0,1,0.6832,64,7869.19,0.469,0,2.1553,0
46.24,0,23.7,11.9,0,16,6,819,1.08,0.45,2,0,0.457,50,3069.18,0.5888,0,1.586,0
25.97,1,9.5,12.6,0,10,1,1238,4.83,0.14,3,0,0.5189,34,1618.34,0.4913,0,2.1423,0
21.35,5,1.81,29.8,0,10,3,2638,9.46,0.24,1,0,0.6056,50,2642.78,0.4911,0,2.1336,0
225.75,7,11.13,0.1,1,7,4,78,8.61,1.2,1,0,0.847,44,3525.16,0.2074,0,0.7127,0
88.31,9,2.87,9.1,0,19,1,766,13.78,0.48,1,0,0.0667,49,1122.38,0.5309,1,1.7043,0
90.14,3,5.16,0.4,0,0,6,2439,5.88,2.61,4,0,0.7956,72,5689.62,0.2112,0,2.9815,0
6.78,7,3.3,0.0,0,18,0,947,12.76,0.09,3,0,0.758,23,1011.35,0.2326,1,2.7082,0
82.33,5,9.51,22.4,0,5,2,166,10.05,1.97,0,0,0.0898,31,2738.34,0.151,0,0.0898,0
13.59,7,2.15,14.7,1,11,6,1672,3.66,0.33,1,0,0.3212,38,4831.02,0.4295,0,1.7523,0
7.89,3,5.83,6.9,0,19,2,1696,8.83,0.07,0,0,0.327,40,8786.06,0.2336,0,1.1547,0
1747.47,3,16.35,8.4,0,22,5,1113,5.51,53.41,3,0,0.5666,55,2836.59,0.5376,0,1.8813,0
6.46,8,5.53,2.4,1,22,6,2615,10.03,0.05,0,1,0.8947,50,26094.62,0.1709,0,0.2579,0
46.43,8,5.89,4.2,0,11,4,3506,1.79,1.29,2,0,0.0789,33,2284.1,0.439,0,1.8536,0
3.52,0,6.67,6.3,0,14,3,1863,5.77,0.02,1,0,0.7178,37,4348.84,0.1538,3,1.0097,0
17.82,1,0.48,11.9,1,0,3,1013,2.72,0.12,1,0,0.8273,20,5699.78,0.5257,0,5.7611,0
8.82,5,6.12,7.3,0,14,1,2662,0.51,0.08,0,0,0.3993,41,1734.62,0.3076,0,0.2394,0
17.43,2,20.07,20.1,1,10,0,2655,12.75,0.82,5,0,0.0031,59,1561.07,0.2535,0,2.8527,0
18.16,6,5.81,5.1,1,10,1,950,6.74,0.14,0,0,0.4345,32,15889.38,0.1933,0,0.1934,0
56.23,6,7.07,11.9,1,4,2,721,6.24,0.29,3,1,0.9866,28,3649.27,0.6139,0,2.7254,0
87.98,3,11.57,36.9,1,2,1,1433,8.85,0.59,0,0,0.021,45,839.46,0.0802,1,-0.2572,0
57.26,2,11.21,10.5,0,7,3,3093,14.43,0.49,4,0,0.9632,32,2803.5,0.367,0,3.2127,0
28.42,0,5.67,28.9,1,23,2,792,1.87,0.24,4,0,0.846,43,12633.4,0.1727,0,2.8715,0
62.81,4,23.07,14.7,0,10,5,933,8.17,1.5,4,1,0.8357,54,8452.47,0.6712,1,2.2215,0
40.27,0,0.41,7.0,0,0,6,3120,14.04,0.24,2,1,0.7589,60,5496.06,0.3097,0,7.1006,0
79.14,0,6.61,3.8,1,15,6,839,10.62,1.09,2,1,0.5323,46,919.64,0.1963,1,1.5297,0
22.73,2,32.14,1.9,0,15,2,2513,13.1,0.32,2,0,0.082,25,1149.27,0.3812,0,1.5993,0
79.36,2,0.46,17.8,0,23,4,238,7.35,0.84,2,0,0.1747,34,7338.75,0.1633,0,6.7327,0
97.79,0,18.76,5.2,0,8,6,3619,1.12,0.72,0,0,0.2579,18,3705.83,0.2067,0,0.1565,0
5.01,7,1.5,27.1,0,6,6,615,9.52,0.03,0,0,0.5031,18,6765.6,0.1643,0,1.7227,0
4.88,4,3.27,13.7,0,19,2,1946,9.87,0.06,1,0,0.8813,43,2054.5,0.4078,0,1.5221,0
178.83,2,46.92,13.5,1,16,2,986,7.87,1.92,0,0,0.3099,18,222.8,0.2051,0,0.2975,0
10.0,0,1.35,3.3,0,9,5,1173,2.75,0.16,2,0,0.1525,79,1037.34,0.0906,0,3.7034,0
8.52,3,5.82,2.4,0,13,5,2073,3.89,0.05,3,0,0.4944,53,1880.33,0.2704,0,1.6834,0
22.55,8,20.79,10.9,0,6,2,2030,0.61,0.17,3,0,0.1827,28,895.5,0.3252,0,1.6872,0
47.29,6,7.83,5.2,0,6,1,562,7.85,0.38,2,0,0.1252,42,1510.32,0.2271,0,1.3703,0
20.89,0,10.4,0.4,0,1,3,2063,8.96,0.35,1,0,0.408,61,3405.92,0.5684,0,0.5281,0
352.35,7,2.45,23.8,1,13,1,341,8.36,13.26,1,0,0.184,44,6320.98,0.2265,0,1.5712,0
49.92,5,8.66,31.1,0,14,0,3349,2.02,0.31,1,0,0.1844,46,3932.87,0.2441,0,0.9434,0
