claim_id,policy_age_months,policy_type,premium_amount,claimant_tenure_years,prior_claims_3yr,prior_fraud_flags,claim_amount,days_to_report,police_report_filed,witnesses_present,claim_description_length,incident_hour,weekend_incident,holiday_adjacent,out_of_state,recent_policy_change,coverage_increase_90d,payment_issues,adjuster_experience_years,documentation_complete,repair_shop_preferred,is_fraud
243,88,auto,2055.16,4.3,2,0,10476.61,7,1,0,74,18,0,0,0,0,0,0,3.2,1,1,0
244,16,auto,1177.25,2.5,1,0,1082.44,23,1,0,143,15,0,0,0,0,0,0,0.5,1,1,0
245,1,auto,617.44,2.1,0,0,1271.1,1,0,0,242,8,0,0,0,0,0,0,3.8,1,0,0
246,94,commercial,728.16,1.9,1,0,6726.29,0,0,1,214,22,0,0,0,0,0,0,1.8,1,1,0
247,20,auto,1558.92,13.3,0,0,500.0,3,1,1,129,13,0,0,0,0,0,1,2.4,1,1,0
248,122,home,1803.0,6.8,0,0,4574.51,12,0,0,181,2,1,0,0,0,0,0,12.0,1,1,0
249,119,commercial,1106.47,0.7,1,0,2998.81,1,0,1,64,10,0,0,0,0,0,0,5.0,1,1,0
250,69,auto,3780.67,3.2,0,0,20712.09,7,1,0,171,2,1,0,0,0,0,0,1.0,1,1,0
251,12,home,1655.86,1.9,0,0,24231.77,1,0,0,160,9,0,0,0,1,0,0,0.5,1,1,1
252,17,auto,970.93,19.1,1,0,6810.78,2,1,0,144,20,0,0,0,0,1,0,2.1,0,1,0
253,68,auto,729.35,19.1,0,0,2424.88,14,1,0,112,2,0,0,1,1,0,0,12.3,1,0,0
254,13,auto,673.55,1.9,2,0,5300.01,3,0,1,146,16,0,0,0,1,0,0,7.5,0,1,0
255,6,commercial,1296.87,2.2,0,0,11748.39,6,0,0,87,0,0,0,0,0,1,0,2.3,0,0,0
256,29,auto,858.86,4.6,2,0,9855.05,3,1,0,201,8,1,0,0,0,1,0,13.6,1,0,0
257,99,auto,2532.27,3.3,0,0,500.0,7,0,0,181,1,0,0,0,0,0,0,9.7,1,0,0
258,42,auto,2282.8,1.2,0,0,1122.35,1,0,0,145,15,0,0,0,0,0,0,3.1,0,0,0
259,30,home,1504.98,5.4,1,0,10393.12,10,0,1,90,3,0,1,0,0,0,0,1.2,1,0,0
260,3,auto,608.2,2.0,0,0,1354.65,3,1,0,246,1,1,0,0,0,0,0,0.5,1,0,0
261,34,home,783.59,5.3,0,0,6845.71,1,1,1,83,12,0,0,0,0,0,0,8.0,1,1,0
262,165,home,2054.6,2.4,4,0,11065.51,0,0,1,89,15,0,1,1,0,0,0,1.1,1,1,0
263,5,home,827.55,6.0,0,0,8876.67,0,0,1,715,10,0,0,0,0,1,0,2.2,0,0,0
264,26,commercial,1921.9,5.5,1,0,7905.62,2,1,0,162,22,0,0,0,0,0,0,9.9,1,1,0
265,75,home,1390.34,3.6,0,0,2994.18,1,1,0,73,21,0,0,0,0,0,0,8.0,1,1,0
266,48,auto,1125.36,6.1,0,0,1228.64,0,1,1,180,19,1,0,0,0,0,0,0.5,1,1,0
267,42,auto,771.69,3.1,1,0,29446.58,4,1,0,153,3,1,0,0,0,0,0,7.3,0,0,0
268,43,auto,1046.16,0.6,0,0,701.65,22,0,0,106,2,1,0,0,0,0,0,14.3,1,1,0
269,16,auto,1205.71,1.0,3,0,5497.21,2,1,0,188,14,1,0,0,0,0,0,10.9,1,0,0
270,12,auto,1837.7,1.4,0,0,2776.35,4,0,0,156,0,1,0,1,0,0,0,2.0,1,1,0
271,59,auto,704.25,0.3,0,0,18408.73,1,0,1,81,7,0,0,0,0,0,0,21.8,0,0,0
272,59,auto,961.59,6.2,2,0,5049.43,1,1,0,160,13,0,0,0,0,0,0,0.6,1,1,0
273,72,commercial,1121.49,2.3,0,0,2038.02,1,0,0,128,3,0,0,0,0,0,0,9.8,0,0,0
274,88,auto,1527.43,0.5,0,0,3051.08,9,0,0,139,5,0,0,1,0,0,0,1.7,1,1,0
275,25,commercial,696.29,8.6,3,0,11861.86,16,0,0,147,13,1,0,0,0,0,0,1.0,1,1,0
276,25,auto,567.77,5.8,1,0,14212.38,6,0,0,124,3,0,0,0,1,0,0,15.6,1,0,0
277,57,home,1536.07,3.0,1,0,9338.68,0,1,0,179,13,0,1,0,0,0,0,6.9,1,0,0
278,37,home,513.38,1.4,3,1,5437.23,2,1,1,159,10,0,0,0,0,0,0,4.4,0,1,0
279,43,auto,2084.93,0.8,0,0,1849.88,2,1,0,84,0,0,0,0,0,0,0,2.9,1,1,0
280,57,auto,1014.38,3.1,0,0,2353.33,13,1,0,187,15,0,0,0,0,0,0,4.5,1,0,0
281,79,auto,505.85,10.8,0,0,7742.8,6,0,0,201,11,1,0,0,0,0,0,3.0,0,1,0
282,14,auto,862.46,1.0,0,0,13469.58,6,0,0,50,13,0,0,0,0,0,0,6.4,1,0,0
283,16,commercial,1325.52,4.2,0,0,1107.73,4,1,0,50,4,0,0,0,0,0,0,9.7,1,1,0
284,3,home,840.21,16.3,1,0,884.5,5,1,0,146,5,0,0,0,1,0,0,0.5,1,0,0
285,31,auto,1107.67,5.1,0,0,3967.48,5,0,1,129,16,0,0,0,0,0,0,19.6,1,0,0
286,1,auto,1587.7,2.9,1,0,6152.75,4,1,0,206,22,0,0,0,0,0,0,2.6,1,1,0
287,22,auto,991.19,6.3,1,0,5757.09,9,0,1,102,12,0,0,0,1,0,0,0.7,0,1,0
288,28,auto,686.41,8.7,1,0,8326.49,0,0,0,164,15,0,1,0,0,0,0,5.3,1,0,0
289,12,home,944.36,4.5,2,0,2853.04,14,0,0,207,5,0,0,0,0,0,0,0.5,0,1,0
290,32,auto,2224.8,10.3,0,0,16765.65,7,0,1,188,15,0,0,0,0,0,0,7.9,1,0,0
291,1,auto,2546.65,3.6,0,0,22175.7,3,1,0,99,15,1,1,0,0,0,0,13.4,1,1,1
292,1,auto,500.0,8.9,1,0,8297.79,9,0,0,143,11,0,0,1,0,0,0,2.8,1,0,0
293,62,auto,1892.24,15.2,0,0,2920.83,8,0,1,108,3,1,0,0,0,0,0,10.0,1,1,0
294,16,home,1242.74,3.5,1,0,500.0,2,0,1,157,15,0,1,0,0,0,0,0.5,1,0,0
295,4,auto,1740.61,4.6,0,0,2500.19,9,0,0,175,11,1,0,0,0,0,0,3.4,1,0,0
296,26,commercial,832.77,4.7,0,0,5580.68,1,1,0,278,0,1,1,0,0,0,0,6.4,1,0,0
297,52,home,500.0,7.6,0,0,9223.25,3,0,0,127,18,0,0,0,0,1,0,0.5,0,0,0
298,8,auto,1468.86,8.7,1,0,3421.18,1,1,0,238,5,0,0,0,0,0,0,1.2,1,1,0
299,35,auto,685.06,0.1,2,0,4379.66,0,0,0,240,5,0,0,0,0,0,0,14.7,1,1,0
300,3,home,547.77,6.6,4,0,26410.94,11,1,0,140,17,0,0,0,1,1,0,4.7,1,1,1
301,1,commercial,567.25,7.7,2,0,1624.3,2,0,0,106,15,0,0,0,0,0,0,18.6,1,1,0
302,27,home,1480.98,6.0,1,0,920.48,5,0,0,142,11,0,0,0,0,0,0,0.5,1,0,0
303,28,auto,1175.83,6.3,0,0,500.0,2,0,0,212,13,0,0,0,0,0,0,5.7,1,0,0
304,36,commercial,1621.7,0.2,0,0,12665.6,3,0,0,154,16,0,0,0,0,0,0,2.2,1,0,0
305,46,auto,1532.32,2.9,2,0,1277.76,2,0,1,84,7,0,0,0,0,0,0,8.1,0,1,0
306,134,home,888.5,8.5,1,0,3422.29,6,1,0,156,10,0,0,0,1,0,0,3.1,1,0,0
307,26,commercial,1058.66,13.6,0,0,11056.67,7,1,0,92,6,0,0,0,0,0,0,19.5,1,0,0
308,14,auto,849.19,1.3,4,0,22867.03,2,1,0,138,21,0,0,0,0,0,0,8.6,1,0,0
309,57,commercial,987.16,4.3,0,0,5124.59,9,0,1,366,19,0,0,0,0,0,0,0.6,1,1,0
310,11,auto,676.12,8.2,0,0,1783.76,2,0,1,275,18,0,0,0,0,0,0,0.5,0,0,0
311,20,commercial,1333.07,7.0,0,0,6902.48,7,0,0,120,1,0,0,0,0,0,0,4.5,1,1,0
312,2,auto,1877.24,4.8,1,0,1688.37,5,0,0,160,16,0,0,0,0,0,0,1.8,1,0,0
313,1,commercial,729.01,0.1,0,0,4542.75,3,0,0,237,12,0,0,0,0,0,0,3.1,1,0,0
314,118,auto,2081.06,6.4,2,0,1203.62,10,1,1,104,23,0,1,1,0,0,0,2.2,1,1,0
315,65,home,1160.68,7.4,0,0,2110.5,4,0,0,624,13,0,0,0,0,0,0,11.1,1,1,0
316,42,auto,1237.12,6.4,0,0,46281.7,9,1,0,68,10,0,0,1,0,0,0,0.5,1,1,0
317,18,auto,500.0,7.3,3,0,14298.0,6,1,0,182,8,0,0,0,0,0,0,0.8,0,0,0
318,6,auto,500.0,2.8,0,0,2487.63,3,0,0,129,8,1,0,0,1,0,0,1.5,1,0,0
319,6,home,1178.57,25.4,0,0,3140.39,1,1,0,157,16,0,0,0,0,0,0,4.0,1,0,0
320,10,auto,1627.61,7.4,1,0,10053.78,15,1,0,176,16,0,0,0,0,0,0,0.5,1,0,0
321,28,auto,783.92,4.3,1,1,3232.95,0,1,0,157,23,0,0,0,0,0,1,0.8,1,0,0
322,45,auto,2527.65,13.6,0,0,16503.23,11,0,1,81,10,0,0,0,0,1,1,5.7,1,1,0
323,38,commercial,1583.62,11.9,0,0,1017.2,3,0,0,118,11,0,0,0,1,0,0,3.4,1,1,0
324,11,auto,696.33,8.4,3,0,4570.26,6,1,1,59,10,0,0,0,0,0,0,14.2,1,1,0
325,111,auto,1113.68,4.1,0,0,2197.02,2,1,1,114,9,0,0,0,0,0,0,8.9,1,1,0
326,48,auto,3783.73,3.7,1,0,6333.78,2,1,0,164,8,1,0,0,0,0,0,5.3,1,0,0
327,29,auto,589.17,2.0,1,0,5527.35,1,0,1,205,17,0,0,1,0,0,0,3.7,1,1,0
328,34,auto,1428.15,1.4,1,0,5023.99,15,0,0,100,17,0,0,0,0,0,0,6.7,0,1,0
329,19,auto,933.21,3.6,2,0,7504.7,0,1,0,156,10,0,0,0,1,0,0,7.5,1,1,0
330,10,home,1561.57,4.3,0,0,6448.41,2,0,0,117,16,0,1,0,0,0,0,15.9,1,1,0
331,15,home,2066.55,1.4,1,0,1568.46,2,0,0,187,11,0,0,0,0,0,0,7.6,1,1,0
332,51,auto,904.05,12.8,1,0,4384.09,8,0,1,129,21,1,0,0,1,0,0,5.8,1,1,0
333,1,auto,1918.8,4.1,0,0,4397.71,3,0,1,187,13,0,1,0,0,0,0,12.8,1,1,0
334,4,home,3329.58,3.7,2,0,4665.06,0,1,0,139,21,0,0,0,0,0,1,0.5,1,1,0
335,1,auto,1133.58,2.9,0,0,44192.56,3,1,0,244,3,0,0,0,0,0,0,20.1,1,0,0
336,1,home,1623.67,0.3,0,0,5047.13,1,1,0,275,16,0,0,0,0,0,0,3.4,1,0,0
337,69,auto,816.3,10.7,0,0,25241.33,0,1,0,64,11,1,1,0,0,0,0,6.8,1,0,0
338,43,auto,1107.24,1.9,0,0,695.78,3,0,0,146,13,0,0,0,1,0,0,3.1,1,0,0
339,23,auto,1003.91,5.1,1,0,2730.91,2,1,1,111,5,1,1,0,0,0,0,14.0,1,1,0
340,3,home,1633.48,4.7,0,0,3810.82,1,0,0,186,9,0,0,0,0,1,0,7.8,1,1,0
341,24,auto,2002.87,4.4,1,0,22939.1,0,1,0,80,10,0,0,0,0,0,0,0.6,1,1,0
342,23,auto,1038.13,3.7,2,0,549.07,3,1,0,112,12,0,0,0,0,0,0,0.9,1,1,0
343,6,auto,2360.93,1.0,1,0,12942.47,10,0,0,190,13,1,0,0,0,0,0,14.8,0,1,0
344,20,home,2356.71,1.6,3,0,8379.36,7,0,0,178,21,0,1,0,0,0,0,3.7,1,1,0
345,18,commercial,1674.76,3.7,0,0,8406.47,0,1,1,134,12,0,0,1,0,0,0,0.8,1,0,0
346,34,auto,847.24,7.8,0,0,4001.76,6,0,0,94,2,0,1,0,0,0,0,7.0,1,1,0
347,36,auto,807.62,2.8,2,0,5735.33,0,0,1,162,7,1,0,1,1,0,1,3.2,0,1,0
348,1,commercial,730.56,1.1,0,0,4661.22,3,0,0,228,5,0,0,0,0,0,0,1.1,1,0,0
349,16,auto,1762.67,0.5,1,0,2486.63,7,1,0,124,20,0,0,0,0,0,0,2.0,1,1,0
350,35,auto,598.31,5.4,0,0,12065.63,3,0,1,171,3,1,0,0,0,0,0,0.7,1,0,0
351,25,auto,1538.28,2.8,0,0,5321.33,2,1,0,127,4,0,0,0,0,1,0,5.5,0,0,0
352,69,home,638.71,0.7,0,0,2239.43,14,0,0,98,1,0,1,0,0,0,0,6.8,0,0,0
353,38,auto,1655.36,5.6,2,0,7398.77,0,0,1,92,0,0,0,0,0,0,0,0.5,1,1,0
354,6,home,1106.12,1.2,1,0,3978.15,0,0,0,188,4,0,0,0,0,0,0,5.5,1,0,0
355,2,auto,2136.28,3.6,1,0,3136.98,10,0,0,228,12,0,0,0,0,0,0,1.9,1,1,0
356,37,auto,1940.55,1.8,1,0,900.47,10,1,0,71,13,0,0,0,0,0,0,14.2,1,1,0
357,1,home,2247.41,13.4,0,0,2909.87,2,0,0,128,9,0,0,0,0,0,0,1.3,1,0,0
358,31,auto,2276.53,1.3,1,0,2765.88,3,0,1,156,1,1,0,0,0,0,0,2.5,1,1,0
359,101,auto,1178.29,2.7,1,0,6658.08,0,0,0,75,10,0,0,0,0,0,0,17.2,1,0,0
360,30,home,614.37,16.0,0,0,3344.36,10,0,0,172,18,0,0,0,0,0,0,4.8,1,1,0
361,17,home,647.9,1.9,2,0,71944.53,3,0,0,134,5,1,0,1,0,0,0,0.6,1,0,0
362,37,home,500.0,5.2,0,0,1058.42,4,0,0,99,21,1,0,0,0,0,0,1.7,1,1,0
363,22,commercial,637.89,1.9,1,0,1413.31,0,0,1,245,22,0,0,0,0,0,0,4.2,1,1,0
364,28,home,1135.03,0.6,1,0,2863.82,4,0,0,147,9,0,0,1,0,0,0,4.8,1,1,0
365,102,auto,828.96,4.9,2,0,7073.4,5,0,0,142,19,0,0,0,0,0,0,0.5,1,1,0
366,17,auto,1002.18,12.4,0,0,3542.63,1,0,0,205,14,1,0,0,0,0,0,5.8,1,1,0
367,116,home,1402.99,3.0,0,0,2664.2,11,0,0,119,11,1,0,0,0,0,0,1.8,1,1,0
368,84,auto,941.96,4.9,1,0,1486.9,1,0,0,98,17,0,0,0,0,0,0,2.1,1,1,0
369,7,home,625.83,4.7,0,1,7547.6,11,0,0,95,4,1,0,0,0,0,0,4.5,1,1,1
370,2,home,1067.83,2.7,3,0,75698.62,6,1,0,50,4,0,0,0,0,0,0,4.1,1,1,0
371,3,auto,699.77,4.8,0,0,1703.93,8,1,0,289,8,1,0,0,1,0,0,1.0,1,0,0
372,1,commercial,957.77,1.5,2,0,8730.94,6,0,1,289,21,0,0,0,0,0,1,3.6,1,1,0
373,3,auto,2146.06,2.4,0,0,23603.97,2,1,0,69,11,0,0,0,0,0,0,5.6,1,0,0
374,41,auto,957.9,2.9,2,0,5658.65,2,1,0,167,11,1,0,0,0,0,0,5.4,0,1,0
375,2,commercial,2658.4,10.0,0,0,6892.46,6,0,0,84,16,0,0,0,0,0,0,0.5,1,0,0
376,13,auto,2243.56,2.1,1,0,4534.1,1,0,0,60,1,1,0,0,0,0,0,6.1,1,0,0
377,67,auto,820.86,5.0,1,0,29433.68,0,0,0,95,0,0,0,0,0,0,0,2.3,1,1,1
378,1,auto,629.19,1.2,0,0,10916.77,1,1,0,181,9,0,0,1,0,0,0,2.2,1,0,0
379,60,home,1068.19,1.5,0,0,15336.8,7,0,0,99,12,1,0,0,0,0,0,13.5,0,0,1
380,11,home,1952.11,5.2,1,0,4315.18,7,1,0,91,14,1,0,0,0,0,1,10.6,0,1,0
381,4,home,858.26,7.2,3,0,9692.51,1,0,0,333,11,1,0,1,0,1,0,1.9,1,0,0
382,42,home,1726.83,3.1,0,0,4561.97,1,0,0,157,17,0,0,0,0,0,0,1.8,0,1,0
383,35,auto,2006.65,2.0,0,0,10635.6,3,0,1,188,23,0,0,0,0,0,0,0.6,1,1,0
384,75,home,744.7,12.1,1,0,3273.98,1,0,0,208,0,0,0,0,0,0,0,0.6,1,1,0
385,47,home,782.09,0.7,1,0,15817.49,4,1,1,97,10,0,0,0,0,0,0,0.5,1,0,0
386,58,auto,1566.08,6.4,0,0,8473.25,1,0,0,221,23,0,0,0,0,0,0,0.8,1,1,0
387,11,auto,1183.14,5.9,1,0,3108.44,0,0,1,96,15,1,0,0,0,0,0,0.5,1,1,0
388,7,commercial,778.19,5.9,2,0,11792.99,0,0,0,154,3,0,0,0,0,0,0,2.2,1,1,0
389,49,home,919.57,13.7,2,0,3585.62,1,0,0,113,19,0,0,0,0,0,0,5.4,1,0,0
390,59,home,1058.64,6.5,0,0,1430.04,0,0,1,157,5,0,0,0,0,0,0,5.3,1,0,0
391,167,home,501.48,1.8,1,0,3713.01,18,1,0,127,10,1,0,0,0,0,0,1.8,1,1,0
392,19,auto,1608.12,2.2,0,0,3745.8,5,0,1,155,7,1,0,0,1,0,0,1.3,1,1,0
393,16,home,863.21,2.5,0,0,1544.42,0,1,0,190,12,0,0,0,0,0,0,0.7,1,1,0
394,53,auto,500.0,0.2,1,1,8095.15,2,0,0,106,20,1,0,0,0,0,0,3.2,1,1,0
395,15,auto,1083.62,12.2,4,0,7490.88,1,1,0,208,2,0,0,0,0,0,0,2.7,1,0,0
396,96,home,756.89,0.4,1,0,4840.17,5,0,0,124,21,0,0,0,0,0,0,7.3,1,1,0
397,70,auto,2551.43,6.0,1,0,11131.11,10,0,0,153,4,1,0,1,1,1,0,15.0,1,0,0
398,20,home,818.34,6.5,1,0,3411.44,2,0,0,93,19,0,0,0,0,1,0,5.6,1,1,0
399,50,auto,633.45,9.3,1,0,1110.72,2,1,0,137,16,0,0,0,1,0,0,1.5,1,0,0
400,50,auto,1413.7,4.0,0,0,2565.82,2,1,0,214,10,1,0,0,0,0,0,0.5,1,1,0
401,3,auto,788.22,6.5,1,0,2139.13,2,0,1,160,6,1,0,0,0,0,1,2.4,1,1,1
402,83,auto,742.68,1.8,0,0,3408.9,0,1,0,144,14,0,0,0,0,0,0,3.9,1,1,0
403,25,auto,1414.81,6.8,1,0,5442.34,4,1,0,352,4,1,0,0,1,1,0,13.3,1,0,0
404,63,auto,651.82,2.1,0,0,37171.67,15,0,1,106,21,0,0,0,0,0,0,4.3,1,0,0
405,13,commercial,529.2,11.7,1,0,1057.06,7,1,0,347,1,1,0,0,0,0,0,3.9,1,1,0
406,81,auto,2599.3,0.9,1,0,11948.81,9,1,0,195,18,0,1,0,0,0,0,2.9,1,0,0
407,17,auto,1465.2,1.9,1,0,1802.39,1,0,0,360,0,0,0,0,0,0,0,1.1,1,1,1
408,1,auto,960.92,3.5,2,0,7777.49,4,0,1,97,2,0,0,0,0,0,0,0.5,1,0,0
409,84,home,1094.73,7.5,0,0,2599.56,11,0,0,110,13,0,0,0,0,0,0,0.5,1,1,0
410,3,auto,1412.24,6.9,1,0,6197.14,0,0,0,243,4,0,0,0,0,0,0,3.1,1,1,0
411,13,home,1784.1,1.2,1,0,25131.14,10,0,1,109,18,0,0,0,0,0,0,2.6,1,1,0
412,107,home,751.46,0.8,0,0,1115.67,0,0,0,130,9,1,0,0,0,0,0,6.1,1,1,0
413,108,auto,1316.95,1.8,1,0,6703.42,20,0,1,475,1,1,0,0,0,0,0,12.5,1,1,0
414,30,auto,851.2,3.3,0,0,6995.31,0,0,0,52,5,0,0,0,0,0,0,5.9,1,0,0
415,35,commercial,997.76,3.9,2,0,13676.3,2,0,0,146,6,0,0,0,0,0,0,7.1,1,0,0
416,21,home,1188.38,2.8,1,0,5281.39,0,0,1,83,13,0,0,0,0,0,0,4.1,1,1,0
417,12,home,1092.98,5.4,0,0,153879.6,0,1,0,235,3,0,0,0,0,0,0,1.9,1,1,0
418,14,auto,1584.12,2.8,1,0,16062.33,10,1,0,108,19,1,0,0,0,0,0,3.3,1,1,0
419,40,auto,1399.04,14.6,1,0,9241.1,0,1,0,130,0,1,0,0,0,0,0,0.9,1,0,0
420,50,auto,515.9,1.5,1,0,7105.53,7,1,1,278,1,0,0,0,0,0,0,2.6,1,0,0
421,56,auto,556.18,4.9,0,0,8884.05,11,0,0,100,6,0,0,1,0,0,0,6.0,1,0,0
422,56,auto,911.55,4.7,0,0,5635.83,13,0,1,139,12,0,0,0,0,0,0,2.3,1,1,0
423,3,home,2736.17,1.7,0,0,5676.32,9,1,0,83,19,1,0,0,0,0,0,2.5,1,0,0
424,24,auto,716.38,2.7,1,0,1077.09,15,0,0,62,20,0,0,0,0,0,0,10.2,1,1,0
425,2,home,988.2,2.3,0,0,8825.02,0,1,0,58,19,0,0,0,0,0,0,5.0,1,1,0
426,28,home,838.68,0.9,0,0,8730.43,28,0,0,52,10,1,0,0,0,0,0,0.5,1,1,0
427,20,auto,831.29,3.2,1,0,7007.79,0,0,0,54,15,1,1,0,0,0,0,0.5,1,1,0
428,78,home,1198.85,2.4,0,0,7185.44,0,1,1,86,19,0,0,0,0,0,0,6.7,1,1,0
429,15,auto,2209.21,1.0,1,0,10513.25,0,1,0,180,4,1,0,1,0,0,0,15.2,1,1,0
430,4,home,1377.44,3.0,1,0,7795.76,6,0,1,93,20,0,0,0,1,0,0,13.5,1,1,0
431,5,auto,733.8,2.7,1,0,5364.64,0,1,0,102,3,1,0,0,0,0,0,0.5,0,0,0
432,51,auto,4344.28,0.7,1,0,6842.54,1,0,1,163,3,1,0,0,0,0,0,2.8,1,1,0
433,34,home,1140.57,0.7,0,0,16828.14,5,1,0,186,22,1,0,0,0,0,0,2.5,1,1,0
434,3,auto,821.71,5.2,2,0,21313.72,3,0,0,196,5,0,0,0,0,0,0,0.9,1,0,1
435,3,commercial,2221.74,6.1,1,0,1838.51,0,1,1,176,23,0,0,0,0,1,1,5.0,1,0,0
436,43,auto,867.37,14.2,2,0,3319.37,3,1,0,258,7,1,0,0,0,0,0,0.8,1,1,0
437,2,auto,2518.6,0.5,1,0,12738.89,2,0,1,185,16,0,0,0,0,0,0,4.5,1,1,0
438,62,auto,709.58,0.6,1,0,8596.67,4,1,1,111,0,0,0,0,0,0,0,6.9,1,0,0
439,44,auto,2241.76,0.3,1,0,2599.8,3,0,0,376,5,1,0,0,0,0,0,1.9,0,1,0
440,3,auto,1212.6,3.8,3,0,5235.78,22,1,0,362,3,0,0,0,0,0,0,1.4,1,0,0
441,3,home,2091.27,4.9,0,0,10802.53,9,1,0,87,19,0,0,0,0,0,0,1.0,0,1,0
442,155,home,2838.08,2.6,3,0,33473.27,0,0,0,174,20,1,0,0,0,0,0,1.7,1,0,0
443,16,home,622.47,8.0,1,0,51739.33,0,0,0,125,3,0,0,0,0,0,0,0.5,0,1,0
444,16,commercial,2075.35,5.8,0,0,799.0,12,1,1,231,4,0,0,0,0,0,0,3.6,0,1,0
445,60,auto,542.15,21.3,0,0,11513.78,3,0,0,213,9,0,0,1,0,0,0,7.1,1,0,0
446,105,home,649.63,0.7,0,0,2628.31,7,0,1,54,9,0,1,0,0,0,0,1.7,1,0,0
447,153,auto,733.84,0.3,3,0,15579.35,3,1,1,271,23,1,0,1,0,0,0,4.2,1,1,0
448,50,home,1410.67,1.6,0,0,1247.88,7,1,1,188,19,0,0,0,0,0,0,4.5,1,1,0
449,16,auto,1114.89,0.1,2,0,2481.43,0,1,0,230,20,0,0,1,0,1,0,0.9,1,0,0
450,3,commercial,1008.71,13.5,0,0,4128.56,6,0,1,258,0,0,0,0,0,0,0,3.9,1,1,0
451,54,home,1179.82,1.8,4,0,9608.24,10,0,0,153,15,1,0,0,0,0,0,0.5,1,1,0
452,29,commercial,1473.87,4.0,2,0,3393.24,1,0,1,176,13,0,1,0,0,0,0,3.8,1,1,0
453,19,home,1531.69,1.9,1,0,2372.51,2,1,1,165,9,0,0,0,0,0,0,25.0,1,0,0
454,85,commercial,1895.21,1.4,0,0,889.02,4,0,0,158,3,0,0,0,0,0,0,2.6,1,0,0
455,4,home,2724.44,0.8,1,0,2528.55,10,0,1,112,18,0,0,0,0,0,1,1.9,1,1,0
456,24,auto,1084.98,1.9,1,0,9664.32,11,0,1,138,11,1,0,0,0,0,0,1.1,1,1,0
457,1,auto,845.1,4.8,0,0,21763.91,3,1,0,127,17,0,0,0,0,1,0,8.0,1,1,0
458,22,auto,1490.35,17.8,0,0,1731.96,5,0,0,405,21,0,0,0,0,0,0,3.0,1,0,0
459,2,auto,618.86,4.1,1,0,1902.1,10,1,0,112,14,0,0,0,1,0,0,8.0,1,1,0
460,4,auto,781.06,3.8,3,0,2352.48,1,1,0,158,18,0,0,0,0,0,0,12.4,1,1,0
461,4,auto,1807.48,0.2,2,0,4370.65,8,0,0,145,7,1,0,0,0,0,0,10.0,1,0,0
462,37,auto,1030.64,9.2,0,0,5965.51,1,1,0,194,17,0,0,0,0,0,0,9.6,1,0,0
463,49,commercial,599.38,0.2,2,0,3616.64,4,1,0,155,16,1,0,0,0,1,0,1.2,1,1,0
464,31,commercial,520.66,11.8,0,0,1011.7,13,1,0,322,18,0,0,1,0,0,0,3.9,1,1,0
465,117,auto,1123.67,3.9,2,0,644.4,3,1,0,178,20,0,0,0,0,0,1,4.6,1,1,0
466,16,auto,1940.98,0.9,0,0,3001.05,0,1,0,242,15,0,0,0,0,0,1,0.9,1,1,0
467,12,auto,1928.07,3.0,0,0,8367.81,11,0,1,147,18,1,0,1,0,0,0,6.9,1,1,0
468,73,auto,1159.15,26.5,0,0,4948.15,4,0,1,53,0,0,0,0,0,0,0,0.5,1,1,0
469,9,home,2994.27,1.8,0,0,26467.77,0,1,1,105,21,0,0,0,0,0,0,6.6,0,1,0
470,118,auto,1040.64,1.6,0,0,1076.07,0,0,0,227,11,0,0,0,0,0,0,1.6,1,1,0
471,1,auto,1023.23,0.6,1,0,5443.42,1,1,1,209,17,0,0,0,0,0,0,0.8,1,1,0
472,126,home,500.0,4.5,0,0,19822.02,0,0,1,238,3,1,0,0,0,0,0,1.0,1,1,0
473,1,home,876.83,0.5,1,0,3645.48,4,0,1,220,6,0,0,0,0,0,0,2.8,1,0,0
474,79,auto,1679.09,7.3,0,0,1370.01,4,0,0,151,19,0,0,0,0,0,0,3.0,1,1,0
475,27,home,2397.02,12.6,0,0,500.0,9,0,0,210,7,0,0,1,0,0,1,3.2,1,1,0
476,178,auto,724.07,13.4,1,0,3573.78,3,1,0,266,16,0,0,0,0,0,0,3.2,1,0,0
477,2,auto,1381.78,0.6,1,0,2945.35,1,0,0,331,11,1,0,0,0,0,0,5.7,1,0,0
478,29,auto,1850.92,4.1,2,0,2567.03,0,0,0,328,12,1,0,0,0,1,0,0.8,1,1,0
479,125,auto,1102.8,0.5,0,0,6631.28,0,1,0,488,5,0,0,0,0,1,0,2.4,1,0,0
480,26,auto,500.0,4.2,2,0,30200.29,13,0,1,75,13,0,0,1,0,0,0,1.9,1,1,0
481,35,auto,1240.97,8.4,0,0,1244.47,0,0,1,121,7,0,0,0,0,0,0,0.6,1,0,0
482,42,home,1604.74,3.9,1,0,1880.6,3,0,0,81,0,0,0,0,0,0,0,14.5,1,1,0
483,21,home,682.86,10.3,1,0,4241.51,7,0,1,92,19,0,0,0,0,0,0,0.6,1,0,0
484,35,auto,965.77,8.1,0,0,10105.45,13,1,0,256,16,0,0,0,1,0,0,22.3,1,0,0
485,31,auto,615.39,1.6,1,0,3344.89,1,0,0,146,18,0,0,0,0,0,0,1.5,1,0,0
486,83,home,500.0,5.0,0,1,8805.66,1,0,1,256,22,0,0,0,0,0,0,2.3,1,1,0
487,1,auto,1832.62,0.1,1,0,1165.07,0,1,1,125,6,0,0,0,1,0,0,13.2,1,1,0
