gpa_first_semester,gpa_current,credit_hours_completed,credit_hours_attempted,course_withdrawal_count,financial_aid_amount,unmet_financial_need,is_first_generation,is_pell_eligible,campus_housing,extracurricular_count,advisor_meetings_per_semester,declared_major,distance_from_home_miles,age_at_enrollment,high_school_gpa,sat_score,num_absences_current_semester,part_time_work_hours,library_visits_per_month,target
3.06,2.52,38,42,2,2730.76,2283.03,0,0,0,1,1,1,60.0,20,4.0,1300,3,7.4,4,0
4.0,3.35,48,49,0,5211.94,436.3,1,1,0,0,0,0,5.0,17,2.62,841,4,14.9,3,0
3.7,3.76,53,53,0,12325.34,1278.98,0,1,0,2,3,0,70.8,20,2.92,1001,3,34.0,2,0
2.76,2.58,37,39,0,2232.83,6414.67,1,0,0,4,1,1,11.1,19,3.93,1056,1,3.5,5,0
2.74,2.89,46,51,1,7594.45,1207.51,1,1,0,1,0,1,241.7,17,2.45,892,3,20.0,2,0
3.17,2.77,44,47,1,2540.41,1854.96,0,0,1,2,3,0,275.4,19,2.34,950,3,10.2,4,0
2.08,2.65,47,51,0,964.75,467.77,1,0,0,1,1,1,24.6,17,3.73,1414,3,3.4,4,0
2.75,1.9,43,44,1,10250.64,7275.11,0,1,0,1,1,1,14.8,25,3.96,1084,5,29.0,2,1
2.81,3.04,52,53,0,4739.41,130.38,0,0,0,3,0,1,74.7,19,2.85,1084,2,33.1,3,0
2.67,2.7,45,50,1,1628.58,451.13,1,0,1,2,1,1,17.1,17,3.65,1285,4,12.0,5,0
1.89,2.31,45,47,0,4880.15,6936.5,1,0,1,1,2,0,35.5,17,3.0,1260,2,7.3,4,0
3.28,3.59,48,49,4,8386.93,2992.96,0,0,1,1,3,1,156.3,17,3.24,983,1,6.2,3,0
2.06,2.37,42,43,1,1340.65,302.84,1,1,0,0,0,1,46.0,22,3.47,1077,0,0.9,5,0
2.35,2.7,41,48,0,5228.35,10779.96,1,0,0,0,1,1,67.7,21,2.94,1283,3,4.7,3,1
2.96,2.82,51,53,0,2821.79,3274.26,0,0,1,1,0,0,23.7,23,3.23,1186,4,5.4,6,1
2.98,3.35,51,53,0,4767.67,1640.88,0,1,0,1,1,1,78.7,19,2.93,1274,2,2.4,2,0
1.98,2.46,38,42,2,1337.68,656.65,1,1,1,4,6,1,13.7,17,3.05,961,1,2.6,4,0
2.22,3.28,46,47,1,5638.96,1205.85,0,1,1,1,2,1,37.4,19,3.87,1101,3,18.5,3,0
3.45,3.35,45,47,1,4114.23,1245.94,0,1,1,1,0,1,33.4,17,3.04,1090,3,3.4,6,0
3.16,3.04,38,42,1,923.71,449.16,1,1,0,1,0,1,147.2,19,3.71,1296,5,0.4,4,1
2.61,2.71,53,56,1,12555.09,5234.34,0,0,1,1,1,1,110.5,19,2.6,1087,4,1.5,7,0
2.97,3.0,48,50,0,4771.71,3626.29,1,0,1,2,2,0,138.1,17,2.77,1128,4,3.1,4,0
2.38,2.54,49,52,1,3403.77,390.68,1,1,0,1,0,0,67.0,17,3.44,1256,3,0.2,2,0
2.85,3.02,46,47,1,2807.37,2028.01,0,0,1,2,1,1,63.5,19,2.18,1111,3,2.3,1,0
3.16,2.72,57,59,3,8148.08,9488.13,0,0,1,4,1,1,18.5,21,3.32,1010,1,0.9,4,1
2.05,2.35,43,45,0,1442.16,437.7,0,0,0,4,1,0,153.6,17,2.45,1135,2,5.9,2,0
2.76,2.49,58,62,2,12731.37,1.45,0,1,1,1,3,1,65.6,20,3.15,1029,0,6.0,2,0
2.0,2.44,71,72,1,11572.79,668.17,0,0,0,0,0,1,16.9,20,2.89,1057,2,12.7,4,0
1.92,2.64,51,56,0,465.37,447.43,0,1,1,2,1,1,218.9,17,2.92,1281,4,9.4,3,0
2.28,2.8,44,49,3,8710.32,983.88,0,0,0,2,3,0,101.3,21,2.9,1024,3,2.8,3,1
3.38,2.85,46,49,2,1775.92,889.09,0,0,1,2,0,1,5.6,17,3.31,1188,3,10.6,4,0
3.83,3.28,45,48,1,5270.67,506.33,1,0,1,1,0,0,60.6,17,2.92,1036,2,8.1,1,0
1.93,2.66,34,38,1,1764.53,1215.88,1,1,0,1,2,1,28.3,24,3.32,1141,2,8.1,4,0
3.3,3.49,49,53,3,1802.81,6260.22,1,1,0,2,4,1,270.4,22,2.95,1142,2,4.0,4,0
2.59,2.6,50,55,0,6790.44,4109.6,0,0,1,1,0,0,32.3,17,3.47,1277,0,7.5,5,0
3.11,3.14,55,57,1,9141.99,333.13,0,0,0,0,1,1,61.9,17,3.41,1109,2,3.4,2,0
2.9,3.25,49,49,1,32905.0,1262.82,0,0,0,4,0,1,22.8,18,3.75,1364,0,14.3,4,0
2.29,2.67,51,53,2,6357.46,566.89,0,0,1,0,3,0,277.1,17,3.15,796,2,0.5,1,1
2.61,2.77,55,57,1,65000.0,10447.69,0,1,1,6,1,0,10.0,20,2.55,1215,3,2.1,4,1
2.99,2.41,38,39,2,990.85,694.23,1,1,1,1,0,1,101.6,17,3.82,986,1,3.5,3,0
3.21,2.92,38,40,1,34329.01,1557.78,1,1,0,0,1,1,33.6,17,4.0,1057,4,10.3,5,0
3.47,2.84,50,53,0,4351.38,1337.57,0,0,0,0,0,0,42.7,17,3.55,1079,2,1.2,5,1
2.78,2.98,49,53,1,2794.38,4.5,1,0,0,3,1,1,124.9,23,3.45,1173,4,1.6,2,0
1.91,2.23,43,44,0,4651.11,4602.74,0,1,0,0,1,0,413.8,19,3.73,1144,2,0.4,1,1
4.0,3.32,54,58,1,4130.71,1815.14,0,1,0,0,3,1,35.2,18,2.81,960,5,11.8,6,0
3.0,2.77,55,57,0,5369.59,1489.38,1,0,1,1,0,1,69.8,17,3.76,1390,1,2.0,4,0
3.03,2.91,43,47,2,1725.33,12321.02,0,0,1,2,0,0,54.5,17,2.99,1063,0,4.8,5,0
2.12,2.02,43,45,2,7164.32,1980.41,0,1,0,2,1,1,61.2,25,3.32,1171,2,1.3,4,0
1.36,1.9,49,52,1,4885.93,1314.36,1,0,0,2,3,1,42.6,17,2.81,1028,4,14.1,7,1
2.57,3.24,52,56,4,7970.95,2046.87,1,0,0,1,1,0,125.8,20,3.25,1019,3,7.4,3,0
2.91,2.6,51,57,2,7082.9,3364.48,0,0,0,2,0,0,105.4,19,4.0,1269,3,18.7,4,0
2.28,2.8,47,51,0,3544.52,2325.14,0,1,0,4,3,0,130.2,17,3.46,1460,1,40.0,5,1
2.53,2.7,35,38,1,14028.93,1715.01,0,1,1,4,2,1,681.1,23,3.59,1164,2,8.7,2,0
4.0,3.5,43,47,3,10136.31,4279.92,1,1,0,2,4,1,9.0,22,2.8,908,4,20.8,2,0
3.24,3.33,51,57,1,7719.53,732.72,0,0,0,0,3,1,62.0,18,2.96,1138,1,7.5,4,0
2.84,2.73,33,34,0,5498.83,1137.47,1,1,1,0,2,1,148.7,18,2.46,974,2,1.4,5,0
2.11,2.71,51,53,3,7378.71,1523.79,0,0,0,2,3,1,72.1,17,3.02,1333,1,12.5,9,0
1.68,1.97,50,54,3,10196.14,2179.34,1,1,0,2,1,1,808.5,17,2.46,1017,2,14.3,2,1
1.74,2.61,50,53,1,12868.98,6502.93,0,0,1,1,2,1,27.7,19,2.95,1043,2,1.6,4,0
2.82,2.9,39,44,3,4156.21,704.91,0,0,0,2,1,0,44.2,20,2.74,942,3,6.9,4,0
3.16,3.13,39,43,1,3296.68,4336.86,0,1,0,1,1,0,110.9,23,3.34,1062,5,0.7,3,0
1.63,2.36,47,53,0,1259.98,4349.66,0,0,0,1,1,1,47.2,19,3.92,1130,3,27.4,4,0
2.3,2.51,48,51,2,2547.64,438.61,0,0,1,3,3,0,31.4,24,3.36,957,6,15.4,2,0
2.12,2.1,55,58,0,9340.78,2292.42,0,0,0,1,0,1,24.3,19,2.72,1265,4,4.8,2,0
2.45,2.72,42,44,0,2320.86,2941.08,0,0,1,1,1,1,24.2,20,3.76,1514,1,8.9,1,0
3.25,3.26,41,41,0,1027.38,1731.02,0,0,0,2,0,1,37.7,17,2.46,945,3,4.4,5,0
3.39,3.21,37,39,1,681.97,672.29,0,0,1,1,1,1,104.1,21,3.8,1038,3,9.0,3,0
2.59,2.73,57,60,1,727.75,7874.28,1,0,0,1,2,0,5.9,17,3.57,1094,5,16.7,5,0
2.32,2.67,40,42,2,10539.45,7082.03,0,0,0,3,2,0,23.5,19,2.38,939,1,8.6,3,0
2.35,3.09,44,48,1,2647.12,552.11,0,0,1,1,0,0,165.6,20,2.62,999,0,9.5,4,0
2.57,2.24,35,39,1,257.23,6844.63,1,0,0,2,1,1,15.7,17,3.5,1248,2,25.3,4,1
3.93,3.4,59,61,3,19960.84,8510.38,1,1,0,0,2,1,21.3,17,3.22,1001,4,7.3,1,0
2.78,2.5,48,50,2,3677.0,627.89,0,0,0,0,2,1,66.3,18,2.92,839,2,1.7,7,0
3.23,2.98,45,49,0,4120.55,2605.9,0,0,1,1,0,1,63.8,24,2.65,1239,1,6.1,6,0
2.54,3.15,45,47,0,4438.4,4722.89,0,0,0,2,3,0,27.1,18,2.94,954,5,1.5,5,1
2.67,2.64,53,55,2,3695.31,1880.54,1,1,1,3,1,1,212.5,17,3.62,1007,3,8.1,4,1
2.94,3.4,58,62,1,7194.2,6191.25,0,0,0,2,1,1,32.4,21,2.36,1006,3,4.6,2,1
2.05,2.59,41,43,0,2195.73,2917.63,0,0,1,0,0,0,67.8,19,3.21,1084,4,6.3,5,1
2.8,2.74,52,55,2,2290.2,2879.12,0,0,1,1,3,0,57.7,17,3.0,860,3,7.2,7,0
2.67,2.71,37,43,1,10198.72,3835.31,0,0,0,3,3,1,452.3,19,4.0,1351,5,0.1,7,0
3.36,3.11,46,50,4,13826.84,3808.62,0,0,1,0,0,1,254.4,17,2.62,744,1,3.8,5,1
2.67,2.89,54,54,1,1787.76,7030.78,1,1,0,2,0,0,13.8,19,3.41,1046,4,4.0,8,0
2.39,2.06,42,44,1,5876.79,2723.63,1,1,0,0,2,1,55.6,18,3.13,1067,3,1.5,7,1
1.8,2.45,36,36,0,15208.67,1923.98,0,1,1,4,3,0,12.1,18,3.87,1321,5,5.6,3,1
3.08,3.21,57,62,0,846.42,293.89,0,0,1,3,1,0,39.4,17,3.09,1273,2,1.5,4,0
4.0,3.5,42,44,0,39718.75,4851.17,1,1,1,3,2,1,58.9,23,2.79,1120,5,10.0,5,0
2.03,2.79,39,42,1,2468.91,2745.39,1,1,0,1,2,1,19.9,20,3.04,1248,2,5.1,2,1
2.96,3.26,36,41,0,11830.04,419.57,0,0,0,0,1,1,193.6,19,2.9,1220,0,13.9,5,0
2.69,2.74,44,48,0,3508.71,3448.63,0,0,1,2,2,1,30.7,17,3.11,1277,2,5.5,4,1
2.48,2.67,48,49,1,31754.35,1425.36,0,0,0,2,2,1,37.2,19,3.19,1161,2,16.5,4,1
2.5,2.23,38,40,1,2570.18,2153.85,0,0,0,0,0,1,187.4,21,3.17,994,4,0.3,5,1
3.76,3.65,52,57,2,1520.91,2429.65,0,0,0,0,2,0,8.2,20,3.08,1001,3,7.4,5,0
4.0,3.15,61,63,0,4994.28,30.34,1,1,0,4,2,0,88.6,17,3.19,1036,3,2.6,4,0
2.14,2.56,48,51,2,20316.07,13232.52,0,1,0,0,0,1,70.6,17,3.57,1128,4,12.2,1,0
3.86,3.03,58,63,1,4440.6,1252.3,0,0,1,3,1,0,60.7,17,2.58,825,3,14.0,3,0
3.38,2.75,46,46,1,6089.43,10136.09,1,1,1,1,0,1,17.0,17,3.45,879,4,12.5,4,0
2.9,2.49,33,35,1,586.77,2044.95,1,0,0,4,1,1,48.0,17,3.3,820,3,0.5,1,1
2.14,2.68,43,45,1,3918.56,399.81,1,1,1,2,1,1,38.5,17,2.68,1118,7,1.5,7,0
3.73,3.47,52,54,0,2732.95,3011.83,0,1,0,2,5,1,173.7,17,3.05,1096,4,1.8,4,0
3.69,3.0,33,37,1,5011.72,1699.08,1,1,0,1,0,0,144.0,20,2.96,1237,1,7.5,5,0
3.47,3.21,51,52,2,4381.48,5172.4,1,0,1,1,1,1,35.7,17,2.12,1251,5,0.7,4,0
3.11,3.52,44,45,0,2843.82,621.57,0,1,0,3,1,1,41.9,17,2.88,1309,5,10.5,7,0
2.66,2.66,49,52,0,5079.29,5551.22,0,0,0,2,1,0,310.2,21,1.92,1131,5,0.2,5,1
2.22,2.26,65,70,0,732.42,1756.4,0,1,0,1,1,0,96.1,20,3.62,1197,1,3.4,7,0
2.88,3.12,45,46,3,4541.79,2561.45,0,1,0,2,0,0,6.3,17,3.38,1220,4,6.2,5,1
3.33,3.45,42,48,1,21724.17,1554.15,0,0,0,2,0,0,25.7,21,2.14,885,1,20.7,9,0
1.84,2.51,49,53,1,7127.02,7477.99,1,1,0,1,1,0,104.6,24,4.0,1284,2,1.9,4,0
3.5,3.66,54,58,1,13942.19,627.41,0,0,1,2,3,1,30.2,17,3.59,1236,2,1.1,5,0
3.02,2.97,48,49,0,5495.87,3504.87,0,1,0,1,1,1,68.5,20,2.76,965,2,16.0,8,0
2.39,2.87,43,46,2,10256.31,2687.77,0,1,1,1,1,1,76.3,21,3.73,1211,2,23.3,3,0
2.78,2.25,43,46,1,10533.6,4137.43,0,0,0,4,1,0,52.6,20,2.53,1053,2,5.3,2,0
2.58,2.82,38,39,0,42377.27,573.19,0,0,1,0,0,1,367.0,17,2.91,1119,1,16.8,4,0
3.49,3.09,43,46,1,1191.1,3855.16,1,0,0,0,1,0,247.9,21,3.64,1204,4,3.8,4,1
1.89,2.57,47,53,2,3111.77,395.66,0,0,0,1,2,0,83.2,23,3.69,1190,2,4.5,5,1
2.5,2.64,38,42,1,902.18,1696.68,0,1,1,3,0,1,48.1,19,3.37,1021,5,11.5,3,0
2.43,2.27,45,52,2,14133.67,1654.51,1,1,1,1,1,1,53.7,19,3.59,1117,3,0.3,4,1
2.86,3.19,48,50,0,1232.46,167.63,0,1,0,1,1,1,83.3,17,3.42,1394,4,4.6,2,0
2.15,2.9,59,61,3,4303.04,4019.59,1,1,1,4,0,0,29.0,20,3.01,1419,5,1.9,2,0
2.83,2.9,47,51,2,2989.97,2124.93,0,0,0,1,0,1,36.1,21,3.6,1103,2,24.5,6,0
3.72,3.47,32,32,2,1954.85,2758.73,0,0,1,0,0,1,80.7,17,3.35,1065,3,6.5,8,1
3.24,2.82,45,45,1,6881.69,365.85,1,1,1,0,2,1,11.0,17,2.41,650,3,1.5,4,0
2.78,3.23,45,48,1,4369.96,2990.37,0,1,1,1,3,1,18.6,18,3.15,1062,4,2.6,2,0
1.37,2.44,52,54,0,6445.12,4092.89,0,0,0,1,1,1,100.1,19,2.28,1168,3,10.3,3,0
3.83,3.12,47,52,1,4846.51,2277.66,0,1,0,1,3,1,21.0,19,3.05,1102,5,7.9,2,0
3.2,3.24,40,41,1,7406.38,8339.04,1,0,1,1,1,1,85.6,18,3.6,1305,1,12.3,7,1
3.68,3.35,45,49,1,677.29,287.02,0,0,0,3,0,1,28.0,22,3.4,1102,5,0.9,7,0
3.2,2.98,39,42,0,5549.18,5121.19,0,1,0,1,0,0,144.3,17,2.91,905,1,12.5,3,0
3.13,3.07,43,46,2,1324.47,3314.86,0,1,0,1,2,1,14.3,19,3.15,927,6,0.0,5,0
2.1,2.82,54,56,1,5756.37,602.99,0,1,0,0,1,1,5.0,22,3.27,1097,4,4.6,4,0
2.57,2.86,53,58,2,590.36,3177.93,0,0,0,1,1,1,284.6,17,3.03,957,5,17.5,1,0
1.45,1.82,37,43,1,4945.35,1255.33,0,1,0,1,0,1,108.8,17,4.0,1172,3,5.6,7,1
2.88,3.27,55,57,2,2474.29,5770.68,0,0,0,2,4,0,12.5,17,2.87,1174,3,1.0,2,0
2.86,3.05,44,48,3,3085.18,2035.44,0,0,0,0,0,1,103.3,20,3.35,1210,2,2.7,4,0
3.19,3.29,46,48,1,3859.59,3038.59,1,0,0,1,0,1,52.4,20,3.82,1174,2,11.7,3,1
1.89,2.35,58,59,2,7001.46,11943.0,0,0,0,3,4,1,33.6,17,2.78,1267,2,2.3,3,1
3.28,3.12,51,54,0,1883.7,2091.46,1,0,1,3,4,1,159.3,17,3.01,1114,6,0.2,2,0
2.13,2.26,40,42,1,6749.77,527.08,0,1,1,1,1,0,97.8,17,2.78,1134,3,7.0,5,0
2.34,2.78,42,44,3,15143.92,1600.68,0,0,0,0,1,0,18.0,19,3.08,993,2,0.9,6,1
2.12,3.01,45,48,0,10801.68,58.64,1,1,0,4,0,1,21.2,21,2.92,1178,0,1.0,3,0
2.19,2.58,45,49,1,9901.92,13209.75,0,1,0,0,2,0,1024.9,17,3.59,1088,2,4.1,6,0
2.86,2.42,60,64,0,5002.64,6720.16,0,1,0,2,2,1,73.7,17,3.49,1168,2,0.1,4,1
2.85,3.32,36,41,1,13392.48,4976.33,0,1,1,0,0,1,5.8,17,2.15,1043,3,8.4,6,0
1.29,1.53,39,44,2,8387.18,200.63,0,0,0,2,1,1,83.8,21,2.68,1108,3,2.3,7,0
2.51,3.0,34,37,3,20037.56,3969.54,0,0,0,1,0,1,28.2,17,3.58,999,1,17.5,3,0
2.96,3.16,33,38,2,6380.81,3110.86,0,0,1,1,0,1,23.0,22,2.99,943,5,1.0,4,0
2.86,3.06,50,51,1,6020.88,2107.66,0,1,1,0,2,1,35.8,18,2.78,853,4,4.0,5,0
2.82,2.51,66,72,0,9372.36,400.85,0,0,0,0,0,0,160.0,22,3.75,1368,2,10.4,3,0
2.07,2.42,49,53,2,9135.5,5007.92,0,1,0,1,2,1,226.0,20,3.63,1243,2,9.9,5,0
4.0,3.78,40,42,1,7122.9,413.89,0,1,0,2,2,1,55.3,22,2.77,920,8,13.2,5,0
2.66,2.36,42,43,1,10016.68,79.11,1,0,0,1,0,0,44.4,22,3.37,946,2,10.9,4,1
3.58,3.72,40,44,2,2069.52,1105.07,0,0,0,2,1,1,11.1,22,3.06,1189,2,1.3,2,0
2.85,2.71,41,43,2,10787.26,1189.4,0,0,0,3,1,0,60.7,19,3.07,984,0,5.1,5,0
2.99,2.86,50,50,1,1299.37,1374.66,0,0,1,0,0,0,99.5,19,3.74,1247,4,10.2,1,1
2.44,2.65,47,49,0,779.32,4626.93,1,0,1,1,0,0,55.2,17,2.37,1009,4,10.0,1,1
2.36,2.63,43,45,4,3219.57,7231.24,0,0,0,1,1,1,50.5,17,3.82,1157,4,7.0,4,0
1.94,2.18,58,63,2,5499.6,237.9,1,0,1,1,0,1,9.5,21,3.48,1306,3,7.5,5,0
3.78,3.24,41,46,3,1081.96,698.2,0,0,0,3,1,1,32.7,18,3.05,1064,5,0.7,2,0
3.14,3.29,46,51,0,10353.45,863.15,1,0,1,2,0,1,215.6,21,3.81,1248,0,16.7,3,0
1.8,2.16,41,43,1,3864.08,2183.49,0,1,0,2,0,0,101.0,17,3.66,1264,2,15.2,6,0
2.82,3.34,54,58,2,1748.78,2462.93,1,0,1,0,1,1,89.6,22,3.62,1186,5,1.2,5,0
3.18,2.83,43,45,1,914.6,2145.93,0,1,1,0,0,0,431.7,23,2.73,1195,3,1.3,1,0
3.47,3.71,39,43,2,8817.05,418.72,0,0,0,3,3,1,570.8,20,3.1,1165,4,7.3,6,0
2.66,3.19,42,47,1,3497.7,609.62,1,0,1,1,1,0,52.5,18,3.49,1057,5,3.7,2,0
3.17,3.25,54,58,3,3470.15,1135.1,0,0,1,1,1,1,141.2,18,2.9,1148,2,36.8,2,0
3.68,2.97,46,49,1,2704.24,4055.1,0,1,1,2,0,1,40.5,19,3.17,926,3,2.6,6,0
2.74,3.36,46,50,1,1409.34,170.59,0,1,1,1,1,0,104.8,17,2.94,967,4,14.0,3,0
2.58,2.11,45,49,3,229.51,2165.55,1,0,0,1,0,0,9.8,17,2.65,1274,4,11.6,5,1
3.32,3.08,45,51,0,5484.41,5321.38,0,1,1,0,1,0,8.3,17,3.04,1314,5,0.5,4,0
3.0,3.05,36,38,3,2540.73,738.83,0,1,1,1,2,0,19.2,18,3.12,936,5,7.0,3,0
3.16,2.41,48,54,1,31608.75,176.54,1,0,1,0,1,0,99.1,23,2.2,880,3,1.8,3,1
4.0,3.63,43,48,1,2560.76,1196.62,0,0,1,2,0,1,99.1,21,3.22,1139,2,12.0,3,0
3.06,3.02,47,51,1,1117.56,672.52,0,0,0,2,0,0,203.9,21,2.99,871,1,3.6,3,0
2.19,2.43,38,39,0,6094.05,2521.91,0,0,1,3,2,0,52.9,18,4.0,1342,1,17.9,4,0
3.67,3.39,42,45,2,1463.11,2866.34,1,0,1,3,0,1,105.8,17,3.03,1328,5,9.1,8,0
2.52,2.51,45,49,1,2584.11,69.69,0,0,0,2,1,0,33.0,17,2.05,957,2,28.0,1,0
2.88,2.73,46,50,5,2404.77,6935.08,0,1,0,0,0,0,94.8,17,2.78,1265,3,7.3,1,0
3.63,3.13,47,55,0,3747.64,1736.08,0,1,0,0,0,1,26.7,21,3.3,1455,2,8.3,7,0
3.08,2.3,40,43,3,1992.71,2830.94,1,1,1,1,0,1,16.7,17,2.5,1192,2,3.9,3,1
2.42,2.79,62,66,0,2522.0,4327.61,0,0,1,0,3,1,19.4,20,3.47,1157,5,5.3,4,0
2.78,2.47,43,52,0,2343.11,126.81,0,0,1,2,0,0,116.2,17,3.17,1070,8,12.8,5,1
2.46,2.22,44,46,2,2878.68,1790.89,0,0,0,0,0,1,17.2,18,3.42,1319,7,4.7,3,0
2.86,2.17,41,46,1,6840.22,1393.17,0,0,0,1,1,1,6.9,18,3.31,915,1,13.2,4,1
2.39,3.01,47,48,1,1720.47,2099.97,1,0,1,1,0,1,343.3,17,4.0,994,3,9.4,5,0
2.57,2.47,41,45,1,1591.0,2133.44,0,1,0,0,0,1,94.3,19,3.89,1338,2,9.1,2,0
2.08,2.5,43,44,1,6193.84,3377.2,0,1,1,3,0,0,27.3,19,2.84,1478,5,9.5,3,0
2.64,2.75,49,51,2,3747.82,10183.41,0,0,1,1,1,1,12.4,20,3.47,1050,1,3.3,4,0
2.33,2.62,41,47,1,65000.0,3171.97,1,1,0,2,1,1,22.0,20,3.07,906,3,1.2,3,0
2.57,2.63,51,53,0,1827.92,188.16,0,1,0,1,2,1,13.5,17,3.35,1017,4,7.0,3,0
2.0,2.22,52,54,3,3945.03,670.93,1,0,1,3,2,1,55.6,17,3.6,1292,1,2.8,3,0
3.44,3.16,48,50,0,4391.25,1469.3,0,0,0,4,2,0,40.5,19,4.0,1042,1,0.2,2,0
1.59,2.17,42,46,0,949.33,607.66,0,0,0,3,1,1,87.5,17,2.8,1301,2,2.2,7,0
3.21,3.09,53,58,1,13736.21,6025.44,1,0,1,1,1,1,82.2,18,3.53,1125,3,3.7,6,0
3.38,3.43,53,56,1,3628.4,4965.43,0,1,1,0,0,1,188.9,21,2.9,1254,4,14.3,6,0
3.52,3.12,55,57,0,12933.89,347.38,1,1,1,0,0,0,21.2,21,2.71,1085,3,16.6,4,1
1.7,2.4,56,56,1,4766.59,1408.55,0,1,0,1,0,1,260.9,22,2.73,1060,4,0.7,2,0
2.24,2.69,43,47,1,13459.08,694.0,0,1,1,2,2,0,10.6,20,3.16,1007,3,7.4,7,0
1.01,1.47,49,50,1,5618.82,8228.75,0,0,1,0,0,1,12.1,23,4.0,1137,3,7.6,3,0
3.06,3.33,48,52,2,5455.37,820.86,0,0,1,1,3,0,32.6,19,2.82,1233,2,16.7,7,0
2.88,2.86,56,57,0,7305.34,2034.93,0,0,1,1,1,1,20.6,17,3.11,1057,6,5.4,1,0
2.26,2.31,50,53,1,10261.71,56.38,0,0,0,1,0,1,8.3,17,3.11,891,5,7.1,2,0
2.6,2.69,45,48,0,841.08,8638.8,0,0,0,3,1,0,380.1,18,2.99,932,2,1.9,3,1
3.12,3.37,41,41,0,6416.61,446.76,0,0,1,0,3,1,28.2,17,3.69,908,7,4.6,3,0
1.24,1.74,49,53,0,16643.73,11804.02,0,0,0,2,1,1,28.8,17,2.08,936,4,2.8,9,1
2.72,2.47,51,54,4,9836.59,8359.94,1,1,0,0,0,1,61.6,20,3.89,1077,3,8.1,4,0
3.29,3.25,42,43,2,2418.49,10344.54,0,0,0,1,3,1,24.5,25,3.0,1020,3,2.7,7,0
2.63,2.95,50,54,0,6902.73,1344.61,0,0,1,4,2,1,133.7,17,3.82,1049,8,5.6,2,0
2.08,2.35,40,43,1,3691.26,10296.29,1,1,1,1,1,1,42.2,20,3.04,1129,3,0.8,4,0
2.83,2.86,53,58,2,29400.32,2452.95,1,0,1,2,0,1,14.3,17,2.46,826,4,6.0,0,0
3.13,3.86,46,48,1,26740.64,7162.53,0,1,1,4,1,1,269.1,23,3.19,1355,5,8.3,3,0
3.17,2.76,45,45,0,8758.84,3040.27,1,1,0,1,3,1,13.6,19,2.67,1231,1,5.0,2,0
1.65,1.64,48,51,0,18637.63,595.21,0,0,0,0,1,1,46.2,17,2.68,932,5,3.1,6,0
3.35,3.62,47,54,3,18820.03,661.22,0,0,1,2,1,1,39.6,17,4.0,1134,7,0.1,6,1
3.56,2.98,59,63,1,6694.74,1059.24,0,0,0,4,1,1,302.3,19,3.48,1248,3,0.4,8,0
2.47,2.1,46,48,1,3106.54,41.78,1,1,1,4,1,1,36.6,18,2.55,1118,2,17.9,7,0
3.35,3.08,53,55,2,1194.26,1110.28,0,0,1,2,2,1,18.0,17,3.95,1076,1,13.3,3,0
2.88,2.87,54,57,0,8968.34,2237.37,1,0,0,1,3,1,9.3,17,2.81,1253,3,0.9,6,0
1.89,2.19,46,48,1,2420.76,1024.42,0,0,0,2,0,1,24.7,18,4.0,1299,4,8.3,5,0
2.42,2.48,46,50,0,21012.32,1899.44,1,1,0,2,1,1,47.5,21,2.05,1074,4,17.6,2,0
2.48,2.48,55,58,2,10637.68,263.42,1,0,0,2,0,1,48.1,22,3.75,1344,4,0.2,5,0
3.31,3.08,40,41,0,9086.48,963.83,1,1,0,0,0,0,212.5,17,2.86,1141,3,13.5,3,1
2.58,2.61,43,43,2,3071.58,1993.7,0,1,1,2,3,1,105.3,21,3.06,992,5,4.0,4,0
0.85,1.96,47,53,1,1847.15,2083.35,0,0,1,0,1,1,11.5,18,3.17,1352,4,17.7,2,1
3.91,4.0,29,31,2,1985.9,27.27,0,1,0,2,2,1,25.6,17,2.93,1011,1,3.4,2,0
3.17,3.14,39,42,0,2438.86,5583.74,1,1,0,3,0,1,883.3,17,3.66,1068,4,7.1,3,0
4.0,3.1,46,50,2,17319.92,912.91,0,0,0,2,1,1,92.4,19,3.43,1049,5,7.1,5,1
2.03,2.3,39,43,2,6877.17,3939.89,0,0,0,2,0,1,63.8,17,3.06,1233,2,16.3,4,0
2.91,2.93,47,52,0,1853.17,480.84,0,0,0,1,0,1,60.6,18,3.58,1116,5,5.3,4,0
2.63,2.65,42,45,0,7453.93,543.03,0,0,1,6,2,0,198.0,21,3.31,1148,4,6.1,4,0
1.89,2.57,47,53,2,12855.61,7660.69,1,1,0,2,0,1,84.4,21,3.06,1141,2,2.5,4,0
2.94,2.56,58,59,2,849.23,6512.98,1,0,1,1,0,1,30.0,17,2.81,1014,5,1.5,4,1
2.87,3.04,55,56,0,4984.69,1006.45,0,1,0,2,3,1,335.4,17,3.5,1014,8,5.4,1,1
2.83,2.68,43,46,0,2107.76,1707.06,1,1,0,0,0,0,90.4,19,2.91,1237,4,2.5,5,0
2.14,3.14,34,36,1,3575.03,5319.83,1,1,1,3,0,0,41.5,24,2.51,1047,1,8.6,3,0
2.57,2.87,52,53,1,1030.49,1286.0,0,0,1,0,2,1,18.0,19,2.69,926,2,0.0,3,0
2.81,3.02,47,49,1,3316.49,5226.9,1,0,0,2,2,0,57.4,22,3.81,1149,3,0.6,3,1
3.51,2.8,49,52,1,3836.05,7198.6,1,0,0,1,2,1,73.0,17,3.66,968,2,4.3,6,0
