customer_tier,account_age_months,num_open_tickets,priority_level,submission_hour,is_weekend,num_users_on_account,monthly_spend,product_module,days_since_last_ticket,escalation_history_count,ticket_description,department
3,9,1,2,10,0,10,49.39,3,6,0,problem contact issue team invoice update today,Billing
0,1,1,2,4,1,3,423.14,4,95,0,urgent please overcharge user access request unable resolved,Billing
1,19,0,2,12,0,9,959.14,2,15,1,service information check information today resolved overcharge request,Billing
2,15,5,2,22,0,13,110.78,5,16,2,time fix SSO information broken support user contact details resolved,Account
3,56,1,1,7,0,20,344.48,5,54,2,error yesterday urgent refund issue,Billing
1,51,2,2,8,0,3,41.01,4,53,0,system problem broken user SSO problem change need time unable,Account
0,13,2,1,3,0,9,165.07,0,0,0,request urgent team contact help invoice issue,Billing
0,26,2,1,16,0,3,1593.98,1,6,0,service account change not working add feature user details broken details support,Feature_Request
1,7,2,2,13,0,2,515.87,2,12,1,loading fix crash check contact resolved broken contact system request,Technical
0,50,3,1,2,0,3,265.54,2,17,0,please information help request today overcharge page,Billing
3,4,3,1,4,0,7,89.21,0,26,0,problem check change error request account team,Account
2,185,2,1,21,1,8,583.68,2,63,0,page broken issue issue password time today not working,Account
3,13,3,3,16,0,16,243.45,2,29,2,contact unable resolved unable information phishing,Security
2,2,3,1,18,0,13,498.48,3,4,1,details information user help help urgent setup request,Onboarding
0,2,1,3,4,1,1,726.67,3,223,0,system need urgent unable refund access subscription help need page please,Billing
3,71,2,3,2,0,13,2536.93,0,139,0,fix fix help API request unable please fix page bug,Technical
2,3,1,1,11,1,23,64.64,5,26,1,loading details update broken user,Technical
1,23,3,2,12,0,20,383.54,5,22,1,page not working change SSO broken resolved loading,Account
2,28,4,2,12,0,27,1894.5,1,54,1,service getting started details service contact service yesterday issue support check,Onboarding
2,15,3,3,19,0,21,5075.5,2,10,2,check contact enhance unable roadmap time,Feature_Request
1,53,0,2,22,0,56,764.11,2,8,0,please support time contact time user fix subscription update,Billing
1,61,0,2,3,0,9,926.1,5,6,0,resolved service API need access contact,Technical
3,86,6,1,8,0,16,545.73,1,3,1,contact contact service time unable,Security
1,8,1,3,17,0,3,637.46,3,2,1,details fix user urgent loading account,Technical
2,15,2,2,22,0,11,571.5,1,92,1,update broken import data service time details details,Onboarding
2,19,1,3,19,0,2,729.74,0,46,2,need team details urgent refund not working not working fix subscription not working issue,Billing
0,1,2,1,0,0,2,172.04,4,1,0,resolved today roadmap yesterday urgent,Feature_Request
1,1,0,3,11,0,16,1096.61,4,21,1,change urgent getting started problem yesterday need resolved unable request,Onboarding
3,3,3,1,9,0,2,235.39,3,13,1,access information not working contact not working service help,Feature_Request
0,1,1,1,15,0,17,1909.2,3,52,1,error issue timeout team yesterday error help,Technical
1,5,3,1,7,0,9,106.77,0,37,0,help support time crash account help issue not working,Technical
3,5,3,2,1,1,2,243.88,2,37,0,request need today please refund unable loading yesterday,Billing
2,35,0,1,17,1,8,80.46,1,35,0,loading support system help import data,Onboarding
3,5,0,2,21,0,10,611.32,0,78,0,information page account today service need request team,Billing
3,7,2,2,4,1,17,295.18,1,85,1,problem system API please service urgent account,Technical
3,17,1,2,12,0,19,172.75,5,129,0,today request access help unable broken,Technical
2,46,2,1,20,0,3,508.64,4,28,3,yesterday time broken access account issue service details information,Technical
3,6,2,2,1,0,4,3452.74,0,9,1,broken page breach yesterday support,Security
1,15,2,2,14,0,10,231.62,2,12,0,support page account need contact time today error SSO,Account
0,58,2,1,4,0,6,86.59,4,12,1,login update please please yesterday need not working loading,Account
1,22,0,2,9,0,42,928.99,2,9,2,information setup team page need change loading,Onboarding
2,52,1,2,20,0,3,1190.88,0,21,1,time not working user loading problem contact error subscription check overcharge problem,Billing
3,13,0,1,9,0,22,42.22,5,35,1,need change refund details need time system system,Billing
0,5,0,2,20,0,1,60.5,1,24,0,contact access unable need issue check,Billing
2,7,1,1,2,0,1,1267.13,5,4,0,yesterday unable not working contact broken time check update need,Account
3,1,0,2,22,0,38,138.71,1,17,0,yesterday refund fix details details,Billing
0,12,3,1,13,0,3,510.23,1,71,0,password service broken service information login fix account user account,Account
3,11,1,1,0,0,13,3118.0,3,37,1,details time fix information change issue,Technical
0,27,0,1,10,0,11,767.04,2,12,0,please details information contact need team SSO broken broken team,Account
0,34,1,2,3,0,16,81.3,3,17,1,error page need resolved request contact contact information issue login,Account
3,67,3,1,18,0,11,130.47,4,31,1,update help change issue update system system team please,Account
1,1,1,1,17,0,4,697.88,3,0,1,today information please team contact loading,Account
2,42,1,3,0,0,75,20.18,3,24,0,need API unable not working page resolved system details,Technical
1,22,2,1,4,1,1,26.02,2,80,0,information bug user access issue,Technical
3,29,2,2,10,0,42,1006.12,3,10,0,information refund support support team update account,Billing
3,41,0,3,6,0,11,51.01,0,30,0,need invoice loading page service page account account yesterday,Billing
3,1,1,3,13,0,5,512.33,2,24,1,fix today loading problem problem error page urgent user,Technical
2,11,0,2,0,0,3,565.66,2,57,0,time information details help refund system time help not working support,Billing
1,13,2,1,6,0,14,114.62,4,4,0,page contact contact user access API issue urgent need information,Technical
0,12,2,2,14,1,32,2586.87,3,7,0,details breach system breach user issue team error,Security
1,42,1,1,18,1,3,143.63,4,67,0,user details broken access support not working enhance,Feature_Request
1,95,2,1,11,0,16,1979.85,4,46,0,problem support page contact team user unable,Feature_Request
0,15,3,1,14,0,19,330.02,5,25,0,not working problem user yesterday fix issue support migration page help,Onboarding
3,43,0,3,11,0,2,661.14,3,1,1,resolved help please please timeout yesterday urgent check team not working,Technical
2,87,2,2,22,0,10,8160.96,1,0,1,enhance update need loading fix details account,Feature_Request
2,53,2,2,16,0,4,109.92,1,159,0,vulnerability check change broken service yesterday issue error time check,Security
2,2,2,2,13,0,7,248.0,4,50,2,getting started resolved user check unable page please support setup page,Onboarding
0,29,0,2,19,0,44,408.82,5,55,0,breach account details time need today breach,Security
3,5,1,1,16,0,8,67.91,1,8,1,access resolved problem add feature support yesterday time resolved,Feature_Request
3,13,2,2,16,1,261,90.37,1,21,0,loading issue unable problem overcharge broken issue information today problem,Billing
2,14,0,2,7,0,2,201.27,5,10,0,subscription check team today issue,Billing
2,5,1,1,1,0,6,505.36,1,8,0,account loading system update timeout please support,Technical
3,4,3,1,7,0,7,536.38,3,24,0,issue resolved permission loading help please contact today request,Account
1,1,4,2,17,0,10,36.98,0,5,1,resolved yesterday issue please problem problem details bug,Technical
0,1,0,1,7,0,4,1034.18,0,28,1,problem contact resolved error fix subscription,Billing
0,2,2,1,22,0,5,58.95,3,22,0,fix system API urgent service service service,Technical
3,19,1,1,19,0,3,129.84,4,35,2,request please update need subscription,Billing
2,82,3,2,6,0,6,354.84,1,39,1,problem broken help page unable team problem change yesterday,Billing
1,76,0,1,19,0,27,478.2,3,24,0,import data getting started help team check support,Onboarding
0,20,2,3,5,0,155,63.93,5,5,1,time time broken details page error,Feature_Request
0,23,0,1,2,1,1,68.4,3,52,0,team urgent need subscription time update,Billing
0,21,3,2,23,0,4,214.3,1,49,2,time not working problem broken help breach,Security
2,22,0,1,4,0,2,612.89,0,22,0,details access help unable crash loading service problem not working time,Technical
0,94,1,2,1,1,11,290.94,2,45,4,request need check information would like account information details help,Feature_Request
2,117,3,3,0,0,4,407.41,3,18,0,support not working breach today system urgent today,Security
1,54,2,1,14,0,7,3994.17,2,9,0,access system fix user subscription,Billing
2,14,1,2,7,0,7,278.84,5,59,1,fix change problem not working password access information,Account
0,29,1,2,20,0,4,476.29,2,5,0,issue change broken check service update support information fix,Billing
3,20,2,1,20,0,45,996.56,0,42,0,check user team update check time update access,Billing
3,1,1,1,7,0,16,610.64,4,18,1,please change resolved resolved,Technical
1,49,2,1,13,0,4,586.73,0,6,0,check issue resolved urgent problem overcharge need update need,Billing
1,41,2,1,4,0,11,136.06,3,40,0,account information system support,Account
3,23,0,2,4,0,25,54.26,0,6,1,unable yesterday today system today add feature urgent support broken,Feature_Request
1,22,1,2,12,0,9,588.52,2,81,0,system system time loading invoice change unable not working check,Billing
2,9,4,1,7,0,37,1146.03,3,33,1,bug not working check page change loading service details,Technical
0,1,1,3,18,0,2,1290.74,1,1,0,support issue change today issue setup import data,Onboarding
1,31,2,1,0,0,9,908.34,3,16,0,team account error subscription access contact account change,Billing
2,3,2,1,17,0,26,42.26,3,65,1,update help change setup support change,Onboarding
1,21,1,2,13,0,52,345.09,5,36,1,request contact details getting started need today contact user,Onboarding
1,25,2,1,17,0,10,37.83,2,32,1,resolved broken please loading support check support,Billing
0,24,2,1,14,0,5,174.2,2,42,3,phishing system unable need yesterday page not working information,Security
3,4,1,1,0,0,28,808.83,0,11,1,team details refund help error,Billing
0,3,3,1,22,0,11,119.83,4,1,0,not working problem information today check urgent update user error password,Account
1,12,2,1,6,0,6,31.64,1,31,0,SSO login contact error service account,Account
2,16,2,3,1,0,3,136.99,4,55,0,add feature details urgent loading user request unable issue,Feature_Request
3,120,3,1,5,1,13,513.74,2,11,0,page yesterday yesterday invoice broken,Billing
1,31,0,1,14,1,8,396.21,2,65,0,service need user time not working permission today change,Account
2,45,2,1,7,0,1,49.15,3,41,1,account error contact time today need roadmap request account user,Feature_Request
2,76,2,3,16,0,9,287.73,3,29,1,invoice support system update issue,Billing
3,4,1,3,3,0,9,386.67,3,12,0,unable API not working time user problem unable,Technical
1,32,3,2,16,0,16,110.4,5,47,0,urgent help not working unable please loading page setup team check,Onboarding
3,11,2,3,18,0,4,899.04,1,79,1,details team please update refund check,Billing
2,14,2,1,10,0,69,314.75,5,2,0,check information contact not working please vulnerability need change service,Security
3,5,3,1,10,1,6,844.05,3,27,0,team please loading service error urgent overcharge,Billing
3,17,3,1,3,0,12,261.4,1,0,1,error account details update import data,Onboarding
1,96,1,2,5,0,2,561.62,1,21,0,details password service need login check check loading,Account
2,53,1,1,17,0,9,47.66,5,44,1,access problem API issue urgent contact information unable,Technical
3,42,2,3,20,0,15,251.72,0,24,0,invoice unable help team team fix error,Billing
1,11,2,1,14,0,16,140.59,1,6,0,details details support urgent need information subscription today loading,Billing
0,86,1,2,18,1,20,1263.43,5,0,0,need fix check login service update request user check,Account
3,6,1,1,3,0,1,133.0,5,10,0,yesterday SSO account information not working please,Account
2,38,1,2,21,0,38,191.42,4,15,2,SSO yesterday issue change loading details today help,Account
0,5,2,1,12,0,57,158.45,2,52,0,support subscription time account issue,Billing
0,26,1,2,12,1,30,176.04,5,72,2,user unable timeout page update support fix support account,Technical
3,20,0,1,7,1,1,232.1,1,28,1,error help urgent resolved add feature fix service,Feature_Request
3,7,2,1,0,1,20,170.74,4,17,0,page request timeout change today,Technical
0,55,2,2,23,0,2,145.14,5,18,0,yesterday account problem please permission loading time time,Account
0,6,1,2,10,0,1,844.29,1,122,0,SSO account unable issue change request issue,Account
0,16,3,3,16,1,1,515.64,4,23,1,unable loading today urgent help yesterday import data support,Onboarding
1,1,2,2,15,0,3,6315.9,5,55,1,please please details page service help bug problem,Technical
3,4,2,2,12,0,11,3888.63,2,1,0,loading request account timeout help check,Technical
1,20,2,1,7,1,22,2043.16,1,30,0,help details check support need resolved time fix,Technical
2,16,1,1,5,0,4,19.47,1,25,0,account please fix account change need bug,Technical
2,57,1,3,0,0,1,90.68,5,82,0,resolved loading information page,Feature_Request
2,24,3,1,1,1,25,380.72,0,24,0,support please bug error urgent system,Technical
0,48,0,3,7,0,7,791.88,2,7,1,roadmap broken support please help contact team access urgent,Feature_Request
3,9,1,1,14,0,25,26.02,5,92,1,team details team support information crash update urgent team urgent,Technical
2,33,1,2,11,0,2,206.92,5,1,2,time update request update migration details help page loading,Onboarding
3,2,0,1,11,0,2,113.67,1,46,1,please access broken issue need access bug urgent check today,Technical
3,3,1,3,13,0,7,141.93,5,17,0,system service today urgent permission request please error,Account
1,5,1,2,7,0,18,3754.89,5,39,0,check issue help time subscription,Billing
3,12,1,1,22,0,8,78.67,0,13,0,user error change problem help information service migration service details,Onboarding
1,39,2,1,16,0,10,176.95,2,19,2,problem account issue system system help contact unauthorized,Security
0,17,1,1,22,0,4,265.71,5,84,1,today please contact roadmap change page account enhance,Feature_Request
0,5,1,1,13,0,30,621.32,4,2,1,broken information help password update check today yesterday request urgent,Account
