years_at_company,monthly_salary,overtime_hours_per_week,num_projects,last_promotion_months_ago,satisfaction_score,manager_rating,department,commute_distance_miles,stock_option_level,training_hours_last_year,work_life_balance,relationship_with_manager,age,education_level,num_companies_worked,years_since_role_change,performance_rating,target
3.7,9705.61,10.8,4,1,6.9,4,0,12.1,1,16.4,4,4,39,4,4,1.4,3,0
0.8,5313.46,9.4,4,23,7.7,3,1,13.8,0,27.0,3,3,60,2,2,2.4,2,1
2.2,11824.46,2.2,4,1,6.3,5,4,12.5,1,32.8,4,3,21,3,4,3.2,5,0
0.7,6458.48,7.0,4,13,8.6,3,0,38.1,0,43.1,3,3,44,3,3,3.3,3,0
1.7,5336.77,0.5,4,4,10.0,3,2,18.3,2,23.5,1,5,52,4,2,2.4,5,0
6.1,6500.13,27.5,2,2,6.3,3,1,1.8,1,16.8,3,4,55,3,4,0.8,2,0
7.9,10621.41,0.8,7,21,7.4,4,2,1.6,3,15.2,3,3,29,3,1,3.5,4,0
5.7,6943.39,3.5,3,9,8.4,1,6,8.7,0,14.2,2,3,29,5,6,2.2,3,1
3.6,3842.68,6.8,6,6,7.1,4,0,12.2,0,14.3,3,5,21,4,1,0.0,4,1
6.0,3495.08,0.0,4,3,4.7,4,0,7.8,1,0.0,3,3,38,2,7,0.9,3,0
4.5,10613.66,3.3,2,2,4.5,2,6,12.2,3,18.1,1,3,38,4,4,0.4,3,0
1.3,5721.06,6.1,2,67,5.8,5,2,3.9,1,18.4,5,3,29,5,1,5.7,3,0
1.0,9432.73,1.8,2,0,10.0,4,6,10.1,1,0.0,3,3,47,4,1,4.2,4,0
2.0,5003.62,3.1,5,5,8.2,4,1,21.2,2,18.3,2,3,21,2,5,0.1,3,0
6.3,5517.56,0.8,1,21,10.0,2,0,12.6,3,9.3,4,5,25,3,2,0.1,2,0
0.1,7339.04,1.5,3,15,6.4,3,1,1.0,3,39.1,1,3,40,4,2,7.4,3,0
2.2,7412.37,1.2,2,14,5.2,3,3,19.0,1,27.9,1,3,21,3,2,0.4,4,0
0.3,3100.0,8.5,3,2,9.0,4,0,40.5,0,15.3,1,3,29,3,3,1.3,3,0
6.5,5954.82,11.8,3,27,5.0,3,4,1.0,0,7.5,3,1,24,3,4,6.8,4,1
1.5,6448.11,3.1,4,34,5.8,2,4,17.4,1,0.3,3,2,46,3,4,9.1,3,0
1.8,8649.94,10.4,4,25,7.4,5,6,11.9,0,17.5,1,3,36,5,1,1.8,4,0
7.9,8748.47,0.4,3,26,10.0,3,2,4.0,0,26.5,3,4,36,3,3,2.0,4,0
2.8,10455.33,9.1,3,16,7.7,4,4,3.7,0,14.6,2,4,30,3,4,2.9,4,0
0.4,5860.99,1.5,3,9,6.7,3,6,5.6,2,25.3,4,2,36,5,3,1.6,4,0
8.2,4386.06,1.0,4,1,8.9,4,1,1.0,2,4.1,5,4,29,1,1,0.2,3,0
2.3,16010.83,1.3,1,9,5.9,5,6,9.2,0,24.2,3,3,35,4,5,1.3,5,0
4.3,15452.63,2.5,4,53,9.3,4,3,18.2,1,15.0,3,2,36,3,1,0.2,5,0
1.1,13871.05,1.4,3,1,8.2,4,3,11.6,0,23.6,4,3,21,4,4,1.7,5,0
2.2,3466.82,4.0,4,45,4.3,4,3,3.9,2,10.3,2,2,43,3,4,1.5,3,1
6.1,4726.51,10.4,1,16,2.7,3,3,15.7,0,22.8,2,5,39,3,3,0.2,3,1
8.0,13031.6,1.0,2,25,4.9,4,0,3.1,2,26.1,3,4,25,4,3,1.8,3,0
0.2,12615.83,0.0,1,6,8.0,3,5,5.5,0,7.4,5,2,34,1,4,3.4,3,0
1.7,8514.74,1.8,4,7,8.6,5,4,13.8,0,24.0,4,2,46,2,6,4.3,4,0
10.9,10620.88,2.9,2,13,7.4,4,4,11.3,2,21.4,4,4,27,3,2,4.6,2,0
0.9,5124.5,18.0,3,14,6.7,4,2,14.9,0,15.6,3,2,35,4,4,3.0,3,1
0.2,5963.83,4.6,5,12,6.6,4,6,13.7,0,10.2,5,4,36,3,5,3.3,5,0
7.3,7449.54,0.5,1,7,5.9,4,1,40.0,2,0.0,5,3,35,2,0,8.4,3,0
2.1,17279.15,13.0,6,21,7.8,2,4,3.5,0,20.0,2,4,35,2,3,0.6,3,0
0.7,7653.44,2.6,2,27,6.0,2,5,7.0,0,9.8,5,5,42,3,5,0.3,3,0
5.6,14300.22,7.1,3,17,7.6,1,1,18.1,1,19.9,3,2,26,3,1,3.0,1,0
12.3,20568.97,2.8,1,12,6.2,1,1,2.1,3,12.5,1,5,51,5,2,2.9,3,0
0.1,11870.31,9.3,7,51,3.1,4,0,15.6,2,0.0,2,4,34,4,5,1.9,5,1
9.5,5550.47,0.3,4,19,8.0,5,6,10.3,2,3.7,3,4,60,1,2,2.3,3,0
1.4,8873.29,5.8,3,42,3.6,4,1,2.1,3,5.5,3,2,46,4,5,0.3,3,1
2.7,6045.01,0.9,5,1,8.2,3,4,10.8,0,28.2,2,5,28,4,3,2.8,4,1
1.5,6542.89,1.5,3,3,5.9,2,3,6.7,2,0.0,3,2,26,3,2,1.5,4,1
2.1,3320.13,11.8,9,2,8.6,4,5,2.4,1,28.7,2,2,27,1,2,5.2,3,0
0.9,8030.99,0.7,1,16,6.4,5,0,9.1,1,19.6,5,4,54,5,4,2.0,4,0
1.3,15439.18,0.9,2,28,8.6,1,3,6.3,0,36.2,4,2,42,2,2,0.8,5,0
0.1,12513.01,1.7,4,1,4.5,4,4,6.3,0,18.2,4,4,31,4,2,3.5,3,0
0.2,19612.35,1.6,1,21,8.2,3,1,5.3,3,18.1,4,2,36,4,1,0.8,2,0
6.9,6277.01,3.6,7,8,3.0,3,3,3.7,1,25.1,4,4,39,4,0,9.2,5,1
0.2,11931.8,0.5,1,5,4.5,4,6,1.0,0,49.1,4,3,43,4,5,4.4,2,0
1.4,10703.12,0.4,2,10,7.6,5,3,7.7,1,24.4,3,4,34,3,2,1.5,4,0
3.0,7919.26,0.3,3,13,9.9,3,3,20.5,0,8.9,3,3,51,4,3,2.1,4,0
0.5,7811.36,2.5,5,20,4.3,3,2,16.0,2,9.3,4,2,54,2,6,0.4,3,0
2.4,7113.86,1.8,7,72,4.7,4,2,3.8,0,9.2,5,4,37,1,2,5.6,4,1
8.2,14349.78,5.4,2,12,9.8,2,3,2.2,0,10.4,4,2,40,3,3,1.2,5,0
7.4,17857.22,10.8,1,7,8.0,4,1,3.3,0,1.8,5,3,48,4,2,9.6,2,0
9.5,11260.7,10.1,4,17,6.3,3,3,2.5,3,27.7,3,4,32,3,3,3.2,2,0
0.2,6584.82,14.4,4,23,6.4,3,6,17.0,0,18.0,3,4,28,3,5,0.8,2,0
7.1,5887.6,0.9,8,101,6.1,5,6,54.4,0,22.2,3,2,42,3,1,0.9,4,0
2.8,11325.28,5.5,2,49,5.4,4,3,7.5,0,22.6,1,2,62,4,1,4.5,3,0
1.4,23312.53,4.4,5,7,8.0,5,2,3.7,1,26.7,3,3,21,5,4,2.5,4,0
0.3,11163.14,2.1,3,29,10.0,1,3,1.0,3,34.2,5,4,43,3,2,0.3,2,0
6.2,12549.24,0.0,3,7,6.8,4,5,8.0,0,22.1,4,4,42,3,3,6.0,3,0
0.2,8426.84,1.2,3,9,6.8,5,6,12.5,2,27.7,3,4,45,3,2,0.0,2,0
0.2,8146.81,3.6,3,17,6.6,5,6,16.7,0,0.8,5,2,43,2,2,0.4,4,0
0.9,3500.0,0.0,3,2,6.5,3,1,4.1,0,6.9,2,4,30,5,4,2.0,4,0
7.1,7100.97,2.9,3,0,7.7,4,5,6.9,0,37.6,3,2,53,4,1,0.1,3,0
0.8,8765.54,7.4,4,19,6.5,4,1,1.9,2,25.2,3,4,32,3,2,8.9,3,0
11.8,10863.39,7.0,1,11,10.0,4,6,8.5,1,31.4,4,4,46,4,0,2.0,5,0
1.7,6948.75,6.2,2,3,3.8,3,0,21.1,1,33.6,3,4,34,3,0,5.4,4,0
2.2,7541.14,0.9,4,20,5.5,1,4,3.9,1,28.7,4,5,38,2,2,1.6,4,0
4.6,9195.77,8.2,2,0,6.5,3,6,3.9,2,19.1,2,4,21,5,3,0.8,3,0
5.9,8534.58,2.8,1,120,6.4,2,1,2.9,1,16.3,4,1,29,2,4,5.0,3,0
5.2,5796.9,1.9,4,7,6.5,4,4,9.5,1,15.8,5,3,38,3,3,7.5,3,0
5.2,7416.63,0.3,2,28,3.4,3,4,7.2,2,38.4,4,3,37,4,2,3.6,4,1
2.2,4499.99,1.6,4,52,3.7,5,6,44.8,0,30.7,3,3,38,3,6,2.8,3,1
1.1,8446.6,1.9,4,9,7.7,2,3,34.5,1,31.5,3,1,30,4,3,2.6,4,0
2.3,11488.34,4.2,5,6,5.7,5,2,9.8,1,29.5,4,4,29,2,2,0.5,4,0
2.7,11620.97,7.0,7,8,6.5,5,1,8.4,1,0.0,4,5,50,3,2,2.1,3,0
2.4,3745.68,3.4,5,12,7.6,3,0,8.9,2,9.7,3,4,21,5,2,2.5,5,1
2.7,6791.72,1.3,5,1,3.3,3,1,2.7,1,9.5,4,5,29,4,7,2.4,2,0
4.8,6774.72,8.1,5,1,8.2,5,0,1.5,0,9.6,3,4,43,3,5,2.5,3,0
12.9,12217.5,0.3,3,33,9.3,5,6,9.9,1,21.0,2,4,42,1,2,3.2,4,0
2.4,5866.72,5.8,1,34,1.7,4,2,15.6,2,28.3,2,3,34,2,2,5.6,4,1
3.4,5992.52,0.3,4,4,6.1,3,0,22.4,2,29.6,3,3,42,3,2,3.6,4,0
1.7,5041.15,9.7,1,4,5.4,3,6,1.0,2,23.6,3,4,25,3,3,0.0,3,0
8.8,8594.96,0.2,1,2,5.8,5,5,5.9,0,25.2,4,5,34,3,3,0.9,4,0
4.9,8542.82,9.5,2,18,5.6,5,1,6.9,0,18.9,4,2,22,2,1,3.3,4,0
1.7,7078.36,3.5,5,17,9.6,3,6,1.9,0,16.8,4,5,21,4,2,1.6,5,0
5.3,14646.97,2.0,4,10,5.8,3,4,7.4,0,30.9,4,3,32,3,2,1.0,4,0
8.1,16351.51,7.9,7,49,7.2,3,0,9.1,0,36.9,4,4,37,2,5,1.9,5,0
5.0,6486.99,0.1,4,16,4.5,4,0,21.9,1,45.1,2,5,33,2,4,6.2,4,0
1.9,10923.77,1.8,1,25,6.1,4,2,4.0,2,10.6,5,3,27,5,1,5.9,3,0
0.7,5262.39,2.3,5,58,5.8,3,4,20.2,0,33.2,5,4,37,2,4,1.1,5,0
2.2,4128.45,1.2,2,6,2.9,5,5,1.0,0,28.1,5,5,28,3,2,2.5,4,1
1.3,4411.49,3.8,4,23,5.5,4,2,38.2,0,43.4,3,4,40,3,3,0.7,4,0
1.9,25203.83,0.1,2,11,8.9,3,1,13.7,1,26.3,4,3,33,4,1,1.8,3,0
3.8,8966.57,4.8,3,5,5.2,4,3,1.0,0,47.2,3,4,55,4,3,2.7,2,0
0.5,3506.07,1.1,7,1,10.0,4,5,11.2,1,11.3,3,4,38,4,2,0.9,3,0
0.8,3336.8,3.5,7,4,6.5,4,3,2.9,2,0.0,4,3,43,4,0,2.4,4,0
2.8,7112.74,2.8,5,8,5.5,3,0,11.4,2,29.3,5,1,28,2,4,3.4,3,1
6.9,5606.06,8.2,3,5,6.1,3,0,1.3,1,16.1,2,5,32,2,2,1.6,2,1
1.5,12441.13,0.9,7,10,7.7,5,0,38.0,1,29.9,3,4,21,3,1,2.9,1,0
1.1,10493.09,2.4,3,31,7.8,3,5,2.1,1,16.2,1,3,21,4,5,5.1,2,0
2.1,6953.13,3.8,7,42,5.5,3,3,9.2,3,31.6,4,3,58,2,1,6.2,3,0
0.1,6971.9,0.6,4,1,8.7,3,0,1.1,0,10.7,3,1,30,2,1,4.0,3,0
8.5,4535.05,0.6,3,11,3.5,3,0,14.3,0,8.8,3,4,37,1,0,0.7,3,0
1.0,22137.57,5.9,2,9,4.4,3,2,15.8,0,0.0,3,4,31,3,1,2.7,3,0
2.2,6567.24,0.3,4,13,5.8,3,5,19.8,2,29.0,2,2,43,1,3,2.0,3,0
2.2,12441.97,2.6,5,25,5.2,4,6,17.4,1,29.4,3,4,24,2,0,1.9,4,0
1.3,11639.2,3.4,4,17,5.2,3,5,4.0,1,22.0,3,5,43,4,2,0.1,4,1
0.5,5104.7,0.7,1,20,6.6,4,1,1.7,2,0.0,5,4,35,3,5,0.1,3,0
2.9,7963.52,3.0,2,8,4.2,3,4,36.6,2,0.0,2,5,32,3,3,4.5,5,1
0.2,12093.9,7.9,2,51,6.4,3,3,40.8,2,16.9,4,2,27,3,4,7.9,4,0
4.1,5433.35,0.9,5,6,3.9,3,5,8.0,0,29.9,3,1,27,3,3,6.6,5,1
12.2,11602.99,3.8,6,6,9.1,4,2,16.5,0,13.1,4,3,37,4,3,0.3,3,0
0.2,2900.0,6.1,5,13,4.5,2,3,6.4,0,17.6,3,5,34,2,2,5.0,2,0
0.2,8914.21,3.9,4,67,6.3,3,6,9.9,1,33.8,4,4,21,4,1,4.0,4,1
6.5,4876.36,2.5,2,3,9.1,4,3,6.7,0,5.2,2,2,34,3,1,0.2,3,0
0.4,9436.26,2.7,2,11,4.9,3,3,8.7,0,17.3,3,2,41,2,4,1.5,5,0
3.6,5975.04,5.9,2,15,5.1,3,0,3.6,0,16.7,1,3,25,3,7,4.0,2,1
1.1,7786.87,1.6,4,8,10.0,2,6,1.4,2,24.0,3,5,35,1,3,1.1,4,0
3.3,5099.53,0.2,5,6,4.9,1,0,12.0,2,9.3,5,3,21,2,1,4.4,4,0
2.1,10832.62,5.8,1,36,7.5,2,0,1.0,2,20.1,1,3,51,1,1,0.7,5,0
0.3,5249.3,2.0,1,1,7.8,4,6,7.3,0,31.2,4,4,37,1,3,1.3,3,0
0.7,10368.02,7.9,3,1,9.5,2,6,3.9,3,26.1,2,5,64,4,4,1.0,4,0
30.7,7183.2,1.9,1,6,6.8,3,0,24.7,1,16.4,4,3,21,3,2,4.4,4,0
3.9,7352.56,0.8,7,17,6.2,3,4,4.7,1,32.2,1,4,37,1,3,0.2,4,0
5.7,19044.06,1.6,1,15,9.9,5,5,1.0,2,46.3,3,4,41,4,4,4.7,5,0
0.2,5432.17,4.8,4,8,10.0,3,3,6.0,1,12.2,4,1,41,3,5,7.3,3,0
0.1,7759.4,6.7,3,4,10.0,4,6,8.2,1,13.6,3,5,30,3,2,1.9,2,0
1.1,8228.01,0.2,4,4,4.4,3,3,15.6,1,18.9,2,4,50,3,3,3.5,5,0
3.1,14655.45,5.3,4,17,5.1,3,6,27.6,0,15.2,4,4,56,4,6,1.4,5,1
2.5,5452.49,2.7,2,3,5.5,5,3,12.6,1,19.4,3,4,37,1,2,3.3,4,1
3.6,5337.67,0.3,1,12,6.9,3,3,46.2,0,35.2,2,3,38,3,3,1.3,4,0
2.6,8589.29,1.1,2,28,8.1,5,3,6.1,3,32.8,4,3,34,2,2,2.1,4,0
3.8,4962.11,0.8,3,6,4.5,3,3,16.8,0,39.6,1,2,40,3,0,2.8,4,0
2.7,7623.6,9.5,7,48,8.8,2,0,7.3,1,30.1,2,5,35,2,2,2.4,3,1
0.6,5637.37,5.0,2,10,5.6,5,3,17.2,0,12.4,3,3,33,3,2,7.9,3,0
1.7,6567.87,3.2,3,24,7.1,4,1,12.4,1,15.6,4,3,37,2,4,6.1,4,0
0.3,7028.62,3.7,6,9,8.4,4,4,6.1,1,23.6,2,3,42,4,2,0.7,5,0
1.3,11867.25,0.6,6,11,8.2,3,6,9.6,2,36.3,2,3,21,4,4,0.7,5,0
1.8,7660.01,2.4,7,4,6.2,3,1,21.9,1,24.7,5,3,23,3,2,4.8,2,0
0.1,7827.26,7.5,5,0,8.0,3,6,20.7,3,25.8,1,5,45,3,1,0.7,3,0
12.6,5070.21,7.3,2,18,7.0,4,1,7.7,2,14.4,1,5,41,3,3,4.2,4,0
6.3,10382.06,7.3,3,18,6.4,4,5,6.2,0,27.9,2,2,33,4,0,2.9,4,0
1.9,8406.68,0.4,4,8,3.2,3,1,1.0,2,23.1,3,4,23,4,2,5.0,3,0
0.8,3300.0,1.5,6,0,9.2,4,4,54.4,3,21.2,4,1,33,4,2,5.6,3,0
0.4,16199.87,1.6,1,17,5.5,5,1,1.5,2,30.6,4,1,24,3,3,1.0,3,0
0.1,5730.36,0.7,4,6,6.8,3,6,28.1,0,17.0,3,2,32,3,2,2.7,5,1
2.3,12118.82,5.4,5,9,6.9,5,1,8.5,1,25.8,2,4,52,3,4,2.4,4,0
0.9,20228.17,0.3,2,4,8.2,3,2,5.9,0,15.8,4,2,32,3,1,3.9,5,0
1.7,7923.09,12.2,5,39,6.9,4,3,5.5,1,37.8,4,3,42,3,6,2.6,2,0
1.1,7113.44,4.7,1,21,9.8,4,5,1.2,0,21.3,3,4,38,4,3,1.7,2,0
5.2,21113.21,5.0,8,0,5.3,1,0,5.5,2,50.4,3,5,47,3,0,4.6,1,0
6.4,14414.53,9.0,5,6,8.8,4,2,22.6,0,12.6,4,3,37,3,1,2.2,2,0
8.1,4559.82,8.0,7,13,9.7,5,6,4.8,2,18.4,3,3,28,5,5,7.7,2,0
1.2,7308.43,4.5,2,31,6.3,3,2,2.0,1,14.8,2,5,28,1,5,0.1,4,0
7.9,9114.46,3.1,3,29,9.0,3,0,7.7,0,56.1,4,3,42,3,1,2.3,4,0
0.2,4405.95,9.7,3,2,8.1,1,3,10.9,0,10.6,3,4,33,2,3,2.8,4,0
0.3,11936.73,1.8,4,17,6.6,4,4,3.7,0,22.3,3,2,25,3,2,4.4,5,0
0.7,7936.74,0.2,7,33,5.6,4,6,9.7,2,17.4,4,3,49,4,1,1.9,2,0
2.7,5071.66,9.4,4,12,5.5,3,3,8.1,1,22.9,2,5,24,2,1,2.0,5,0
0.6,24954.92,1.2,1,34,4.4,3,3,4.3,0,19.8,3,2,38,2,3,3.4,3,0
3.7,16509.38,4.5,3,1,5.2,2,6,1.7,0,20.6,3,4,29,5,5,4.5,4,0
6.4,13791.37,0.7,4,18,6.9,3,4,6.1,1,27.8,2,4,37,5,3,0.2,4,0
16.4,4671.67,2.0,3,1,6.5,4,0,1.0,2,26.4,4,3,33,3,1,5.1,1,0
6.1,13806.73,0.7,1,52,6.3,4,2,14.0,0,21.0,5,3,37,4,3,0.3,1,0
1.9,9137.24,2.0,4,14,7.4,3,4,15.5,0,13.0,1,3,44,4,3,7.2,2,1
0.3,5642.11,11.2,4,27,6.3,4,2,24.4,3,21.7,5,4,38,3,3,2.1,2,0
3.9,3270.05,1.9,1,6,5.3,2,2,46.7,0,8.5,2,4,29,3,5,1.2,3,1
1.5,8701.98,5.1,3,12,4.4,5,5,14.7,1,14.1,3,4,42,1,2,3.6,4,0
0.6,3191.44,9.7,4,25,8.7,1,3,7.0,0,9.8,3,3,55,3,4,1.1,3,1
1.4,3120.37,0.2,2,42,6.3,4,1,32.2,1,1.4,3,4,44,3,1,1.4,4,1
0.5,9773.74,0.1,4,18,6.6,3,2,9.1,2,14.4,3,3,23,3,2,4.0,4,0
6.6,22108.78,0.5,2,12,8.1,4,1,39.2,0,23.3,4,2,21,3,7,4.9,3,0
1.7,9098.6,1.2,5,16,5.8,1,4,12.2,0,54.3,1,4,39,4,0,1.0,4,1
4.9,19907.56,4.1,5,1,10.0,5,1,2.3,0,4.7,4,3,28,5,1,1.1,5,0
1.7,4013.08,6.4,3,20,7.1,4,2,13.1,2,7.1,2,2,49,1,3,0.3,4,0
0.3,5502.06,0.1,4,25,3.6,3,0,1.0,0,22.9,2,4,39,4,4,2.1,5,0
3.6,5982.17,1.6,3,5,5.5,2,2,14.0,1,35.0,3,2,48,5,3,8.7,4,0
1.8,3519.71,6.7,3,34,4.2,3,5,4.5,1,26.4,2,4,42,2,2,2.4,3,1
0.4,2700.0,3.3,4,6,10.0,5,2,18.2,1,20.6,2,3,33,1,2,0.2,4,0
0.2,8342.73,1.3,4,19,5.6,5,2,18.4,3,17.5,3,3,21,4,4,11.9,3,0
3.1,7742.71,3.8,4,13,5.8,5,3,13.8,0,11.7,3,3,44,3,3,7.1,4,1
3.9,13852.67,7.6,5,27,4.5,2,3,4.8,0,0.0,4,3,26,1,3,2.5,3,0
1.6,6447.55,2.5,3,5,7.9,4,6,1.0,2,0.0,4,4,21,3,0,11.4,3,0
5.9,9439.32,1.1,2,15,6.0,5,1,13.4,0,21.7,5,5,35,3,4,9.6,5,0
7.0,24386.23,7.3,4,44,9.0,1,4,1.0,0,27.2,3,3,35,3,3,0.7,3,0
2.2,5563.06,1.3,4,22,9.1,2,3,1.0,0,5.9,1,5,45,3,2,1.8,2,0
11.0,16285.26,2.1,4,2,6.2,5,5,17.2,0,42.2,3,2,49,4,2,0.3,4,0
6.1,9998.26,1.1,6,19,7.3,2,2,11.8,1,23.1,4,3,45,3,3,1.2,1,1
7.3,5517.56,1.0,3,33,4.6,2,0,22.2,0,24.5,4,4,44,5,2,4.0,3,0
13.6,13206.99,0.4,6,26,4.1,1,1,2.9,1,17.6,2,4,45,3,4,8.3,3,0
6.6,6525.79,0.0,1,1,7.7,5,4,40.5,3,11.9,4,3,25,2,3,4.4,3,0
0.4,13135.3,1.2,5,32,8.2,3,5,23.5,1,10.0,3,3,36,4,3,1.2,3,0
3.9,5216.63,0.5,3,34,6.2,3,4,16.8,2,60.5,2,5,43,4,4,8.2,1,0
15.9,5052.49,8.6,4,3,6.2,4,6,10.8,0,42.6,3,2,35,2,0,0.3,4,0
5.0,14792.71,6.8,1,66,4.6,3,3,13.0,0,35.6,2,2,32,2,3,1.8,4,0
8.3,15107.93,2.1,3,29,7.5,3,5,15.9,2,20.7,4,3,26,4,3,1.5,3,0
4.2,4133.16,4.5,1,1,4.5,3,5,2.8,1,22.2,4,5,29,2,0,3.0,4,0
4.3,4885.45,2.5,3,5,3.8,2,1,4.9,0,20.5,5,4,41,2,3,2.7,4,0
2.8,17521.16,0.4,6,2,4.5,3,5,9.7,0,10.0,4,3,39,3,6,0.2,3,0
9.2,10922.76,3.3,4,18,5.6,2,3,12.5,0,33.9,3,5,39,4,2,1.7,3,0
1.7,12325.75,10.2,6,44,4.1,4,2,8.5,1,12.9,4,2,41,4,1,1.5,5,0
6.8,5617.33,5.0,1,2,9.4,5,5,25.7,1,1.2,3,4,48,3,3,7.9,3,0
0.4,14485.4,1.3,1,48,7.6,4,5,1.0,2,29.7,4,5,27,3,2,0.2,5,0
1.6,9564.34,4.1,2,6,6.6,4,4,9.5,1,32.3,3,4,43,5,2,0.2,3,0
8.1,4383.11,2.9,3,28,6.2,2,3,4.4,1,22.9,3,4,34,2,1,0.6,4,0
1.6,7605.42,3.9,6,35,7.0,4,0,12.4,1,12.0,3,3,34,4,4,8.3,5,0
1.4,6893.11,1.2,5,10,7.2,1,5,1.0,2,26.4,5,4,41,3,3,4.1,4,0
1.5,8111.08,1.5,1,25,4.1,3,6,12.1,1,5.4,4,5,36,2,1,2.4,3,0
1.3,7328.5,4.0,8,6,10.0,2,3,14.4,0,20.2,4,3,52,3,4,3.4,5,0
3.1,4847.68,1.6,8,6,5.7,5,3,14.5,0,37.6,3,4,31,3,4,8.2,3,1
0.2,14187.21,1.3,5,37,3.6,4,1,15.5,0,0.0,4,2,33,3,1,0.8,4,0
15.3,16874.38,15.0,1,29,7.2,1,5,3.2,0,27.9,4,5,31,2,2,9.3,4,0
0.2,10806.25,10.4,4,13,8.8,1,4,39.1,3,25.6,2,3,46,3,3,2.3,2,0
6.4,6074.41,5.7,4,5,6.6,2,3,8.0,1,20.1,4,3,29,4,2,4.0,2,0
2.1,12102.88,3.4,5,6,5.6,3,6,7.6,1,20.0,3,1,45,3,1,6.1,3,0
1.3,8149.42,2.4,6,28,6.1,4,2,14.4,1,16.7,2,3,24,2,2,1.1,3,1
2.4,17908.73,0.8,3,2,7.5,5,6,7.3,3,17.9,3,1,38,3,3,2.7,3,0
9.3,4698.43,11.9,4,3,6.1,3,2,9.3,1,11.1,2,2,47,3,2,1.9,3,0
5.4,14199.43,2.7,4,10,3.1,5,1,6.5,3,17.3,4,5,48,2,2,3.9,3,0
4.2,8354.26,1.9,6,28,6.2,3,0,4.5,2,13.2,3,5,49,4,4,8.6,4,0
2.4,5299.72,4.5,3,12,7.6,3,1,5.9,0,31.0,3,1,21,4,5,0.2,3,0
0.2,14129.03,4.9,4,6,8.5,4,1,21.2,2,32.4,3,4,21,4,1,0.9,4,0
5.0,5787.09,0.3,7,3,8.2,5,0,18.5,0,31.4,2,3,57,3,3,6.4,4,0
0.3,8297.5,0.5,1,4,5.4,4,1,6.6,0,12.1,3,4,32,2,3,3.6,4,1
13.2,6634.96,0.2,4,8,8.3,5,5,4.9,0,57.5,4,3,39,3,3,2.9,4,0
1.1,10434.32,3.7,6,20,7.6,3,4,9.8,2,32.5,4,3,33,3,6,0.1,3,0
1.9,3573.5,4.5,2,6,7.4,3,3,12.2,0,31.1,4,4,33,2,4,3.8,4,1
1.8,11620.39,1.5,3,9,3.6,3,4,4.0,2,34.7,4,4,28,3,2,7.1,4,1
1.8,7672.95,0.7,3,60,7.1,4,3,2.3,1,3.2,3,4,21,5,0,0.2,5,0
2.6,14230.34,1.9,1,0,6.8,3,5,1.0,0,33.3,3,2,52,2,1,8.0,5,0
1.1,9289.57,4.0,5,22,3.8,4,5,4.7,2,0.0,3,2,33,2,1,1.2,4,0
1.1,8877.62,11.7,3,1,5.9,2,2,1.0,0,24.4,2,5,21,1,4,1.2,4,0
2.6,6018.39,4.0,12,7,5.5,4,2,2.6,1,13.1,1,4,52,1,4,1.7,3,0
16.3,8680.54,1.0,3,6,4.9,2,4,17.7,0,26.1,3,4,34,3,1,0.5,5,0
2.2,17449.87,3.1,3,11,4.2,2,5,15.6,0,22.4,3,3,48,4,3,0.6,3,1
1.9,11237.28,2.2,4,4,8.4,4,1,57.2,1,33.7,3,4,43,2,2,2.0,4,0
0.6,16923.73,0.1,1,16,6.7,4,5,5.0,3,0.0,4,3,44,3,3,2.6,5,0
8.4,5638.86,3.9,1,3,6.9,3,3,7.5,2,18.0,3,3,35,3,3,4.4,3,0
1.2,13601.36,16.6,1,22,8.0,5,1,6.1,0,25.3,5,3,39,4,2,6.7,2,0
1.9,4729.99,1.9,4,25,7.7,4,6,3.9,0,18.9,3,4,52,2,4,2.5,2,0
1.7,7759.87,3.9,7,1,7.0,2,4,33.0,2,26.5,3,5,33,4,0,0.5,3,0
0.4,7610.99,0.3,1,21,8.9,5,1,1.0,0,16.1,4,2,39,1,0,1.2,3,0
2.9,7140.55,4.4,3,9,3.7,4,6,8.2,1,23.5,1,4,44,2,3,1.1,4,0
7.0,5905.21,1.9,4,14,9.1,5,1,1.0,0,3.5,1,3,39,2,5,3.7,2,0
2.1,7574.67,2.4,5,13,7.9,4,4,21.6,0,16.2,5,4,31,2,0,1.0,3,0
10.2,8109.06,3.9,2,30,5.3,5,6,3.3,3,12.5,3,5,40,4,3,3.5,4,0
0.1,8460.08,1.5,4,6,6.6,3,6,3.2,0,24.8,1,5,44,2,1,1.1,4,1
3.8,5642.05,4.9,1,0,9.4,4,4,5.0,1,4.1,3,4,25,5,3,4.7,4,0
0.9,6516.6,5.6,4,9,3.8,4,1,16.1,1,8.2,2,3,28,2,4,3.5,4,0
7.3,8805.58,4.8,1,56,10.0,3,3,8.9,1,37.6,1,4,24,2,1,3.1,4,0
5.9,6966.18,0.8,1,36,6.3,2,2,5.7,3,28.8,4,4,53,1,1,2.9,4,0
0.6,5559.09,7.4,4,27,2.6,5,6,8.9,1,31.6,3,3,26,2,1,8.1,3,1
8.5,11660.61,7.4,2,6,4.4,3,2,9.7,0,30.6,5,3,34,3,1,0.3,4,0
4.3,11093.71,2.4,1,3,8.6,4,2,2.2,1,13.2,4,3,42,3,0,3.2,3,0
