loan_amount,annual_income,debt_to_income_ratio,credit_score,employment_length_years,home_ownership,loan_purpose,interest_rate,installment_amount,num_credit_lines,num_delinquencies,months_since_last_delinquency,total_credit_limit,revolving_utilization,public_records,inquiries_last_6months,age,years_at_current_address,target
12803.13,58278.69,0.1837,724,4.9,1,2,15.75,407.68,7,1,21,19797.96,0.7975,0,1,41,2.2,0
21139.77,25544.11,0.1771,733,1.5,3,1,8.13,448.52,8,1,2,42676.07,0.4462,0,2,40,21.7,0
35864.17,34619.51,0.3285,733,3.4,1,3,5.82,749.0,12,0,0,37310.68,0.4092,0,0,21,4.1,0
17103.96,25835.73,0.1146,701,3.5,0,2,3.0,544.7,9,0,0,41688.75,0.3708,0,1,58,7.1,0
51479.56,36121.06,0.312,646,0.2,2,3,4.69,1210.06,9,1,3,49266.33,0.4915,0,1,47,5.7,0
4163.62,38532.97,0.2861,695,3.9,1,1,12.73,120.11,2,2,67,25520.56,0.7105,0,0,41,8.8,0
20222.1,46853.69,0.1666,756,6.6,0,5,7.29,461.33,7,0,0,15221.37,0.5332,0,0,37,1.2,0
12593.7,26573.3,0.1239,769,0.3,0,0,10.7,213.81,6,0,0,11824.23,0.1461,0,0,23,3.3,0
23326.31,154017.39,0.3237,754,6.2,1,0,10.18,945.76,8,0,0,85374.8,0.6522,0,0,35,2.1,0
13655.36,80298.61,0.1133,830,1.3,1,4,7.22,559.43,7,0,0,83193.27,0.4885,0,3,32,2.2,0
2409.45,99804.72,0.1128,535,2.9,0,0,8.47,66.35,8,1,11,28957.14,0.5812,0,3,31,14.0,0
6292.19,190238.2,0.1808,695,6.6,1,2,14.98,424.72,1,0,0,30321.71,0.434,0,1,30,6.0,0
3890.01,43949.9,0.2414,755,7.4,1,4,11.25,80.67,12,0,0,25325.18,0.203,0,2,53,10.3,0
12561.44,32630.1,0.1471,533,12.9,2,1,12.37,573.49,5,2,1,18029.79,0.3462,0,1,48,11.8,0
17462.54,56088.45,0.1812,642,0.4,2,2,12.24,892.8,7,0,0,20072.7,0.4933,0,0,54,4.6,0
9195.48,58422.99,0.1051,747,15.1,0,2,9.97,157.47,8,0,0,10615.66,0.8185,0,1,31,1.4,0
29181.61,38762.15,0.2174,516,11.8,2,0,11.66,1446.11,10,0,0,29397.95,0.7557,0,3,73,5.0,1
13050.79,70715.49,0.0166,652,0.6,0,0,11.57,234.51,2,0,0,62580.57,0.7623,0,4,31,4.7,0
12987.24,92370.58,0.371,652,1.2,3,1,8.8,586.38,4,0,0,39359.3,0.5311,0,2,43,6.8,0
8929.79,88555.0,0.237,769,5.7,2,2,14.18,695.36,9,0,0,13942.85,0.6278,0,1,40,3.3,0
26821.43,67431.0,0.2292,638,3.6,3,2,6.57,1244.15,8,0,0,20946.0,0.3025,0,1,47,2.6,0
6656.45,49492.33,0.2577,793,1.9,1,0,7.19,224.67,6,0,0,12429.71,0.4357,0,2,43,3.6,0
39231.03,41595.95,0.2452,719,3.5,3,5,15.79,1212.54,6,1,33,5000.0,0.5236,0,0,45,0.4,0
7490.97,58303.68,0.311,731,2.0,2,1,10.68,208.79,10,1,56,12848.09,0.691,0,0,38,3.8,0
12180.04,36296.26,0.2567,642,2.8,1,4,16.23,756.57,8,0,0,30136.24,0.9347,0,2,44,6.6,0
15997.17,55745.36,0.0777,758,0.8,1,0,8.02,282.02,7,2,32,27047.86,0.6076,0,2,40,1.9,0
10208.21,228578.28,0.2437,796,1.6,1,0,9.42,416.79,8,1,32,17172.68,0.4196,1,0,44,0.9,0
28929.51,57593.15,0.1715,669,10.8,2,5,6.63,728.64,9,1,34,40057.43,0.6847,1,4,32,19.8,0
6409.07,71496.17,0.4039,712,4.8,1,1,8.23,140.0,10,1,6,38215.45,0.2306,0,0,36,4.5,0
10693.97,65449.05,0.3017,733,1.3,1,0,14.94,447.61,9,0,0,24592.84,0.4375,0,0,21,1.7,0
24730.41,23436.17,0.2265,753,5.3,0,4,4.36,545.31,10,1,20,38550.04,0.4542,0,1,21,6.6,0
19771.77,66260.76,0.1151,520,0.4,1,0,12.08,615.59,12,0,0,7349.12,0.3509,0,1,29,0.7,0
40107.91,42118.89,0.1726,663,7.5,1,1,5.74,1278.88,11,0,0,31248.99,0.5438,0,3,25,9.1,0
15998.63,46188.89,0.191,759,3.0,2,1,4.88,272.53,7,2,2,8800.69,0.2775,0,1,40,4.6,0
5332.17,72960.33,0.2777,684,3.2,2,4,10.51,338.23,8,0,0,13897.23,0.777,0,4,35,5.4,0
10911.44,145212.3,0.076,622,6.2,0,5,5.63,307.81,7,0,0,17087.77,0.3891,1,0,29,15.2,0
10570.16,77046.99,0.2119,758,1.4,0,3,6.33,221.82,14,0,0,10588.46,0.3791,0,2,42,1.7,0
10824.1,73413.23,0.0876,793,0.6,2,1,8.92,572.25,4,0,0,13746.33,0.2949,0,1,21,0.7,0
9563.36,52108.43,0.1481,584,0.3,1,5,11.78,167.68,6,0,0,6236.32,0.376,0,2,62,1.3,0
17241.38,53012.87,0.1126,815,2.5,2,2,11.6,314.84,7,0,0,9899.64,0.3013,1,2,50,0.4,0
13647.33,29736.89,0.2612,736,0.2,2,0,10.85,420.83,9,0,0,15207.05,0.7147,0,0,21,0.2,0
9566.81,26176.12,0.3401,783,9.0,2,0,14.88,382.15,9,1,14,19669.83,0.6379,0,1,33,3.3,0
21875.46,26539.62,0.0533,696,3.6,1,4,10.7,1239.77,6,1,9,81878.16,0.3361,0,2,21,12.5,0
13764.17,31835.78,0.1963,699,15.4,1,0,7.09,794.51,7,2,9,16183.12,0.1651,0,1,61,2.5,0
9978.47,70408.34,0.1235,654,2.9,2,0,7.88,285.59,9,2,29,16434.48,0.4778,0,1,28,1.4,0
21188.05,23713.57,0.3608,656,8.0,2,3,3.96,406.05,7,0,0,13225.52,0.5643,0,4,26,0.6,0
7554.33,81910.81,0.0704,802,1.5,1,3,3.0,282.63,7,0,0,25270.32,0.7053,0,1,48,5.9,0
17261.12,44528.96,0.2637,674,14.3,2,1,8.86,412.46,3,0,0,22885.33,0.5502,0,2,43,8.4,0
24424.91,65337.44,0.1543,682,10.1,1,0,13.02,562.87,8,2,1,36212.41,0.5563,1,2,38,4.8,0
12024.24,22001.95,0.2135,658,8.7,0,4,14.48,328.92,11,0,0,6489.83,0.3133,1,0,33,9.2,1
14712.86,38602.11,0.264,730,2.3,2,0,11.14,379.14,9,0,0,11172.59,0.2073,0,3,23,12.0,0
34562.21,28345.7,0.106,652,6.6,0,1,13.3,1805.27,8,1,17,67207.81,0.2978,0,2,66,5.1,0
25631.35,35728.9,0.2089,667,8.8,2,0,8.42,885.27,7,0,0,35921.64,0.7379,1,1,41,5.3,1
12893.52,74169.95,0.0934,648,3.3,1,3,14.81,1002.2,11,0,0,19393.67,0.1571,0,0,40,11.4,0
6767.65,34020.48,0.2257,803,0.8,1,0,6.82,226.02,10,0,0,28156.26,0.6021,0,0,43,1.4,0
69330.54,36591.72,0.2664,642,7.3,2,1,8.38,1413.22,7,1,2,40966.22,0.3614,0,1,49,2.4,0
15559.88,26368.09,0.1593,779,0.3,1,5,15.79,510.36,9,0,0,42126.18,0.5916,0,1,34,3.3,0
11548.44,118837.04,0.1624,585,1.1,2,0,18.27,387.95,8,0,0,7582.33,0.5076,0,0,36,3.4,1
17256.95,36428.86,0.271,691,0.9,1,1,17.11,1002.99,10,0,0,47250.14,0.3058,0,1,43,1.2,1
2534.44,36158.87,0.2115,713,0.5,2,0,3.41,104.39,10,0,0,10182.32,0.5771,0,1,64,5.8,0
9262.64,62492.68,0.1366,737,1.3,1,5,14.9,178.51,3,0,0,21779.78,0.3092,0,1,53,7.1,0
24362.75,66002.27,0.1906,738,0.2,1,0,8.54,1149.17,10,1,48,32415.74,0.7285,0,4,30,10.9,0
24106.42,45527.87,0.0261,678,3.1,2,1,6.32,448.08,12,0,0,35780.24,0.4284,0,1,35,14.1,0
9843.29,39665.57,0.1458,827,0.1,2,1,7.85,267.87,6,1,12,12720.71,0.44,0,1,34,3.7,0
5112.12,29179.31,0.0169,714,20.0,1,5,12.24,139.09,6,0,0,45127.91,0.3257,0,0,22,24.0,0
17401.78,15000.0,0.1316,593,9.7,2,0,19.24,602.73,10,0,0,51916.2,0.7189,0,1,24,0.2,1
17601.66,23446.97,0.2679,603,0.3,2,1,12.86,572.41,9,1,15,32641.91,0.5715,0,0,56,3.6,0
16491.01,66691.93,0.3029,678,7.6,2,4,8.49,596.6,4,0,0,59833.76,0.1815,0,3,29,7.0,0
20121.14,26866.49,0.2708,548,1.6,0,1,13.49,376.19,3,0,0,13126.12,0.3508,0,1,49,15.7,1
65699.93,88637.43,0.1059,652,6.4,2,0,4.44,2573.84,6,0,0,25130.09,0.7385,0,0,22,12.5,0
4181.3,64069.13,0.3559,699,0.2,2,1,10.56,144.17,9,1,15,12210.11,0.6543,0,1,57,0.4,0
27887.19,55140.63,0.2202,604,5.7,2,2,9.7,731.31,6,0,0,10578.32,0.8055,0,2,31,14.2,0
22861.0,51503.38,0.0465,626,10.1,2,1,18.28,735.81,6,1,19,8736.71,0.5962,0,2,31,0.6,0
5394.65,18028.59,0.3389,718,8.7,1,5,10.13,160.38,11,1,60,7711.77,0.2598,0,2,29,1.0,0
13970.16,36505.69,0.0079,672,2.9,0,5,11.82,252.97,9,0,0,12525.98,0.1014,0,1,32,0.8,0
11292.48,37847.61,0.3191,771,3.4,2,3,7.04,223.9,9,0,0,18850.71,0.463,0,0,21,3.6,0
20242.65,87292.94,0.2159,579,0.2,3,3,9.44,892.09,2,0,0,40325.21,0.2299,0,2,44,7.5,0
21621.47,95000.24,0.1678,615,2.6,1,3,5.76,575.14,8,1,30,12828.52,0.4737,0,5,46,3.0,0
7247.86,31917.81,0.0414,725,9.9,2,0,11.08,176.06,10,0,0,25188.12,0.6173,0,5,45,5.0,0
9607.11,54213.27,0.1019,669,1.4,1,0,10.27,257.87,11,0,0,5790.89,0.5116,0,0,37,5.2,0
6679.63,115296.83,0.1908,687,3.4,2,2,12.62,229.11,10,1,10,15789.96,0.3222,0,2,28,2.2,0
8831.56,38394.31,0.1747,752,9.0,1,3,18.65,439.58,5,0,0,74392.0,0.5131,0,0,31,10.6,0
5191.18,56110.69,0.1859,669,1.5,1,0,14.02,346.27,4,0,0,18500.77,0.7159,0,1,49,0.1,0
12576.15,35446.51,0.1552,745,6.6,2,3,7.53,213.03,8,1,100,5962.66,0.7635,0,0,28,0.1,0
10530.6,60482.12,0.101,514,8.9,3,1,10.32,778.64,14,0,0,38707.69,0.3383,0,1,36,3.5,0
7224.44,100592.3,0.1902,731,0.3,1,1,15.44,229.59,11,0,0,102500.97,0.2197,1,3,44,19.9,0
4139.24,17353.32,0.0504,564,2.5,0,0,17.84,111.41,12,0,0,5500.08,0.2276,0,2,30,1.1,0
12018.35,16153.45,0.1515,609,2.9,1,3,11.1,612.16,3,0,0,16236.85,0.2725,0,2,51,14.8,1
5820.07,58043.04,0.0892,741,1.1,1,1,12.07,198.66,15,0,0,33639.02,0.5142,0,2,34,3.0,0
28352.64,106480.75,0.0363,771,0.6,2,3,11.95,590.45,8,1,41,22505.1,0.11,0,0,33,2.0,0
100000.0,42828.06,0.2339,633,0.8,1,2,9.65,3945.39,6,0,0,72463.85,0.5951,0,1,39,5.6,0
17569.15,43282.83,0.2868,805,0.0,3,0,13.97,1066.84,12,1,23,60312.12,0.2781,0,1,23,1.6,0
33291.52,46993.84,0.1937,797,2.6,1,1,12.86,1561.36,13,1,24,28575.6,0.6301,0,2,38,3.9,0
11193.8,24779.01,0.1804,639,12.7,3,0,13.91,298.54,13,1,49,35046.72,0.6748,0,2,21,4.0,0
11125.52,69267.16,0.0727,707,0.1,1,2,16.01,400.53,9,0,0,24202.79,0.3456,0,0,43,15.3,0
8625.35,19879.82,0.3126,699,3.0,2,2,9.19,559.82,12,0,0,7369.05,0.7155,0,1,52,8.0,1
15411.0,62313.19,0.05,619,3.5,2,0,11.18,1017.67,13,1,64,17128.92,0.4508,0,0,34,0.6,1
14998.54,22415.11,0.2492,755,5.7,1,1,4.83,399.73,13,1,9,46647.8,0.5209,0,1,26,13.6,0
14873.44,37272.31,0.0171,666,14.0,1,5,12.95,588.33,7,1,25,21708.72,0.2022,0,0,51,0.5,0
21724.21,20196.24,0.1248,841,3.3,1,0,7.37,603.36,7,0,0,23953.62,0.1492,0,0,33,4.4,1
42711.4,29179.89,0.2505,579,5.6,1,0,9.85,1810.88,9,0,0,6546.26,0.8478,0,0,59,0.6,0
2900.38,42094.36,0.2023,700,3.2,1,5,8.68,200.16,9,0,0,25126.92,0.275,0,0,46,3.5,0
50634.01,64164.7,0.4282,734,0.6,2,5,13.25,1305.92,11,0,0,5142.22,0.7347,0,2,57,5.7,1
2988.49,52822.93,0.1508,615,6.8,1,1,5.65,128.04,7,0,0,49108.7,0.5451,0,1,36,1.9,0
2017.17,64509.95,0.3899,773,4.8,2,0,13.84,59.53,9,1,6,22687.4,0.5158,0,0,63,3.8,0
16318.1,36368.0,0.0783,743,4.4,3,0,5.1,291.62,3,1,94,7293.23,0.2169,0,2,31,3.5,0
13633.9,35872.07,0.2914,653,0.3,2,1,14.32,415.99,5,1,52,71178.81,0.6511,0,1,29,3.6,0
18613.96,18954.35,0.3923,717,4.8,0,0,15.22,325.94,9,1,2,17258.86,0.7444,0,0,21,6.9,0
34255.39,25892.07,0.0461,670,0.6,1,0,16.96,674.09,9,0,0,25654.08,0.493,0,3,33,2.4,0
26686.99,15000.0,0.0982,668,3.7,2,1,15.39,513.68,3,2,9,5491.12,0.0678,0,1,35,6.5,0
12936.11,33306.65,0.2994,607,4.5,3,4,7.12,264.21,13,0,0,14698.35,1.0,0,2,44,1.5,0
12268.5,32282.45,0.2597,818,0.1,1,1,11.13,292.1,3,1,1,25003.55,0.2089,0,0,42,2.8,0
6418.35,19538.34,0.3305,732,2.9,2,4,13.8,128.28,5,1,9,36254.31,0.5338,0,1,28,2.1,0
9493.46,53190.48,0.2116,726,7.0,2,0,7.8,169.29,6,0,0,9580.67,0.6662,0,0,37,0.2,0
13103.12,45729.91,0.1911,680,6.6,1,0,17.25,351.99,10,1,11,59002.18,0.5554,0,0,39,3.6,0
31566.97,33993.13,0.1846,818,2.6,2,0,8.67,860.1,10,1,46,24488.12,0.307,0,1,21,0.3,0
13265.61,16170.58,0.2944,793,3.1,1,0,11.46,320.64,7,1,8,36183.96,0.7432,0,0,38,4.5,0
9222.32,61085.96,0.4355,567,9.4,2,0,12.79,156.32,11,0,0,18839.54,0.6455,0,2,33,12.7,1
23648.68,56538.14,0.2141,707,3.5,0,0,10.08,582.32,13,0,0,11835.52,0.6309,0,2,35,5.5,0
23905.37,75002.65,0.1929,561,1.9,3,1,17.0,750.9,10,1,1,84427.83,0.4727,0,0,45,4.6,0
6001.68,124736.28,0.0249,683,0.3,2,1,10.31,113.32,7,0,0,105888.18,0.6806,0,0,71,3.5,0
4958.62,87834.32,0.2474,662,5.8,0,3,6.65,117.41,8,0,0,10746.16,0.5757,0,1,52,8.3,0
8090.35,57434.24,0.2414,737,7.9,3,3,8.46,224.11,10,0,0,23270.25,0.7317,0,2,46,5.2,0
11094.75,164925.86,0.0659,710,5.8,2,3,5.78,271.68,6,1,8,20742.16,0.1892,0,1,24,0.2,0
21167.71,54935.09,0.2269,830,4.1,3,0,5.58,542.98,6,1,6,79903.01,0.586,0,0,50,11.7,0
47679.08,46785.07,0.0782,684,2.1,0,0,9.97,1077.97,9,2,6,8961.58,0.3583,0,0,21,0.0,0
38452.2,28088.7,0.3539,737,14.9,0,2,22.01,667.32,8,0,0,93926.05,0.6859,0,1,36,1.2,0
5854.23,52068.53,0.2495,704,2.5,2,1,11.14,112.19,5,0,0,85067.92,0.518,0,0,21,8.7,0
12656.66,45631.8,0.1236,641,1.0,1,0,13.92,221.96,7,1,26,11030.92,0.255,0,0,46,1.8,0
15458.73,38731.55,0.2728,783,7.6,1,0,10.86,433.99,9,0,0,21346.16,0.2664,0,3,32,13.9,0
7668.29,26715.33,0.1358,766,10.6,1,2,9.58,249.65,10,1,52,12735.12,0.5612,0,1,24,2.6,0
20661.82,15000.0,0.1638,743,5.3,1,4,13.61,373.68,11,0,0,26739.22,0.1329,0,2,37,8.9,0
4441.94,17123.69,0.0977,774,0.5,3,0,6.47,294.06,4,1,37,21411.03,0.2114,0,0,48,0.3,0
9594.35,44290.66,0.2834,732,5.5,1,2,9.38,291.02,10,0,0,65419.68,0.6577,0,1,52,0.7,0
5281.31,84086.38,0.2479,705,6.4,2,2,12.25,136.02,9,0,0,15375.29,0.354,0,0,40,0.9,0
2940.46,30883.37,0.266,827,7.2,2,4,6.65,55.67,9,1,39,7225.29,0.255,1,1,35,1.7,0
21517.07,48571.01,0.4142,739,5.6,0,2,7.29,390.91,9,0,0,8637.21,0.3879,1,1,27,5.8,0
6118.19,96374.49,0.0543,646,3.6,1,2,7.91,124.47,8,0,0,52769.79,0.2261,0,0,21,1.0,0
12435.97,52307.54,0.3388,778,6.4,2,2,17.58,300.37,4,1,4,12565.59,0.5273,0,1,42,2.7,0
13440.81,15000.0,0.1937,693,6.5,2,5,12.33,345.02,3,0,0,39142.5,0.2896,0,0,43,3.6,0
6327.92,15000.0,0.1948,643,0.7,1,1,15.16,373.21,8,0,0,130253.76,0.4173,0,1,44,3.6,1
18437.52,70438.82,0.0715,800,2.6,3,2,3.46,347.01,7,0,0,9206.61,0.2369,0,4,32,2.3,0
27976.88,34691.95,0.3486,641,5.5,0,0,7.87,1705.61,6,0,0,9275.08,0.6043,0,1,21,14.3,1
18938.84,141300.31,0.2397,670,6.4,0,1,11.55,345.68,11,1,1,12687.83,0.6739,0,2,64,29.2,0
12419.02,108017.47,0.1381,631,15.0,2,4,8.17,255.04,10,1,12,6990.0,0.4306,0,0,28,5.8,0
51953.01,24015.14,0.1834,706,16.8,1,1,9.47,3401.43,6,1,120,21186.42,0.4658,0,2,53,7.3,0
7199.01,46338.12,0.0861,661,4.6,1,1,13.15,187.57,7,1,120,39831.95,0.6821,0,0,53,1.6,0
12427.45,67305.97,0.0683,726,6.6,1,3,12.55,218.48,8,1,55,21099.16,0.5833,0,2,39,6.4,0
4371.95,67244.98,0.0865,671,1.8,2,0,8.4,136.13,7,1,28,35344.54,0.6893,1,0,26,7.8,0
10965.51,36540.21,0.2259,590,24.4,2,2,12.99,419.06,9,0,0,25646.07,0.3569,0,2,51,1.4,0
5195.63,38067.58,0.3049,616,0.3,3,0,11.99,193.68,8,0,0,18095.0,0.7437,0,2,37,1.6,0
11314.75,30560.67,0.1197,630,1.1,0,4,18.32,257.11,8,0,0,40529.49,0.7237,0,1,31,0.1,0
17040.78,107549.77,0.1949,761,4.3,0,0,8.49,925.97,13,0,0,10227.06,0.4732,0,1,24,15.8,0
22598.37,42678.98,0.1631,693,3.5,1,3,13.01,1027.08,12,1,16,27307.8,0.4974,0,1,23,7.7,0
25270.06,31504.17,0.0272,675,8.5,2,0,11.81,543.98,9,1,18,25056.42,0.4005,0,2,42,1.5,0
13162.23,53442.1,0.354,726,5.5,1,2,12.13,232.59,10,0,0,11485.92,0.4243,1,1,29,6.0,0
35720.59,18536.54,0.1834,724,6.2,3,0,12.96,1336.33,12,0,0,15750.82,0.2282,0,2,40,3.6,1
18844.93,150876.66,0.1098,714,3.5,2,2,9.93,820.68,10,1,48,18039.48,0.4043,0,2,51,1.8,0
3154.37,41278.47,0.1963,788,6.0,1,0,6.02,70.0,6,2,8,51327.55,0.5112,0,3,53,4.8,0
21201.95,19766.19,0.2308,795,2.3,0,0,14.12,1075.46,8,1,60,34250.75,0.5662,1,1,26,3.8,1
7436.59,33567.2,0.1425,654,0.6,0,0,15.78,316.25,8,0,0,35615.37,0.7219,0,0,39,0.5,0
20425.4,42556.02,0.1615,702,2.7,1,3,9.58,901.08,9,1,27,5070.13,0.6087,0,1,56,2.1,0
13385.58,55630.71,0.0605,705,0.5,1,1,12.01,363.11,7,1,13,26991.96,0.2954,0,1,39,2.5,0
28830.14,74548.99,0.2009,634,14.4,3,1,14.04,2347.39,9,0,0,46821.01,0.8343,0,0,63,7.9,1
6995.37,61868.89,0.127,734,1.9,3,0,4.54,170.23,5,2,71,60972.19,0.2868,0,2,34,3.8,0
7995.96,39542.72,0.17,703,7.3,1,1,5.59,200.61,5,0,0,22099.23,0.331,0,1,39,0.7,0
9667.64,67978.96,0.2131,549,3.1,3,1,12.36,165.7,6,1,15,19058.67,0.1631,0,0,41,9.4,0
9594.95,105602.78,0.0603,731,8.6,0,0,5.39,180.89,8,1,4,84609.96,0.3666,1,2,42,4.9,0
3717.47,21058.08,0.0151,630,2.3,2,0,12.44,157.01,10,0,0,29005.12,0.5257,2,2,45,2.3,0
21815.0,23957.69,0.1473,790,3.9,1,1,14.15,871.55,7,0,0,25352.32,0.558,0,1,35,4.6,0
16803.93,127161.7,0.1148,699,0.7,1,0,8.94,379.38,10,0,0,30289.1,0.3253,0,1,45,16.7,0
9140.37,89593.84,0.165,726,1.1,2,1,14.73,449.65,7,0,0,5904.51,0.829,0,0,36,8.1,0
8126.3,34389.61,0.2837,722,3.3,0,1,17.31,215.56,5,0,0,23885.78,0.5915,1,1,44,0.9,0
12599.63,62458.38,0.2283,648,2.5,1,1,6.67,518.96,6,0,0,10701.71,0.4189,0,1,51,14.9,0
14732.62,54535.24,0.0603,477,3.6,2,5,9.75,480.44,3,0,0,17077.58,0.507,0,0,32,2.4,1
15557.93,84215.8,0.2053,850,0.3,1,5,5.79,330.96,7,2,2,29553.51,0.2894,0,1,58,4.7,0
8344.04,21076.65,0.1217,702,3.5,2,1,7.5,328.2,12,0,0,15464.45,0.2359,0,3,39,14.0,0
7266.63,88601.36,0.1932,773,5.8,0,4,4.15,145.94,7,2,8,34332.01,0.2046,0,0,68,19.6,0
7362.53,26529.81,0.1066,689,2.2,1,0,6.65,259.06,9,1,19,5988.24,0.9434,0,0,50,4.5,0
5031.75,65435.59,0.1738,659,0.5,2,1,11.85,356.13,6,0,0,24749.95,0.3992,0,3,55,8.6,0
13991.08,72809.28,0.0761,633,3.9,3,2,13.71,612.58,11,0,0,12741.39,0.034,1,3,26,0.3,0
7104.9,22855.07,0.2356,812,15.6,2,1,8.19,166.05,5,1,8,44509.4,0.6207,0,2,21,3.0,0
11199.43,38980.16,0.0908,806,2.7,1,2,9.99,304.91,7,1,16,8377.55,0.209,0,3,56,8.1,0
17522.93,98653.17,0.0118,739,8.1,2,2,13.17,363.44,8,0,0,5000.0,0.8411,0,1,28,10.4,0
11668.06,83666.95,0.1202,728,1.2,1,4,10.74,446.57,6,1,7,19837.88,0.73,0,1,60,22.0,0
5708.43,105984.78,0.1743,664,15.9,1,0,14.02,104.69,10,0,0,24426.14,0.4249,0,1,37,6.7,0
9098.52,46555.76,0.2329,628,3.3,2,3,10.1,577.61,10,3,11,13953.19,0.7259,0,2,41,6.1,1
14930.51,55732.52,0.0908,691,1.2,0,4,17.33,931.56,4,3,13,6848.54,0.1927,0,0,38,10.7,0
7444.43,60296.02,0.0521,552,8.4,1,0,6.19,208.79,9,0,0,15282.0,0.4132,0,0,43,1.2,0
44266.57,62090.6,0.1335,703,5.3,1,5,18.22,1167.57,7,0,0,59386.33,0.4463,0,1,34,0.9,0
6428.58,190564.69,0.0745,720,1.2,1,1,17.02,107.95,9,1,3,14548.54,0.2807,0,1,61,4.5,0
7639.66,79137.63,0.1317,731,0.4,2,0,16.58,217.71,6,1,19,13285.7,0.676,0,3,36,0.3,0
74222.45,119626.96,0.0844,689,9.1,1,3,10.13,2194.43,5,2,4,60078.35,0.739,1,2,36,2.2,1
16385.75,102549.23,0.3388,812,16.2,1,0,5.39,309.84,14,0,0,25340.85,0.6274,0,1,46,12.2,0
25481.61,68399.62,0.2828,692,3.3,2,2,16.7,1037.06,8,2,6,39506.5,0.7838,0,2,21,2.8,1
23495.47,25327.47,0.1072,743,9.4,0,3,13.39,517.45,12,1,15,5000.0,0.3496,0,2,54,10.2,0
11734.31,35472.43,0.3378,731,5.1,2,0,10.84,368.4,7,0,0,8124.56,0.1267,0,3,48,3.3,0
9147.01,15000.0,0.0642,717,2.3,2,0,12.93,486.73,9,0,0,22356.17,0.3257,0,1,25,1.8,0
21816.04,97610.25,0.454,657,6.1,1,2,11.53,544.78,6,0,0,18884.78,0.6614,0,0,52,4.6,0
8740.26,19866.56,0.3572,652,8.3,2,4,8.26,187.56,3,0,0,14944.37,0.7438,0,3,38,6.3,0
3040.59,53089.39,0.1888,714,5.4,0,3,17.4,202.47,7,0,0,7082.67,0.3951,0,1,47,8.9,0
3311.98,30256.1,0.4273,686,0.9,3,0,9.75,60.63,4,2,1,27466.58,0.3958,0,0,31,5.8,0
13684.25,65586.25,0.1765,618,5.5,1,2,22.29,462.39,5,0,0,16548.17,0.8119,0,0,36,5.8,1
23526.52,113223.03,0.2727,775,2.6,1,1,10.93,606.02,10,0,0,10532.3,0.1954,0,2,42,8.4,0
4846.39,58673.58,0.1529,609,0.2,1,4,14.68,136.06,5,1,23,16879.17,0.2176,0,1,56,2.8,0
3561.58,53884.87,0.1112,765,14.2,2,4,11.12,161.27,14,0,0,18896.81,0.3202,0,2,30,7.0,0
48194.77,16482.35,0.2275,792,2.8,0,0,4.69,1022.33,9,0,0,42020.34,0.8559,0,0,37,10.5,0
13609.86,85940.83,0.1111,710,4.3,2,1,4.29,381.83,4,1,33,19208.76,0.3478,0,0,21,5.8,0
15977.09,63582.62,0.1376,619,4.0,1,0,13.56,337.15,13,0,0,6071.13,0.312,0,1,39,0.3,0
11446.87,114168.82,0.1935,721,2.4,1,3,3.48,568.42,7,1,4,17369.42,0.3789,0,0,41,5.5,0
17863.48,46778.24,0.3095,630,11.8,1,0,11.66,392.32,12,0,0,9906.14,0.3563,0,2,28,2.6,0
8929.35,35769.98,0.367,606,3.5,2,0,15.0,188.51,6,0,0,13641.94,0.3972,0,3,44,1.5,0
17973.54,50793.05,0.0774,718,0.2,1,3,15.07,1372.15,6,0,0,16288.02,0.646,0,0,40,7.7,0
56141.34,63356.77,0.0778,690,11.6,3,0,6.75,937.68,4,0,0,7658.63,0.5608,0,0,36,0.7,0
14699.5,15000.0,0.2985,644,8.6,0,1,10.75,777.46,13,0,0,11496.3,0.2606,0,0,45,2.1,0
67790.45,51717.95,0.1079,751,9.0,1,1,7.99,2805.46,12,1,1,8474.62,0.4222,1,2,29,1.0,0
2946.6,41582.16,0.1286,828,2.7,1,0,9.5,65.11,10,0,0,5000.0,0.681,0,3,34,4.6,0
20610.2,34847.57,0.0749,750,0.2,3,1,11.24,493.7,5,2,97,5970.58,0.4079,0,1,36,1.1,0
22397.11,38112.62,0.1151,664,1.0,1,2,10.95,1221.06,3,0,0,14039.96,0.2977,0,2,30,5.4,1
5263.01,91380.68,0.3125,755,3.1,2,0,4.81,307.42,6,0,0,22421.86,0.8207,0,1,38,7.2,0
21290.7,71683.39,0.2357,780,2.7,0,2,11.49,861.62,5,0,0,28614.43,0.4441,0,3,48,1.3,0
32447.56,78417.92,0.05,602,9.1,0,2,9.17,758.38,6,2,34,12434.45,0.7015,0,0,32,3.0,0
52942.92,188405.55,0.0993,762,1.4,2,0,12.52,998.4,6,1,23,8917.31,0.4597,0,1,56,10.2,0
5624.29,33331.83,0.1568,803,0.4,1,2,9.83,422.73,6,0,0,107461.53,0.8748,0,2,38,4.6,0
11903.47,31485.72,0.2742,614,0.4,3,3,14.48,296.03,8,0,0,16262.69,0.5892,0,0,37,5.5,0
16902.35,57253.35,0.2677,598,5.7,0,0,9.51,286.9,10,0,0,35224.18,0.7631,0,1,46,13.8,1
10033.26,24456.31,0.0862,638,12.9,3,2,8.41,196.94,8,0,0,40132.4,0.38,0,1,75,2.4,0
