supplier_reliability_score,lead_time_days,order_quantity,supplier_country_risk,transportation_mode,days_since_last_disruption,num_disruptions_last_year,supplier_financial_health_score,commodity_price_volatility,weather_risk_index,geopolitical_risk_score,port_congestion_index,num_alternative_suppliers,contract_type,order_complexity_score,seasonal_demand_index,supplier_capacity_utilization,distance_km,customs_complexity_score,target
83.6,6.8,532.0,1.0,2.0,47.0,0.0,80.3,0.0517,2.88,4.5,3.93,4.0,0.0,5.45,0.3253,79.4,616.0,3.38,0
90.9,11.8,376.0,2.0,0.0,160.0,2.0,47.1,0.0587,3.76,3.74,4.69,5.0,1.0,5.82,0.3661,52.4,2019.0,0.71,0
91.5,10.3,206.0,0.0,2.0,23.0,2.0,88.4,0.0366,1.36,2.21,2.7,4.0,2.0,3.18,0.8081,94.5,937.0,4.6,0
71.7,10.9,1139.0,2.0,0.0,358.0,0.0,92.4,0.2615,0.85,1.77,1.27,2.0,2.0,2.66,0.457,62.9,1953.0,1.46,1
85.1,16.6,514.0,0.0,1.0,156.0,1.0,46.5,0.6027,2.55,2.61,1.33,2.0,2.0,2.17,0.6063,97.4,468.0,2.7,0
76.8,3.6,791.0,0.0,2.0,65.0,1.0,60.8,0.2219,0.84,0.92,0.92,2.0,2.0,8.81,0.3586,99.7,231.0,0.9,0
81.3,6.8,999.0,2.0,1.0,125.0,1.0,66.8,0.0551,1.74,3.49,3.65,3.0,0.0,6.3,0.7342,53.5,1295.0,1.99,0
93.1,5.8,218.0,2.0,2.0,67.0,0.0,95.4,0.1809,1.97,1.96,1.36,0.0,0.0,7.03,0.1196,69.6,2672.0,3.64,0
65.7,7.2,3925.0,1.0,0.0,290.0,0.0,79.7,0.1182,3.05,1.88,2.23,4.0,0.0,4.61,0.6763,60.2,1274.0,1.94,0
79.6,34.5,230.0,0.0,1.0,241.0,0.0,91.3,0.1652,2.93,4.03,5.17,1.0,0.0,3.68,0.2872,76.1,11394.0,4.48,0
84.3,25.9,2765.0,1.0,0.0,121.0,1.0,74.0,0.1558,0.96,6.32,3.48,3.0,1.0,7.99,0.6997,70.8,13119.0,6.4,0
71.0,6.0,168.0,2.0,0.0,12.0,1.0,98.1,0.0076,3.35,2.71,4.69,2.0,0.0,3.61,0.5993,69.2,3647.0,3.67,0
89.9,6.9,205.0,1.0,1.0,107.0,0.0,96.1,0.0052,0.41,2.07,1.62,4.0,1.0,3.83,0.2546,93.5,402.0,3.07,0
90.9,10.8,421.0,1.0,0.0,93.0,0.0,74.6,0.0999,1.91,5.28,0.47,4.0,0.0,1.81,0.482,20.2,995.0,3.66,0
79.0,17.6,718.0,1.0,1.0,176.0,2.0,78.9,0.1071,1.18,6.22,3.15,2.0,1.0,4.34,0.8448,88.3,2071.0,2.62,0
74.4,8.0,398.0,3.0,2.0,20.0,1.0,75.1,0.0841,1.94,3.38,0.25,1.0,2.0,3.04,0.4811,81.1,2198.0,2.45,0
89.6,26.7,1891.0,2.0,0.0,219.0,0.0,79.5,0.0234,1.31,2.01,1.96,2.0,2.0,7.12,0.161,84.0,1002.0,2.35,0
82.1,10.6,573.0,3.0,0.0,67.0,0.0,65.6,0.0128,1.09,1.87,0.35,1.0,2.0,4.44,0.0422,77.8,658.0,4.5,0
92.3,12.2,340.0,3.0,3.0,49.0,0.0,71.2,0.0148,1.91,2.25,5.72,2.0,1.0,5.39,0.34,79.4,206.0,1.85,0
87.2,31.2,1016.0,2.0,0.0,152.0,1.0,70.9,0.1935,1.07,1.93,3.51,3.0,2.0,7.03,0.4116,85.6,492.0,6.91,0
69.5,10.9,1052.0,2.0,0.0,194.0,3.0,82.3,0.1661,1.44,5.28,3.07,1.0,0.0,2.7,0.2707,66.1,839.0,4.93,1
96.9,10.4,1184.0,0.0,2.0,83.0,0.0,71.2,0.0579,1.29,1.09,0.97,2.0,1.0,7.3,0.1255,68.0,1613.0,2.41,0
86.4,20.0,1880.0,2.0,2.0,259.0,2.0,76.2,0.0691,0.56,1.9,2.21,3.0,0.0,4.03,0.6423,67.4,967.0,2.3,0
79.1,13.2,263.0,0.0,2.0,91.0,0.0,60.2,0.2727,1.41,2.39,1.96,3.0,1.0,5.5,0.6664,67.0,1636.0,2.35,0
72.0,26.1,565.0,2.0,1.0,40.0,1.0,91.3,0.0928,2.33,0.29,5.92,6.0,0.0,7.08,0.5531,64.5,1685.0,1.39,0
77.4,15.1,1007.0,2.0,3.0,403.0,0.0,47.6,0.0953,4.37,4.01,6.21,3.0,0.0,0.91,0.9995,92.1,588.0,1.65,1
82.3,27.2,13355.0,0.0,3.0,150.0,1.0,58.4,0.0926,4.84,1.83,3.06,4.0,0.0,5.83,0.1259,96.2,472.0,2.6,0
84.8,25.2,1762.0,4.0,2.0,182.0,1.0,86.9,0.078,0.07,1.91,2.62,0.0,1.0,4.72,0.4489,58.0,135.0,4.81,0
62.5,14.6,3220.0,2.0,2.0,34.0,0.0,69.4,0.0839,1.43,4.0,3.89,4.0,1.0,5.04,0.2964,87.8,1057.0,0.95,1
70.4,7.7,257.0,0.0,3.0,7.0,1.0,77.0,0.1606,2.26,1.62,5.6,1.0,2.0,5.99,0.9125,59.0,3136.0,1.68,0
82.5,9.3,256.0,4.0,0.0,83.0,1.0,39.2,0.2903,1.97,2.39,2.13,0.0,0.0,2.95,0.4506,76.8,853.0,1.29,0
62.7,3.0,2661.0,0.0,2.0,70.0,0.0,73.8,0.2656,3.5,2.6,1.21,4.0,0.0,7.07,0.7345,71.9,296.0,0.77,0
62.4,20.5,92.0,3.0,2.0,72.0,3.0,82.5,0.0997,1.52,1.82,2.01,2.0,2.0,3.74,0.7293,76.2,822.0,2.22,0
53.7,44.8,474.0,1.0,0.0,8.0,0.0,44.4,0.0668,3.07,4.8,1.4,1.0,1.0,5.02,0.5805,68.5,1249.0,3.04,1
88.3,8.2,91.0,1.0,0.0,98.0,1.0,71.8,0.5231,0.79,3.3,3.27,2.0,2.0,1.04,0.4139,80.2,1108.0,2.26,0
61.7,11.4,554.0,0.0,3.0,237.0,1.0,79.8,0.3473,0.19,1.83,1.16,5.0,0.0,5.1,0.6736,71.7,820.0,5.8,0
76.3,9.4,174.0,4.0,1.0,300.0,0.0,82.1,0.1714,4.97,2.3,3.66,6.0,2.0,5.7,0.2339,96.8,4152.0,6.42,0
54.6,8.6,651.0,1.0,0.0,453.0,0.0,57.5,0.3217,2.97,4.52,3.65,4.0,0.0,3.57,0.8456,83.9,1750.0,3.36,0
86.4,35.1,237.0,0.0,1.0,32.0,1.0,48.8,0.2783,0.35,0.39,2.28,3.0,2.0,6.52,0.5221,92.9,5694.0,2.69,0
64.8,14.5,1970.0,0.0,2.0,253.0,0.0,78.2,0.2697,2.86,3.61,1.92,1.0,0.0,8.22,0.0366,81.4,720.0,0.19,0
67.2,4.1,213.0,1.0,0.0,317.0,0.0,68.7,0.3288,0.99,4.11,6.09,2.0,0.0,4.48,0.0375,62.0,1127.0,1.51,0
90.3,9.0,1514.0,3.0,3.0,348.0,1.0,89.0,0.0222,0.9,3.91,2.24,8.0,0.0,3.64,0.4485,74.7,153.0,3.25,0
88.1,4.8,1046.0,4.0,0.0,47.0,0.0,54.4,0.1717,1.31,2.16,3.26,5.0,1.0,7.15,0.2576,73.6,1589.0,2.97,0
53.1,20.5,470.0,3.0,1.0,17.0,2.0,82.1,0.1533,3.04,3.54,2.13,2.0,0.0,6.71,0.3511,48.5,436.0,3.75,0
84.7,44.0,1657.0,1.0,1.0,214.0,1.0,77.3,0.1104,2.22,1.05,6.69,3.0,2.0,6.3,0.0956,53.8,2173.0,2.36,0
59.1,5.6,959.0,3.0,3.0,18.0,0.0,91.7,0.131,1.7,4.63,3.67,3.0,1.0,4.14,0.7063,74.8,1456.0,3.49,1
81.3,7.3,411.0,3.0,0.0,196.0,0.0,56.5,0.0174,3.46,4.84,5.19,5.0,1.0,6.2,0.3801,41.4,762.0,1.92,0
86.7,21.0,2174.0,3.0,2.0,1045.0,0.0,51.5,0.0526,1.42,0.33,4.82,2.0,2.0,1.09,0.3226,71.5,7746.0,4.2,0
64.3,13.5,1203.0,1.0,3.0,140.0,1.0,85.9,0.0359,1.51,3.67,3.71,3.0,0.0,6.02,0.2916,87.6,237.0,3.48,0
36.7,33.6,601.0,0.0,3.0,365.0,0.0,57.3,0.0366,4.61,2.84,3.35,2.0,2.0,3.09,0.9345,61.6,694.0,3.02,1
91.1,8.4,364.0,0.0,0.0,145.0,0.0,87.8,0.0251,1.33,1.53,3.27,3.0,1.0,3.78,0.4788,48.6,2233.0,3.36,0
87.6,15.2,2121.0,0.0,0.0,161.0,2.0,86.9,0.0572,1.99,2.79,0.78,2.0,2.0,6.16,0.3371,62.2,21419.0,4.95,0
75.0,11.1,274.0,4.0,2.0,380.0,1.0,75.6,0.0875,1.21,4.96,2.05,2.0,0.0,2.53,0.8233,69.7,585.0,1.38,0
78.1,1.8,291.0,1.0,3.0,36.0,1.0,90.5,0.0295,2.92,3.79,5.57,8.0,0.0,7.87,0.7011,76.5,208.0,5.12,0
76.7,8.4,240.0,0.0,3.0,6.0,1.0,84.7,0.0377,1.99,2.89,2.33,1.0,0.0,4.57,0.4693,58.7,592.0,2.62,0
76.9,3.7,513.0,1.0,0.0,397.0,1.0,86.8,0.2087,0.47,0.19,2.34,1.0,0.0,5.93,0.6312,34.7,1293.0,1.48,0
80.1,12.9,2424.0,2.0,0.0,256.0,3.0,60.5,0.3374,0.7,2.4,0.8,2.0,1.0,4.9,0.6479,69.6,1281.0,1.23,0
82.9,15.2,263.0,0.0,0.0,142.0,1.0,88.5,0.0796,1.92,1.18,4.59,0.0,0.0,2.58,0.9923,35.7,6065.0,4.29,0
56.6,10.0,2468.0,2.0,1.0,32.0,2.0,63.2,0.1368,2.46,2.64,0.44,4.0,0.0,5.72,0.0293,87.4,3655.0,1.4,0
97.9,65.3,776.0,2.0,1.0,484.0,3.0,69.3,0.1817,0.7,1.95,1.74,1.0,1.0,1.83,0.3766,40.3,4105.0,1.19,0
91.7,15.1,72.0,2.0,0.0,101.0,2.0,82.7,0.0183,0.21,1.26,2.11,2.0,1.0,3.35,0.3639,44.1,345.0,3.21,0
97.9,6.9,374.0,2.0,2.0,454.0,0.0,71.8,0.0064,2.16,1.42,1.64,3.0,0.0,5.76,0.4935,73.3,1953.0,6.09,0
91.7,8.6,2019.0,0.0,0.0,144.0,0.0,80.2,0.1111,1.56,2.89,1.95,0.0,0.0,5.13,0.1848,81.6,1580.0,0.31,0
57.9,7.7,2674.0,1.0,0.0,60.0,0.0,92.6,0.2407,0.86,4.72,3.5,3.0,0.0,2.8,0.6712,65.5,176.0,2.32,0
72.5,16.0,841.0,2.0,1.0,145.0,0.0,79.9,0.0441,2.49,1.01,2.37,5.0,2.0,8.15,0.5788,89.8,793.0,1.72,0
93.0,18.8,1469.0,3.0,0.0,63.0,2.0,65.1,0.1185,3.05,2.85,2.11,2.0,1.0,5.95,0.8236,71.4,2540.0,2.41,0
70.8,10.4,154.0,0.0,1.0,80.0,0.0,53.7,0.1505,1.51,1.15,2.64,2.0,2.0,4.33,0.9613,77.4,441.0,4.05,0
69.0,9.2,1513.0,1.0,1.0,22.0,0.0,89.4,0.0753,2.34,7.55,4.59,3.0,2.0,4.52,0.6025,56.0,547.0,0.92,0
99.3,19.4,1902.0,3.0,2.0,84.0,3.0,58.7,0.4615,4.89,4.64,2.63,6.0,1.0,4.29,0.1141,47.3,270.0,3.21,0
76.2,45.1,1738.0,0.0,0.0,62.0,0.0,80.1,0.634,0.91,4.37,0.3,3.0,2.0,5.76,0.8706,79.8,1409.0,0.09,0
62.6,9.3,1003.0,0.0,0.0,437.0,1.0,80.3,0.4765,0.21,2.43,0.79,2.0,1.0,3.99,0.9744,44.8,1971.0,3.08,0
82.5,3.3,392.0,0.0,1.0,39.0,1.0,66.2,0.0346,0.16,2.63,0.91,1.0,2.0,5.73,0.0592,81.5,471.0,5.93,0
74.8,15.1,420.0,1.0,1.0,192.0,0.0,70.1,0.0653,1.36,3.75,0.55,1.0,1.0,3.18,0.8003,95.2,947.0,3.64,0
95.6,22.8,305.0,0.0,2.0,162.0,0.0,78.3,0.1062,1.81,0.99,4.51,3.0,2.0,7.61,0.0131,80.5,277.0,2.67,0
57.5,18.5,1340.0,0.0,3.0,170.0,1.0,84.8,0.0522,2.56,2.78,4.08,1.0,0.0,7.06,0.7091,80.1,482.0,1.81,0
69.4,5.7,2075.0,1.0,0.0,106.0,2.0,69.4,0.1512,0.35,2.67,3.57,2.0,2.0,6.09,0.9888,85.0,3670.0,6.72,0
80.7,14.3,835.0,2.0,2.0,64.0,0.0,95.0,0.1204,2.61,4.58,2.21,4.0,1.0,4.48,0.5614,83.1,1089.0,0.82,0
68.9,29.3,4058.0,1.0,2.0,603.0,1.0,64.3,0.1497,1.35,4.75,5.78,3.0,1.0,2.54,0.9602,65.1,526.0,1.61,0
75.1,5.9,1785.0,2.0,2.0,153.0,0.0,43.2,0.1329,1.04,3.2,2.69,3.0,0.0,5.68,0.5568,87.5,729.0,3.43,0
86.0,6.8,259.0,2.0,3.0,803.0,2.0,57.7,0.0685,1.13,3.37,3.52,2.0,1.0,3.98,0.9574,77.9,430.0,4.56,0
90.0,3.5,538.0,2.0,1.0,39.0,0.0,80.7,0.2677,2.52,3.08,4.28,3.0,0.0,5.61,0.977,86.6,2376.0,2.89,0
78.5,35.2,258.0,0.0,2.0,89.0,0.0,50.2,0.0606,0.83,1.54,4.77,4.0,2.0,3.42,0.4174,77.8,11363.0,3.78,0
91.5,7.4,816.0,3.0,3.0,20.0,1.0,70.7,0.032,2.55,3.92,2.89,0.0,1.0,7.02,0.3503,50.3,474.0,4.24,0
52.9,120.0,2051.0,2.0,3.0,23.0,0.0,58.9,0.0447,0.56,3.17,6.01,5.0,2.0,4.91,0.8854,67.1,1407.0,1.61,1
73.4,25.6,323.0,1.0,1.0,67.0,0.0,84.2,0.0839,2.2,4.26,5.41,4.0,2.0,6.94,0.0068,77.9,846.0,3.68,0
68.5,19.5,544.0,0.0,1.0,9.0,0.0,65.1,0.2415,4.7,1.45,3.43,2.0,2.0,6.72,0.5413,79.5,2442.0,0.6,1
86.6,45.3,237.0,0.0,0.0,12.0,1.0,80.1,0.3141,2.7,4.52,5.93,2.0,1.0,7.12,0.4808,58.0,3417.0,1.65,0
83.5,32.0,449.0,0.0,0.0,28.0,1.0,89.3,0.1739,0.91,3.08,3.09,5.0,1.0,4.01,0.5338,35.8,755.0,1.2,0
86.6,28.4,3693.0,0.0,2.0,905.0,1.0,91.1,0.0131,0.76,5.89,3.78,0.0,1.0,6.54,0.8141,63.7,683.0,2.32,0
49.9,4.6,2385.0,1.0,2.0,9.0,0.0,56.0,0.3993,1.51,0.5,1.67,4.0,2.0,7.11,0.4004,72.9,1870.0,0.59,0
83.9,12.2,3481.0,1.0,0.0,341.0,1.0,90.5,0.0655,2.06,6.26,2.29,1.0,0.0,6.37,0.6374,87.8,2918.0,3.66,0
91.2,13.9,258.0,0.0,1.0,112.0,2.0,41.7,0.2697,5.15,2.96,4.65,4.0,1.0,3.64,0.4257,40.1,1315.0,0.8,0
84.6,13.2,58.0,3.0,1.0,329.0,0.0,76.3,0.2241,1.68,1.87,2.83,2.0,2.0,5.45,0.4762,81.6,512.0,3.69,0
74.7,6.5,289.0,0.0,3.0,292.0,1.0,41.6,0.1994,2.77,5.24,2.82,3.0,2.0,9.18,0.6389,37.7,317.0,3.45,0
86.8,15.4,379.0,1.0,1.0,195.0,0.0,56.0,0.0934,1.29,2.3,0.19,1.0,1.0,5.63,0.9945,73.7,2303.0,2.14,0
71.2,8.6,2517.0,3.0,1.0,180.0,2.0,54.3,0.1661,0.72,5.24,1.31,1.0,1.0,2.27,0.9697,59.1,1197.0,2.11,1
84.8,18.5,1597.0,3.0,2.0,43.0,0.0,75.0,0.197,3.25,0.87,1.72,3.0,1.0,6.66,0.9219,71.1,2548.0,3.14,0
83.2,44.0,261.0,1.0,0.0,2.0,2.0,87.5,0.1258,1.73,3.05,0.31,2.0,2.0,5.28,0.8909,84.0,1502.0,1.87,0
63.5,7.8,289.0,1.0,2.0,14.0,1.0,87.8,0.0407,3.06,1.96,2.52,4.0,2.0,6.24,0.2203,47.3,2003.0,4.93,0
84.5,42.5,2366.0,0.0,1.0,38.0,0.0,79.3,0.2215,1.51,0.71,3.36,4.0,2.0,3.19,0.2925,77.8,3320.0,2.02,0
84.9,12.6,222.0,1.0,3.0,172.0,2.0,76.7,0.0435,0.62,2.46,0.35,3.0,2.0,4.03,0.587,59.2,685.0,2.31,0
85.3,13.2,1369.0,2.0,2.0,195.0,1.0,48.8,0.2892,3.47,2.31,1.45,7.0,0.0,2.84,0.6945,50.9,1855.0,3.19,0
75.6,8.8,1917.0,1.0,1.0,122.0,1.0,72.3,0.1113,3.21,4.81,4.0,4.0,0.0,2.0,0.2495,56.4,697.0,4.05,0
99.1,120.0,381.0,2.0,1.0,417.0,2.0,53.3,0.1719,2.28,4.24,2.01,3.0,1.0,6.05,0.1548,79.0,335.0,1.18,1
80.7,7.4,361.0,3.0,1.0,24.0,0.0,42.2,0.28,1.54,2.22,1.95,1.0,1.0,8.22,0.2344,81.0,268.0,4.5,0
82.4,1.1,143.0,0.0,0.0,20.0,2.0,86.4,0.2158,3.14,5.25,4.23,2.0,2.0,1.58,0.0156,59.4,2458.0,1.84,0
95.3,28.1,50.0,0.0,0.0,195.0,1.0,83.6,0.4356,0.89,3.62,0.75,2.0,2.0,4.88,0.9577,58.4,184.0,4.26,0
75.0,13.8,1923.0,0.0,3.0,64.0,0.0,90.8,0.0392,3.23,4.16,5.88,0.0,1.0,6.28,0.2974,60.8,739.0,2.86,0
76.5,32.5,2319.0,1.0,0.0,124.0,1.0,60.8,0.1628,1.31,4.46,3.09,0.0,0.0,4.31,0.6767,78.2,568.0,2.82,0
86.4,7.0,918.0,3.0,2.0,161.0,2.0,74.3,0.0238,1.61,3.13,2.69,3.0,0.0,7.52,0.0663,78.9,2207.0,0.96,0
80.3,7.6,1337.0,1.0,2.0,0.0,2.0,84.4,0.0707,1.29,2.11,1.34,2.0,2.0,5.04,0.9582,69.5,196.0,2.13,0
89.4,10.3,3838.0,1.0,1.0,182.0,1.0,55.4,0.3381,2.23,7.06,2.69,5.0,2.0,3.81,0.7322,41.9,5064.0,2.02,0
86.8,7.4,1022.0,0.0,2.0,67.0,0.0,82.3,0.1809,2.74,3.13,1.44,4.0,1.0,3.47,0.7616,70.7,1182.0,2.53,0
75.0,16.6,591.0,1.0,3.0,115.0,2.0,83.7,0.029,2.22,0.88,4.12,6.0,1.0,3.06,0.7522,81.7,3361.0,2.12,0
89.1,13.2,288.0,0.0,2.0,103.0,1.0,77.1,0.2803,5.12,1.1,0.9,4.0,0.0,0.69,0.9025,36.5,3454.0,1.2,0
76.5,19.0,742.0,2.0,0.0,29.0,1.0,92.9,0.0042,0.89,4.52,4.73,2.0,1.0,6.04,0.4136,71.5,4119.0,2.94,0
82.0,15.4,3086.0,0.0,2.0,116.0,2.0,70.3,0.2653,0.87,2.15,0.86,1.0,2.0,5.86,0.3192,70.8,2019.0,2.58,0
79.7,6.5,1840.0,3.0,0.0,247.0,0.0,73.3,0.06,2.48,3.76,3.84,1.0,2.0,1.98,0.5047,55.8,886.0,4.24,0
70.4,4.7,212.0,1.0,2.0,3.0,2.0,62.4,0.2169,3.52,4.14,4.22,4.0,1.0,4.6,0.0792,58.6,1992.0,1.89,0
93.3,5.5,1016.0,1.0,3.0,77.0,1.0,62.5,0.1448,3.6,0.62,2.61,4.0,0.0,4.69,0.2284,47.4,3388.0,2.56,0
76.5,2.2,502.0,1.0,1.0,536.0,0.0,63.3,0.0689,4.27,1.9,5.93,0.0,1.0,7.01,0.1255,98.8,240.0,4.7,0
68.0,5.4,705.0,3.0,3.0,85.0,1.0,90.2,0.0945,0.42,3.62,4.19,5.0,2.0,5.48,0.8184,87.3,2830.0,2.44,0
50.1,5.1,5367.0,1.0,2.0,2.0,0.0,71.5,0.0162,1.55,1.99,4.12,5.0,0.0,5.94,0.9136,47.7,907.0,1.86,0
91.0,20.7,546.0,4.0,1.0,431.0,0.0,65.3,0.056,3.79,3.37,2.82,2.0,1.0,2.32,0.5181,70.0,1666.0,2.47,0
89.0,15.6,190.0,0.0,0.0,16.0,1.0,51.8,0.3749,1.81,2.32,6.52,1.0,1.0,3.93,0.7994,86.0,1744.0,1.48,0
83.9,17.1,395.0,2.0,2.0,16.0,1.0,88.7,0.1353,3.87,0.52,4.63,6.0,1.0,2.56,0.0364,80.6,747.0,2.24,0
70.7,9.5,477.0,1.0,3.0,2.0,0.0,65.3,0.1785,1.34,2.45,1.94,4.0,2.0,7.48,0.5259,43.1,500.0,1.25,0
96.0,5.0,2834.0,0.0,0.0,179.0,0.0,90.3,0.1347,0.79,4.72,2.78,0.0,2.0,4.1,0.7103,59.1,468.0,4.8,0
96.1,30.5,1197.0,3.0,2.0,62.0,0.0,49.3,0.4808,2.02,2.95,6.49,7.0,2.0,7.8,0.2688,68.8,589.0,3.7,1
68.8,18.6,7981.0,3.0,1.0,106.0,1.0,66.5,0.2134,1.63,2.71,3.21,3.0,0.0,5.62,0.7937,64.9,1049.0,2.61,0
70.4,30.6,234.0,0.0,0.0,117.0,0.0,91.8,0.3299,3.45,2.08,4.47,4.0,0.0,6.84,0.4903,51.2,5227.0,1.88,0
82.6,8.1,400.0,2.0,1.0,3.0,0.0,85.6,0.1751,2.18,0.68,4.96,3.0,0.0,5.97,0.3553,90.3,4628.0,2.74,0
95.8,6.4,308.0,0.0,1.0,70.0,2.0,91.7,0.2703,2.16,5.79,4.34,2.0,1.0,6.24,0.0743,62.3,2380.0,5.08,0
94.6,7.2,103.0,4.0,2.0,109.0,1.0,84.8,0.0255,3.28,2.18,2.54,2.0,0.0,7.63,0.5609,74.8,1597.0,0.88,0
81.2,12.7,167.0,0.0,1.0,175.0,2.0,43.6,0.3616,1.15,4.13,3.75,2.0,0.0,5.71,0.0322,84.4,5399.0,2.56,0
79.8,12.5,134.0,1.0,0.0,72.0,2.0,64.0,0.073,1.74,5.61,2.79,4.0,0.0,2.4,0.427,72.1,1408.0,3.45,0
86.7,36.0,357.0,4.0,2.0,135.0,1.0,78.4,0.0465,1.42,1.02,6.06,3.0,0.0,8.09,0.0453,40.4,1230.0,4.29,0
94.3,28.2,495.0,0.0,0.0,163.0,0.0,71.2,0.0507,1.74,4.55,5.53,1.0,2.0,1.5,0.4008,62.7,3455.0,0.82,0
94.0,18.9,175.0,1.0,2.0,20.0,1.0,64.2,0.203,2.5,3.92,5.9,0.0,0.0,6.69,0.5294,68.5,5210.0,2.35,0
65.1,21.4,5423.0,0.0,1.0,752.0,2.0,39.1,0.2112,0.37,2.07,1.02,4.0,0.0,7.24,0.9708,80.6,135.0,2.63,0
84.5,10.0,1464.0,2.0,1.0,318.0,1.0,79.5,0.2444,1.65,6.79,7.1,0.0,2.0,6.79,0.8267,21.1,371.0,0.35,0
89.5,44.8,353.0,4.0,2.0,49.0,0.0,89.1,0.0103,2.86,2.22,3.89,6.0,1.0,3.01,0.6281,80.7,1535.0,2.21,0
65.0,13.7,143.0,4.0,3.0,41.0,1.0,82.4,0.0002,0.81,1.92,3.91,1.0,2.0,7.0,0.1537,91.7,1164.0,3.83,0
87.4,18.1,790.0,1.0,0.0,142.0,2.0,63.9,0.0402,0.89,1.41,0.87,1.0,0.0,6.28,0.3136,57.9,3058.0,2.61,0
86.8,9.8,761.0,0.0,0.0,119.0,0.0,66.9,0.0015,1.73,3.15,2.78,3.0,2.0,6.14,0.2772,85.0,589.0,2.53,0
76.3,20.1,2822.0,1.0,1.0,125.0,1.0,81.1,0.1973,1.74,2.83,0.93,3.0,2.0,3.69,0.4624,64.1,834.0,2.12,0
94.4,22.7,274.0,1.0,1.0,254.0,0.0,84.7,0.1517,1.0,0.21,5.3,4.0,0.0,3.33,0.3921,91.1,301.0,5.01,0
90.0,14.1,214.0,3.0,1.0,26.0,0.0,32.7,0.3475,0.62,1.62,2.02,1.0,0.0,6.73,0.4188,87.9,1869.0,3.12,0
79.2,15.5,3667.0,0.0,2.0,1.0,0.0,95.6,0.3298,2.32,3.24,3.11,2.0,1.0,8.19,0.6003,94.6,1046.0,3.34,0
90.8,10.6,1384.0,3.0,0.0,27.0,0.0,94.1,0.0429,2.06,1.5,2.54,4.0,0.0,7.66,0.937,54.2,1625.0,3.35,0
88.1,5.6,244.0,3.0,1.0,299.0,0.0,37.8,0.1475,0.69,7.94,0.83,1.0,1.0,5.22,0.9007,76.9,648.0,3.11,0
58.7,7.2,55.0,2.0,2.0,40.0,1.0,50.6,0.1907,2.14,2.04,1.74,3.0,1.0,7.07,0.8216,81.1,496.0,6.11,1
86.1,15.1,93.0,4.0,2.0,246.0,1.0,93.0,0.1604,0.96,1.96,0.47,5.0,2.0,4.49,0.2685,85.7,1072.0,2.2,0
88.4,18.5,3189.0,2.0,1.0,10.0,0.0,47.8,0.0075,0.87,0.36,3.27,1.0,1.0,5.19,0.4103,77.3,467.0,4.32,0
91.7,32.0,681.0,1.0,1.0,263.0,0.0,70.9,0.0959,2.57,4.1,0.85,4.0,0.0,5.0,0.3741,83.5,3438.0,1.3,0
65.0,6.6,1392.0,1.0,3.0,773.0,2.0,42.5,0.0408,1.3,6.87,1.46,0.0,1.0,3.84,0.5842,92.7,1723.0,4.81,0
79.0,21.6,671.0,3.0,0.0,452.0,2.0,57.7,0.6774,0.07,7.04,2.29,2.0,1.0,4.38,0.288,69.8,2350.0,2.96,1
84.8,6.3,2302.0,4.0,0.0,184.0,2.0,65.2,0.2062,4.24,1.4,1.94,3.0,1.0,2.87,0.2408,74.4,410.0,4.63,0
92.9,4.9,373.0,4.0,0.0,9.0,1.0,82.1,0.0765,3.29,2.68,1.9,3.0,2.0,5.88,0.4758,80.9,2057.0,4.16,0
89.5,10.3,990.0,3.0,1.0,591.0,2.0,70.1,0.3924,4.55,3.79,2.55,2.0,1.0,7.22,0.3964,70.6,2286.0,2.94,0
85.5,3.4,770.0,0.0,3.0,48.0,0.0,69.0,0.071,0.1,3.62,5.39,6.0,1.0,4.6,0.6603,59.6,526.0,2.2,0
92.1,7.7,3925.0,4.0,0.0,190.0,0.0,60.8,0.1515,0.84,1.35,4.49,4.0,2.0,4.82,0.0777,59.2,314.0,1.46,0
94.5,4.1,601.0,0.0,1.0,160.0,1.0,39.0,0.5332,2.21,4.5,2.11,1.0,0.0,8.69,0.6789,83.9,1416.0,2.7,0
75.4,7.5,324.0,2.0,1.0,449.0,0.0,69.4,0.3231,1.77,1.23,1.03,3.0,0.0,2.6,0.7484,76.0,2316.0,0.23,0
74.2,16.6,300.0,2.0,0.0,98.0,0.0,82.3,0.0884,0.96,4.45,2.82,2.0,2.0,7.89,0.6126,57.0,394.0,1.88,0
85.5,12.3,3261.0,0.0,0.0,182.0,0.0,72.6,0.2134,2.78,3.42,7.17,2.0,2.0,6.4,0.1365,87.5,9846.0,2.42,0
68.7,3.1,361.0,4.0,1.0,239.0,0.0,94.0,0.0477,4.49,1.54,1.14,1.0,0.0,2.2,0.4097,85.9,6514.0,1.4,0
84.5,16.7,99.0,2.0,0.0,96.0,1.0,63.6,0.1459,0.43,0.89,1.17,3.0,0.0,1.98,0.4592,82.2,1870.0,5.31,0
70.1,11.9,600.0,1.0,3.0,10.0,0.0,43.8,0.1531,0.38,3.68,4.49,4.0,0.0,3.37,0.8513,93.7,222.0,2.36,0
76.7,5.3,830.0,1.0,2.0,39.0,0.0,46.1,0.4715,0.46,3.05,0.1,1.0,1.0,3.7,0.546,85.8,480.0,3.45,0
86.1,9.0,905.0,3.0,2.0,70.0,0.0,78.0,0.346,0.9,5.12,1.33,6.0,1.0,5.21,0.3389,71.4,1111.0,2.5,0
