word_count,num_named_entities,avg_sentence_length,num_quotes,has_numbers,publish_hour,source_type,author_article_count,article_shares,reading_time_minutes,sentiment_score,num_images,article_text,category
12,4,18.6,1,1,17,1,40,159,4.7,0.318,0,major economic industry local major security genome new public announced could organization,Science
11,3,19.7,1,0,5,4,82,209,4.3,0.06,2,said impact many security public group system security state tournament could,Sports
11,6,12.9,2,1,15,4,32,40,1.7,-0.411,4,percent plan leader percent announced decision said policy president president tournament,Sports
18,5,15.6,0,0,17,3,81,388,2.7,-0.222,3,announced economic president world many global recent year reported economic last quantum health million government company president company,Science
18,4,15.8,2,0,12,1,77,204,1.3,-0.158,2,major sector said year international impact organization plan coach officials next group global championship development health industry major,Sports
14,1,25.8,1,0,4,0,14,56,4.9,0.573,2,expected technology sector state impact could organization global people government called impact called next,Business
17,1,4.0,2,1,8,3,11,2,3.8,-0.151,0,security local security announced according security expected many economic according industry officials security first policy would technology,Entertainment
16,4,21.8,0,0,3,1,18,23,9.0,-0.261,2,plan public many policy recent bipartisan said bipartisan recent major people million leader could said organization,Politics
18,0,20.3,0,1,12,1,168,25,7.3,0.038,2,streaming country system major national industry growing company million security recent next economic concerns technology many country million,Entertainment
9,3,14.7,0,1,19,3,12,56,3.4,0.592,6,coach health system president state said growing leader also,Sports
10,6,23.2,0,1,2,1,98,184,5.3,-0.611,1,organization national system global market president leader diplomat local million,World
15,3,7.5,0,0,20,1,41,629,4.6,0.388,3,policy state plan company impact recent new genome according impact government next country global year,Science
14,2,15.8,0,1,7,1,55,19,6.8,0.014,2,concerns also impact people last expected said decision genome national government reported according people,Science
15,3,28.0,0,1,6,3,85,16,3.8,-0.636,4,diagnosis would growing last concerns development state officials economic local major according system future called,Health
13,1,19.8,2,0,12,1,59,41,4.5,-0.329,2,state local policy recent system technology health president group company policy officials year,Health
11,0,14.5,0,1,13,3,49,17,4.0,0.361,1,country people new coach company according would according industry recent world,Sports
9,2,18.5,0,1,0,1,32,27,9.5,0.625,1,shareholders local including year new reported country future development,Business
15,2,17.1,0,1,1,0,21,45,4.3,0.207,0,announced many technology group national people concerns sector major plan quarterly year group market market,Business
11,2,21.8,0,0,12,2,16,21,3.5,0.219,2,future policy expected according called also reported athlete future company future,Sports
12,3,15.7,1,1,6,0,43,158,5.9,-0.088,2,sector according international company future development state country state industry tournament national,Sports
13,2,15.7,0,0,8,2,31,900,2.9,0.394,3,announced sector new world officials group officials plan global officials plan future program,Technology
12,4,17.7,2,1,14,0,33,7,3.3,0.413,3,could system summit year also national last impact major leader government system,World
13,6,21.9,0,1,20,4,55,6,4.4,0.192,1,global program recent could last new also global technology technology leader international sanctions,World
18,7,23.5,0,0,20,0,1,10019,4.9,0.191,4,next first market country president sector technology reported research celebrity people growing future announced announced announced sector program,Entertainment
17,5,22.5,1,0,8,4,66,13,2.9,-0.353,2,would growing growing global could security vaccine first economic officials concerns global research decision organization group local,Health
11,3,23.5,1,1,13,2,18,73,5.1,0.433,1,government research public new organization country reported organization global development global,Science
16,5,17.6,0,1,16,2,2,74,1.4,0.135,1,policy many government also recent security local people major said international officials development percent year leader,Business
13,1,29.7,0,1,11,3,45,48,10.3,0.053,0,economic decision announced next organization diplomat called percent program reported development local market,World
13,4,16.8,1,0,16,2,77,1068,2.3,0.002,2,plan percent FDA country plan local development policy percent last future research last,Health
17,3,13.0,1,1,19,1,4,44,8.1,-0.04,4,next according according president announced would coach company expected future plan international announced world called concerns could,Sports
13,4,24.4,1,1,5,4,52,10,5.3,-0.252,2,local called recent reported company industry major clinical trial president president sector people,Health
18,1,24.4,3,1,22,3,4,277,4.2,0.283,1,organization public first merger sector year including organization merger policy sector industry next market also economic according report,Business
17,6,20.5,3,1,17,3,24,1,2.8,0.347,3,also reported last last development also organization country NASA technology sector health including global concerns report next,Science
9,5,24.7,2,1,15,4,174,28,6.1,-0.252,3,report local said last technology first partisan impact expected,Politics
18,3,14.0,0,1,23,2,26,633,5.2,0.628,1,next athlete president also said plan recent year said economic policy security global plan program research last growing,Sports
14,1,14.3,1,0,20,2,38,711,4.2,0.142,0,policy organization future group government senator economic system technology announced economic recent president local,Politics
12,2,21.4,1,0,0,4,119,468,5.8,-0.423,1,growing next recent last program public last market quantum major recent plan,Science
10,1,20.2,1,1,5,3,82,118,8.4,0.497,1,sanctions company local leader decision world development technology last government,World
13,3,22.1,2,1,8,4,81,315,4.5,0.338,2,according growing company technology program group app impact next economic health also first,Technology
19,4,22.2,2,0,4,1,40,8,4.3,-0.25,1,market people million would quantum president million genome new report system impact local program country recent future including called,Science
17,1,14.5,1,0,2,1,26,18,5.9,0.178,2,concerns new development economic organization industry celebrity last people said according decision including sector security many economic,Entertainment
11,1,26.4,2,0,7,1,54,43,7.4,0.06,2,reported first research expected development leader expected technology new year called,Entertainment
10,0,14.2,0,0,22,4,53,47,5.1,0.461,2,said recent group research concerns new according bipartisan officials year,Politics
17,1,19.9,2,1,2,0,102,10,5.0,0.313,4,economic first development FDA security major local said concerns major million president international development organization would public,Health
15,3,20.9,0,0,6,3,231,57,8.6,0.403,0,announced decision international impact industry decision called officials sector announced technology last also local partisan,Politics
12,4,6.3,1,1,0,0,25,178,6.4,-0.172,1,health million economic also also new group research plan economic next country,Health
