requested_loan_amount,annual_income,employment_length_months,credit_score,num_open_accounts,total_debt,debt_to_income,num_derogatory_marks,months_since_last_derogatory,home_ownership,purpose,application_hour,time_on_page_seconds,num_page_revisits,device_type,previous_applications,referral_source,verification_status,zip_risk_score,target
2793.28,90855.94,77.0,751.0,3.0,71203.06,0.7837,0.0,0.0,0.0,5.0,8.0,137.7,0.0,0.0,1.0,4.0,2.0,4.65,0
3801.03,34182.87,36.0,544.0,6.0,4327.51,0.1266,0.0,0.0,2.0,2.0,23.0,31.6,3.0,0.0,0.0,2.0,1.0,1.8,1
13351.97,72569.54,203.0,671.0,7.0,55414.6,0.7636,1.0,1.0,1.0,1.0,1.0,679.4,3.0,0.0,2.0,3.0,0.0,2.16,0
9564.45,38752.4,36.0,695.0,9.0,30686.52,0.7919,0.0,0.0,0.0,4.0,12.0,557.2,0.0,1.0,1.0,3.0,0.0,2.45,0
3866.68,34596.32,320.0,745.0,7.0,26972.01,0.7796,0.0,0.0,0.0,2.0,16.0,402.8,2.0,0.0,0.0,2.0,2.0,1.2,0
9113.9,62761.59,197.0,648.0,5.0,58655.82,0.9346,0.0,0.0,1.0,4.0,15.0,349.0,1.0,0.0,1.0,3.0,0.0,0.3,0
13794.51,27019.75,38.0,669.0,5.0,20261.83,0.7499,0.0,0.0,2.0,5.0,12.0,588.4,0.0,0.0,1.0,3.0,2.0,0.63,1
4138.44,60962.64,29.0,660.0,4.0,66894.15,1.0973,0.0,0.0,0.0,1.0,10.0,304.1,3.0,0.0,3.0,1.0,1.0,2.91,0
6771.08,105218.82,10.0,713.0,6.0,101450.75,0.9642,0.0,0.0,2.0,5.0,3.0,256.6,1.0,2.0,3.0,3.0,0.0,4.68,0
14343.22,36929.52,12.0,672.0,5.0,20594.64,0.5577,0.0,0.0,0.0,2.0,14.0,500.2,0.0,1.0,0.0,0.0,1.0,2.85,0
11437.52,15396.05,35.0,674.0,5.0,10151.81,0.6594,0.0,0.0,2.0,5.0,16.0,99.9,2.0,0.0,1.0,3.0,1.0,0.88,0
2548.21,48553.53,12.0,610.0,8.0,62317.68,1.2835,0.0,0.0,2.0,0.0,13.0,310.7,0.0,2.0,1.0,0.0,0.0,1.99,0
9718.7,34968.88,13.0,710.0,2.0,21520.86,0.6154,0.0,0.0,0.0,5.0,3.0,159.3,1.0,0.0,2.0,1.0,2.0,4.05,0
17151.67,70641.5,4.0,692.0,2.0,29234.23,0.4138,1.0,1.0,2.0,4.0,21.0,323.1,0.0,1.0,1.0,3.0,0.0,3.21,0
5547.06,49742.3,123.0,705.0,6.0,32072.04,0.6448,1.0,15.0,2.0,0.0,22.0,120.0,2.0,0.0,0.0,0.0,0.0,3.95,0
5126.57,32826.92,53.0,659.0,3.0,30950.09,0.9428,0.0,0.0,1.0,0.0,9.0,114.1,2.0,1.0,1.0,1.0,1.0,2.69,0
19900.75,70320.44,12.0,601.0,3.0,20437.07,0.2906,0.0,0.0,0.0,0.0,12.0,249.9,3.0,0.0,0.0,3.0,2.0,2.03,0
15664.25,39005.11,52.0,681.0,9.0,16251.12,0.4166,0.0,0.0,1.0,1.0,17.0,730.8,0.0,0.0,0.0,0.0,2.0,1.77,0
12515.08,29931.44,22.0,754.0,4.0,6565.32,0.2193,1.0,2.0,2.0,0.0,23.0,378.0,1.0,0.0,2.0,1.0,2.0,1.37,0
7783.2,54780.12,14.0,652.0,3.0,15880.18,0.2899,2.0,1.0,1.0,2.0,5.0,319.2,1.0,0.0,1.0,3.0,1.0,4.06,0
5371.79,28200.97,87.0,737.0,5.0,19013.03,0.6742,0.0,0.0,1.0,0.0,6.0,368.1,3.0,0.0,1.0,2.0,1.0,2.05,0
5273.16,212198.23,62.0,680.0,4.0,162883.33,0.7676,0.0,0.0,2.0,3.0,6.0,190.9,1.0,1.0,1.0,0.0,0.0,4.82,0
20278.43,31324.91,33.0,638.0,6.0,8798.9,0.2809,0.0,0.0,2.0,0.0,20.0,823.5,3.0,1.0,0.0,4.0,1.0,5.78,1
3227.91,28082.01,23.0,714.0,5.0,18259.64,0.6502,0.0,0.0,1.0,0.0,19.0,30.9,0.0,0.0,1.0,4.0,2.0,1.08,0
24752.94,64448.34,11.0,634.0,6.0,5031.61,0.0781,0.0,0.0,1.0,3.0,16.0,63.5,0.0,0.0,1.0,4.0,0.0,0.9,0
5797.58,48841.28,8.0,673.0,2.0,44999.78,0.9213,0.0,0.0,1.0,1.0,1.0,596.3,2.0,1.0,3.0,1.0,1.0,3.66,0
3938.84,18995.03,22.0,684.0,5.0,7711.55,0.406,1.0,15.0,2.0,2.0,21.0,410.8,2.0,2.0,1.0,1.0,0.0,1.29,1
44969.02,49581.83,15.0,727.0,6.0,20054.51,0.4045,0.0,0.0,0.0,3.0,21.0,422.5,1.0,1.0,0.0,2.0,0.0,1.57,0
5109.03,52597.13,62.0,735.0,2.0,51833.98,0.9855,0.0,0.0,1.0,0.0,7.0,289.0,0.0,1.0,1.0,1.0,1.0,2.54,0
8616.73,59948.68,94.0,701.0,2.0,9514.04,0.1587,1.0,51.0,1.0,4.0,9.0,108.5,1.0,0.0,3.0,2.0,1.0,4.68,1
7458.1,66306.69,120.0,714.0,3.0,55798.65,0.8415,0.0,0.0,1.0,0.0,23.0,159.9,0.0,1.0,0.0,3.0,0.0,2.31,0
6703.52,58719.6,34.0,614.0,1.0,13074.79,0.2227,0.0,0.0,0.0,0.0,9.0,214.3,1.0,2.0,0.0,3.0,2.0,2.19,0
8258.31,82983.06,22.0,743.0,7.0,55326.75,0.6667,0.0,0.0,1.0,4.0,22.0,198.2,0.0,1.0,0.0,4.0,0.0,3.11,0
2477.89,43659.77,112.0,688.0,4.0,6950.68,0.1592,0.0,0.0,2.0,5.0,2.0,142.2,0.0,0.0,0.0,0.0,0.0,0.98,0
5077.51,15398.79,44.0,783.0,1.0,2163.13,0.1405,0.0,0.0,0.0,5.0,8.0,534.2,2.0,0.0,1.0,1.0,0.0,1.08,0
2189.2,42092.26,83.0,685.0,6.0,30413.16,0.7225,1.0,101.0,1.0,2.0,14.0,113.4,2.0,0.0,0.0,3.0,2.0,6.59,1
6207.3,70284.44,173.0,742.0,4.0,10329.41,0.147,1.0,19.0,0.0,3.0,15.0,279.0,2.0,1.0,1.0,3.0,2.0,4.81,0
3557.0,78581.0,81.0,567.0,5.0,84479.02,1.0751,0.0,0.0,2.0,2.0,3.0,35.4,2.0,0.0,1.0,1.0,2.0,1.08,1
12059.37,75941.73,2.0,694.0,4.0,23380.56,0.3079,0.0,0.0,0.0,4.0,23.0,53.3,5.0,1.0,0.0,1.0,1.0,0.8,0
20912.02,46707.73,18.0,523.0,8.0,8089.76,0.1732,0.0,0.0,2.0,0.0,11.0,144.9,3.0,1.0,1.0,1.0,2.0,2.73,1
7149.76,28703.04,55.0,660.0,4.0,15194.05,0.5294,0.0,0.0,0.0,3.0,22.0,347.8,2.0,1.0,0.0,0.0,0.0,5.8,0
2623.34,15000.0,103.0,657.0,4.0,15529.25,1.0353,1.0,39.0,1.0,3.0,14.0,458.3,2.0,1.0,0.0,4.0,1.0,2.98,1
5896.58,33803.7,93.0,651.0,2.0,24561.5,0.7266,0.0,0.0,1.0,3.0,13.0,223.0,2.0,0.0,1.0,2.0,0.0,5.99,1
12206.09,33735.46,166.0,619.0,3.0,11455.11,0.3396,1.0,10.0,1.0,0.0,17.0,1446.3,1.0,1.0,2.0,0.0,1.0,4.17,0
6509.18,60739.55,31.0,702.0,9.0,8334.28,0.1372,0.0,0.0,1.0,0.0,19.0,176.2,2.0,2.0,0.0,0.0,0.0,1.22,0
10303.45,38914.83,29.0,707.0,4.0,13546.93,0.3481,2.0,17.0,2.0,2.0,21.0,1663.3,0.0,0.0,0.0,3.0,2.0,1.32,0
2911.96,24287.71,13.0,608.0,5.0,5924.1,0.2439,0.0,0.0,0.0,2.0,11.0,148.2,0.0,1.0,1.0,1.0,0.0,0.94,0
7631.97,59037.26,16.0,773.0,6.0,9571.98,0.1621,1.0,39.0,2.0,3.0,7.0,71.6,2.0,0.0,0.0,3.0,1.0,1.94,0
5272.68,46864.42,46.0,635.0,9.0,4678.88,0.0998,1.0,18.0,2.0,1.0,3.0,93.8,2.0,0.0,0.0,1.0,1.0,1.87,0
2881.23,66284.56,65.0,671.0,7.0,19164.98,0.2891,0.0,0.0,1.0,1.0,16.0,180.0,2.0,0.0,1.0,0.0,0.0,1.1,0
12670.52,113171.53,8.0,715.0,2.0,30450.27,0.2691,0.0,0.0,0.0,2.0,15.0,101.6,1.0,0.0,0.0,0.0,0.0,5.63,0
5537.9,36837.26,32.0,759.0,4.0,8799.02,0.2389,0.0,0.0,1.0,1.0,13.0,399.9,1.0,0.0,1.0,2.0,2.0,2.07,0
5762.84,114644.89,9.0,755.0,5.0,105817.51,0.923,1.0,5.0,0.0,4.0,1.0,545.6,3.0,0.0,1.0,3.0,2.0,0.4,0
12770.85,122602.14,3.0,674.0,6.0,45970.8,0.375,0.0,0.0,0.0,4.0,9.0,129.8,1.0,0.0,1.0,2.0,2.0,3.39,0
4183.39,39954.7,30.0,689.0,8.0,24073.56,0.6025,0.0,0.0,0.0,4.0,15.0,364.5,2.0,1.0,0.0,2.0,2.0,3.0,0
4817.0,26477.96,51.0,646.0,6.0,12687.4,0.4792,1.0,30.0,1.0,5.0,5.0,139.2,1.0,0.0,0.0,4.0,2.0,2.26,0
4762.47,48866.31,11.0,705.0,10.0,51441.06,1.0527,0.0,0.0,1.0,3.0,12.0,282.1,0.0,1.0,0.0,4.0,0.0,1.8,1
7942.54,143261.74,95.0,528.0,6.0,96984.98,0.677,0.0,0.0,1.0,1.0,2.0,547.7,1.0,1.0,0.0,4.0,2.0,4.0,0
3514.52,19502.39,11.0,762.0,7.0,7525.65,0.3859,0.0,0.0,1.0,0.0,18.0,90.8,0.0,2.0,1.0,4.0,1.0,0.84,0
4006.91,96966.48,21.0,691.0,6.0,41335.62,0.4263,1.0,7.0,0.0,1.0,11.0,122.0,5.0,0.0,0.0,0.0,1.0,2.48,0
8355.4,53651.4,5.0,718.0,3.0,12322.2,0.2297,1.0,94.0,1.0,2.0,14.0,100.9,0.0,1.0,1.0,4.0,1.0,1.77,0
8845.59,137867.5,56.0,653.0,3.0,193189.22,1.4013,3.0,5.0,1.0,3.0,11.0,356.9,0.0,0.0,0.0,0.0,2.0,0.9,0
9986.01,38056.18,2.0,784.0,5.0,19259.87,0.5061,1.0,120.0,1.0,1.0,16.0,497.5,2.0,0.0,0.0,1.0,0.0,4.35,0
7829.12,49528.46,32.0,588.0,1.0,35535.14,0.7175,1.0,20.0,0.0,1.0,3.0,59.2,0.0,0.0,1.0,0.0,0.0,3.66,0
13582.71,42964.51,37.0,710.0,6.0,10033.56,0.2335,0.0,0.0,2.0,0.0,7.0,84.3,3.0,1.0,0.0,0.0,0.0,0.61,0
9696.4,118933.9,35.0,653.0,3.0,44890.53,0.3774,0.0,0.0,1.0,2.0,8.0,388.0,0.0,0.0,0.0,0.0,0.0,0.2,0
5549.78,45872.87,39.0,751.0,5.0,26503.38,0.5778,1.0,5.0,2.0,1.0,11.0,222.2,1.0,1.0,0.0,2.0,1.0,3.21,0
10039.35,40357.23,9.0,641.0,4.0,47270.22,1.1713,0.0,0.0,2.0,0.0,14.0,58.0,1.0,1.0,2.0,4.0,2.0,4.61,0
15306.84,29187.18,80.0,656.0,6.0,28154.68,0.9646,0.0,0.0,0.0,3.0,22.0,150.8,1.0,2.0,0.0,2.0,0.0,4.19,1
2944.37,68736.27,29.0,688.0,3.0,41187.23,0.5992,0.0,0.0,0.0,4.0,12.0,48.1,1.0,1.0,1.0,1.0,0.0,0.44,0
12485.37,46401.58,57.0,742.0,3.0,31057.66,0.6693,3.0,12.0,0.0,0.0,12.0,131.5,0.0,0.0,1.0,3.0,0.0,2.6,0
8093.72,56435.0,71.0,697.0,5.0,41415.49,0.7339,0.0,0.0,0.0,1.0,14.0,88.0,5.0,2.0,2.0,2.0,1.0,1.47,0
7805.82,60911.22,98.0,725.0,5.0,2455.56,0.0403,0.0,0.0,1.0,1.0,17.0,268.5,2.0,0.0,0.0,4.0,0.0,4.98,0
13034.01,81034.89,77.0,584.0,4.0,79342.14,0.9791,4.0,1.0,1.0,0.0,19.0,188.3,2.0,0.0,0.0,4.0,1.0,2.84,1
10400.72,56177.4,207.0,620.0,3.0,3751.21,0.0668,0.0,0.0,2.0,3.0,10.0,114.1,2.0,2.0,0.0,4.0,1.0,0.62,0
12336.05,45561.25,60.0,677.0,4.0,34140.93,0.7493,0.0,0.0,1.0,4.0,21.0,131.1,0.0,1.0,0.0,3.0,1.0,3.0,0
6497.05,81959.29,51.0,626.0,2.0,31432.61,0.3835,0.0,0.0,2.0,4.0,6.0,82.0,1.0,0.0,1.0,0.0,1.0,2.06,0
5219.83,17137.0,21.0,677.0,10.0,24305.43,1.4183,0.0,0.0,1.0,0.0,11.0,176.1,1.0,2.0,2.0,2.0,0.0,1.6,1
8045.58,94039.08,56.0,665.0,5.0,23708.66,0.2521,0.0,0.0,1.0,2.0,8.0,308.8,2.0,0.0,0.0,1.0,1.0,1.82,0
4368.81,15000.0,21.0,560.0,3.0,12231.38,0.8154,0.0,0.0,0.0,3.0,16.0,51.7,4.0,0.0,0.0,2.0,0.0,5.98,1
12379.2,85895.08,1.0,729.0,5.0,16585.11,0.1931,0.0,0.0,0.0,5.0,13.0,893.3,4.0,0.0,0.0,2.0,1.0,0.95,0
10053.06,68282.03,45.0,702.0,6.0,25474.52,0.3731,0.0,0.0,0.0,5.0,19.0,218.0,2.0,1.0,0.0,0.0,2.0,1.25,0
9153.0,25043.92,7.0,679.0,5.0,5889.64,0.2352,1.0,7.0,0.0,5.0,18.0,491.9,0.0,0.0,0.0,4.0,0.0,2.8,0
10635.16,35904.79,63.0,623.0,6.0,8297.37,0.2311,0.0,0.0,1.0,4.0,4.0,192.8,2.0,1.0,0.0,4.0,2.0,0.46,0
11073.83,28891.58,29.0,698.0,4.0,38105.59,1.3189,0.0,0.0,1.0,4.0,3.0,89.2,4.0,1.0,1.0,3.0,0.0,1.47,1
8858.51,111847.7,6.0,757.0,5.0,81231.24,0.7263,0.0,0.0,2.0,5.0,9.0,99.3,0.0,0.0,0.0,0.0,1.0,4.24,0
4902.42,46075.51,12.0,773.0,3.0,22312.94,0.4843,1.0,15.0,1.0,3.0,3.0,161.1,2.0,0.0,1.0,0.0,1.0,1.86,0
2423.03,37474.56,5.0,631.0,2.0,2579.93,0.0688,0.0,0.0,0.0,0.0,7.0,438.7,2.0,0.0,1.0,4.0,2.0,4.0,0
1924.68,51493.48,34.0,625.0,6.0,8637.48,0.1677,0.0,0.0,1.0,3.0,14.0,1174.9,0.0,0.0,1.0,3.0,2.0,5.14,0
9063.4,41572.85,16.0,766.0,1.0,13502.77,0.3248,0.0,0.0,1.0,2.0,20.0,455.7,0.0,0.0,3.0,4.0,0.0,0.99,0
6759.7,35176.89,25.0,576.0,1.0,17020.22,0.4838,1.0,6.0,0.0,5.0,2.0,109.1,1.0,0.0,0.0,1.0,0.0,2.67,1
3548.34,28999.55,66.0,543.0,7.0,29340.11,1.0117,0.0,0.0,0.0,4.0,21.0,516.4,2.0,0.0,0.0,1.0,1.0,4.64,1
3528.42,61105.44,93.0,628.0,6.0,39165.26,0.6409,1.0,108.0,1.0,3.0,17.0,32.1,2.0,2.0,1.0,0.0,1.0,0.76,0
3186.83,35554.58,4.0,637.0,9.0,9094.8,0.2558,0.0,0.0,1.0,1.0,12.0,17.4,2.0,0.0,0.0,2.0,0.0,2.24,0
3810.4,81479.05,4.0,727.0,8.0,63936.69,0.7847,2.0,13.0,1.0,0.0,11.0,250.3,1.0,0.0,0.0,1.0,1.0,3.0,0
2519.6,79921.95,32.0,679.0,4.0,39431.57,0.4934,1.0,52.0,0.0,0.0,0.0,147.1,2.0,1.0,1.0,2.0,0.0,1.07,0
8904.52,90940.95,56.0,712.0,7.0,55865.3,0.6143,0.0,0.0,0.0,4.0,20.0,257.4,5.0,1.0,1.0,3.0,0.0,6.33,0
14174.46,21003.86,6.0,745.0,2.0,4854.62,0.2311,2.0,21.0,2.0,4.0,19.0,117.3,3.0,0.0,1.0,4.0,2.0,0.97,0
19142.72,50184.42,59.0,748.0,6.0,4524.59,0.0902,0.0,0.0,1.0,5.0,13.0,164.2,1.0,0.0,2.0,2.0,1.0,2.88,0
15747.19,53987.96,104.0,688.0,6.0,25030.54,0.4636,0.0,0.0,1.0,0.0,15.0,222.5,3.0,1.0,0.0,1.0,2.0,1.54,0
15236.83,74245.96,21.0,786.0,7.0,38279.05,0.5156,0.0,0.0,1.0,4.0,18.0,143.5,1.0,1.0,1.0,4.0,0.0,2.24,0
8363.83,42941.23,12.0,678.0,3.0,18666.43,0.4347,0.0,0.0,2.0,0.0,9.0,933.2,2.0,0.0,0.0,0.0,1.0,3.67,0
5449.7,50204.23,12.0,624.0,6.0,21094.28,0.4202,0.0,0.0,1.0,5.0,13.0,286.6,1.0,0.0,1.0,0.0,2.0,4.56,0
11086.28,66430.83,12.0,716.0,3.0,77881.71,1.1724,0.0,0.0,0.0,3.0,16.0,319.4,1.0,1.0,0.0,3.0,1.0,1.68,0
3998.88,47812.86,27.0,675.0,5.0,18425.08,0.3854,0.0,0.0,1.0,5.0,3.0,150.1,1.0,1.0,2.0,2.0,1.0,3.2,0
4010.47,59744.22,124.0,722.0,2.0,51686.69,0.8651,0.0,0.0,1.0,2.0,15.0,196.3,1.0,1.0,0.0,4.0,2.0,1.63,0
11050.68,38996.88,44.0,649.0,7.0,35530.93,0.9111,3.0,1.0,1.0,2.0,3.0,393.9,0.0,1.0,2.0,4.0,1.0,2.98,1
3952.73,89522.4,47.0,650.0,6.0,22735.56,0.254,0.0,0.0,0.0,0.0,2.0,1666.5,0.0,0.0,0.0,4.0,0.0,1.27,0
10593.19,37668.49,0.0,743.0,8.0,28373.27,0.7532,0.0,0.0,1.0,1.0,13.0,179.5,0.0,1.0,3.0,0.0,0.0,3.9,0
23879.67,66736.55,18.0,727.0,2.0,23362.5,0.3501,1.0,8.0,0.0,4.0,12.0,212.2,1.0,1.0,0.0,3.0,1.0,5.77,1
6496.04,86603.82,24.0,726.0,4.0,37474.47,0.4327,2.0,5.0,1.0,5.0,11.0,143.5,1.0,1.0,0.0,2.0,0.0,2.1,0
7656.61,56462.02,26.0,725.0,10.0,6668.64,0.1181,0.0,0.0,0.0,2.0,11.0,236.1,2.0,0.0,1.0,4.0,1.0,3.49,0
7487.87,52311.3,37.0,813.0,6.0,42075.07,0.8043,2.0,1.0,0.0,0.0,16.0,270.3,1.0,0.0,1.0,3.0,1.0,0.57,0
9610.82,73888.93,83.0,806.0,3.0,34679.6,0.4693,0.0,0.0,0.0,0.0,19.0,93.3,2.0,0.0,0.0,3.0,1.0,3.75,0
3422.86,18930.62,17.0,722.0,6.0,15819.72,0.8357,0.0,0.0,1.0,4.0,11.0,82.6,3.0,0.0,0.0,0.0,1.0,2.08,0
6760.0,83658.09,50.0,682.0,7.0,117304.58,1.4022,0.0,0.0,1.0,5.0,14.0,231.3,4.0,0.0,0.0,1.0,1.0,3.85,0
29206.13,42363.27,53.0,592.0,6.0,8145.5,0.1923,0.0,0.0,1.0,3.0,15.0,589.1,1.0,0.0,0.0,4.0,0.0,1.38,0
12934.22,51630.23,8.0,669.0,7.0,47537.67,0.9207,2.0,4.0,1.0,5.0,0.0,187.4,0.0,1.0,3.0,0.0,2.0,3.37,1
11585.87,48818.59,74.0,738.0,4.0,25364.11,0.5196,1.0,9.0,1.0,5.0,23.0,257.5,4.0,0.0,1.0,3.0,1.0,2.9,0
10956.77,27412.14,1.0,765.0,3.0,13762.63,0.5021,0.0,0.0,2.0,5.0,12.0,354.1,1.0,1.0,0.0,2.0,1.0,1.09,0
20314.97,63106.12,75.0,711.0,3.0,44583.19,0.7065,0.0,0.0,0.0,1.0,7.0,24.9,2.0,1.0,2.0,1.0,0.0,4.9,1
3795.04,32896.08,57.0,686.0,3.0,13132.35,0.3992,0.0,0.0,1.0,1.0,1.0,376.5,1.0,2.0,0.0,4.0,1.0,3.66,0
3606.12,90360.41,55.0,757.0,4.0,53068.41,0.5873,2.0,1.0,1.0,5.0,17.0,82.7,6.0,0.0,0.0,0.0,0.0,3.57,0
3692.32,39548.37,6.0,711.0,5.0,41311.83,1.0446,0.0,0.0,2.0,2.0,8.0,252.0,1.0,2.0,1.0,2.0,1.0,2.75,0
6409.95,29901.75,85.0,709.0,4.0,16953.87,0.567,1.0,0.0,0.0,5.0,19.0,259.7,1.0,0.0,1.0,1.0,1.0,0.64,0
5765.36,160706.22,0.0,749.0,3.0,23206.14,0.1444,1.0,2.0,0.0,4.0,1.0,265.9,0.0,0.0,1.0,3.0,0.0,1.94,0
6899.5,94031.77,9.0,714.0,5.0,61367.89,0.6526,1.0,1.0,1.0,0.0,10.0,415.7,1.0,0.0,0.0,4.0,0.0,2.08,0
9494.0,91164.82,91.0,693.0,4.0,22931.74,0.2515,2.0,7.0,1.0,3.0,1.0,462.5,1.0,0.0,0.0,3.0,0.0,1.16,0
15307.33,55323.43,34.0,700.0,4.0,2562.58,0.0463,0.0,0.0,1.0,4.0,16.0,1129.1,1.0,2.0,1.0,1.0,1.0,4.52,0
4987.11,19822.07,71.0,652.0,6.0,13465.32,0.6793,0.0,0.0,0.0,0.0,2.0,1485.8,2.0,0.0,1.0,4.0,2.0,2.23,1
21535.19,46866.49,71.0,698.0,2.0,27473.51,0.5862,1.0,16.0,0.0,5.0,17.0,129.5,1.0,1.0,0.0,4.0,2.0,5.87,0
9598.61,54979.35,12.0,612.0,12.0,43958.32,0.7995,0.0,0.0,1.0,0.0,14.0,325.7,1.0,2.0,0.0,4.0,1.0,1.87,0
15017.0,32528.81,203.0,745.0,0.0,47419.56,1.4578,0.0,0.0,1.0,1.0,11.0,694.8,2.0,0.0,0.0,1.0,2.0,1.08,0
6047.58,41876.65,83.0,702.0,4.0,25856.03,0.6174,1.0,18.0,0.0,0.0,19.0,175.1,1.0,1.0,0.0,0.0,0.0,2.01,0
6767.33,40436.25,30.0,684.0,2.0,11335.75,0.2803,1.0,11.0,1.0,5.0,2.0,165.6,0.0,0.0,1.0,4.0,2.0,2.7,0
5290.04,46938.52,24.0,747.0,4.0,15389.29,0.3279,0.0,0.0,1.0,0.0,18.0,664.4,0.0,0.0,0.0,4.0,1.0,7.95,0
9684.38,39921.0,12.0,725.0,7.0,14058.65,0.3522,0.0,0.0,2.0,5.0,22.0,166.6,1.0,1.0,3.0,1.0,1.0,2.07,0
3364.96,52770.45,1.0,636.0,2.0,39072.88,0.7404,1.0,31.0,1.0,2.0,11.0,205.1,1.0,1.0,0.0,0.0,0.0,3.87,0
5475.86,44553.6,100.0,714.0,4.0,30587.12,0.6865,2.0,67.0,1.0,2.0,7.0,188.3,5.0,1.0,0.0,1.0,1.0,4.03,0
6510.42,36784.07,32.0,632.0,2.0,24349.44,0.662,0.0,0.0,0.0,1.0,17.0,338.1,1.0,0.0,0.0,3.0,2.0,3.22,0
21509.51,63116.63,20.0,652.0,4.0,50462.34,0.7995,1.0,7.0,1.0,1.0,12.0,62.7,0.0,1.0,1.0,4.0,1.0,5.21,1
6939.76,115762.44,41.0,701.0,4.0,19085.83,0.1649,1.0,28.0,0.0,2.0,10.0,229.6,2.0,1.0,1.0,3.0,0.0,2.25,0
9895.95,66327.06,73.0,685.0,2.0,51128.74,0.7709,1.0,41.0,1.0,0.0,2.0,179.1,1.0,2.0,1.0,3.0,2.0,0.74,0
6234.41,67500.59,7.0,723.0,3.0,34138.41,0.5057,0.0,0.0,1.0,1.0,14.0,1351.9,0.0,0.0,1.0,4.0,2.0,4.74,0
7943.06,48231.94,2.0,670.0,5.0,17341.35,0.3595,0.0,0.0,2.0,5.0,18.0,635.3,0.0,0.0,4.0,4.0,0.0,5.63,0
23256.17,90516.18,24.0,684.0,3.0,30443.56,0.3363,1.0,8.0,1.0,3.0,17.0,148.0,1.0,0.0,1.0,1.0,1.0,5.18,0
17012.32,51121.36,41.0,687.0,2.0,16545.94,0.3237,0.0,0.0,0.0,0.0,13.0,388.2,1.0,0.0,1.0,2.0,2.0,6.62,0
4217.29,25254.83,11.0,721.0,8.0,14448.94,0.5721,0.0,0.0,1.0,3.0,4.0,562.0,1.0,2.0,0.0,1.0,2.0,2.6,0
12757.25,82190.38,213.0,700.0,8.0,36977.09,0.4499,3.0,19.0,0.0,2.0,7.0,53.6,1.0,1.0,1.0,0.0,1.0,6.31,0
13329.02,84984.77,7.0,645.0,1.0,14499.48,0.1706,1.0,23.0,0.0,2.0,2.0,375.4,3.0,0.0,0.0,3.0,1.0,1.06,0
8423.63,41244.44,217.0,708.0,7.0,15862.54,0.3846,1.0,6.0,1.0,5.0,1.0,327.5,2.0,0.0,2.0,4.0,1.0,3.26,0
7444.34,82699.37,90.0,758.0,3.0,41987.42,0.5077,0.0,0.0,0.0,2.0,1.0,399.9,1.0,0.0,0.0,2.0,0.0,1.75,0
28120.5,47111.8,57.0,577.0,6.0,25818.27,0.548,0.0,0.0,1.0,1.0,18.0,78.9,2.0,1.0,0.0,3.0,1.0,0.45,1
4363.1,33981.95,25.0,617.0,4.0,40509.17,1.1921,0.0,0.0,1.0,2.0,18.0,92.7,0.0,0.0,0.0,1.0,2.0,2.31,1
20484.17,76298.86,190.0,677.0,7.0,22396.07,0.2935,0.0,0.0,0.0,4.0,3.0,305.2,3.0,2.0,1.0,3.0,2.0,1.57,0
11170.57,43292.34,1.0,676.0,4.0,14548.59,0.3361,1.0,0.0,1.0,2.0,13.0,99.4,0.0,0.0,0.0,4.0,2.0,1.05,0
9986.35,53019.52,4.0,718.0,6.0,16356.28,0.3085,0.0,0.0,1.0,3.0,1.0,194.7,2.0,2.0,2.0,1.0,0.0,2.23,0
8800.45,39050.24,80.0,503.0,4.0,7198.6,0.1843,0.0,0.0,1.0,3.0,9.0,482.8,0.0,1.0,0.0,0.0,2.0,2.67,0
6216.64,83624.02,5.0,678.0,2.0,18395.24,0.22,1.0,56.0,0.0,3.0,0.0,78.1,2.0,2.0,2.0,3.0,1.0,4.2,0
5055.98,51362.97,1.0,604.0,7.0,50419.68,0.9816,0.0,0.0,1.0,4.0,18.0,163.0,1.0,1.0,0.0,1.0,0.0,4.36,0
13920.65,96270.97,149.0,666.0,6.0,24649.76,0.256,1.0,125.0,0.0,1.0,11.0,617.1,2.0,0.0,0.0,1.0,1.0,1.0,0
8613.62,21979.93,23.0,804.0,2.0,2554.42,0.1162,1.0,145.0,0.0,2.0,7.0,179.2,4.0,0.0,1.0,0.0,1.0,2.32,0
13789.54,45205.89,35.0,687.0,6.0,13192.27,0.2918,0.0,0.0,0.0,0.0,6.0,157.7,1.0,1.0,0.0,2.0,1.0,2.79,0
7943.35,44237.16,7.0,755.0,3.0,50778.11,1.1479,0.0,0.0,1.0,2.0,3.0,372.2,0.0,1.0,0.0,0.0,1.0,0.91,0
7273.9,105766.91,90.0,638.0,2.0,82856.97,0.7834,0.0,0.0,2.0,0.0,14.0,164.9,1.0,0.0,0.0,0.0,0.0,6.67,0
10285.22,44670.44,37.0,707.0,4.0,53368.75,1.1947,0.0,0.0,1.0,3.0,5.0,238.4,1.0,1.0,3.0,4.0,1.0,3.41,0
10615.54,40595.85,131.0,713.0,6.0,43784.0,1.0785,1.0,10.0,1.0,4.0,18.0,769.8,3.0,0.0,0.0,2.0,0.0,3.23,0
7842.98,76088.6,165.0,743.0,7.0,64872.96,0.8526,0.0,0.0,0.0,5.0,5.0,139.3,2.0,1.0,0.0,1.0,1.0,4.06,0
16126.28,65380.81,7.0,624.0,6.0,32779.31,0.5014,0.0,0.0,1.0,3.0,6.0,71.2,1.0,0.0,0.0,3.0,1.0,1.51,1
